rowid,suburb_name,state,postcode,candidate_ssc,score,norm_key,matched_canonical_key
31554,ROSSBRIDGE,NSW,,14390,79,ROSSBRIDGE|NSW,STANBRIDGE|NSW
31554,ROSSBRIDGE,NSW,,14119,78,ROSSBRIDGE|NSW,ROSSI|NSW
31554,ROSSBRIDGE,NSW,,14101,77,ROSSBRIDGE|NSW,ROSEBERG|NSW
31562,YALLA-Y-POORA,NSW,,23479,76,YALLA-Y-POORA|NSW,YALLA-Y-POORA|VIC
31562,YALLA-Y-POORA,NSW,,14141,71,YALLA-Y-POORA|NSW,ROYALLA|NSW
31562,YALLA-Y-POORA,NSW,,13773,67,YALLA-Y-POORA|NSW,PALLAL|NSW
31568,MAFEKING,NSW,,12997,78,MAFEKING|NSW,MARENGO|NSW
31568,MAFEKING,NSW,,13085,78,MAFEKING|NSW,MELINGA|NSW
31568,MAFEKING,NSW,,13103,78,MAFEKING|NSW,MERINGO|NSW
31570,STAVELY,NSW,,14240,82,STAVELY|NSW,SHALVEY|NSW
31570,STAVELY,NSW,,15217,82,STAVELY|NSW,WAVERLY|NSW
31570,STAVELY,NSW,,13739,78,STAVELY|NSW,OSTERLEY|NSW
31574,WICKLIFFE,NSW,,15156,79,WICKLIFFE|NSW,WARNECLIFFE|NSW
31574,WICKLIFFE,NSW,,23350,77,WICKLIFFE|NSW,WICKLIFFE|VIC
31574,WICKLIFFE,NSW,,51859,74,WICKLIFFE|NSW,WITCHCLIFFE|WA
31578,WILLAURA NORTH,NSW,,23358,83,WILLAURA NORTH|NSW,WILLAURA NORTH|VIC
31578,WILLAURA NORTH,NSW,,13632,79,WILLAURA NORTH|NSW,NORTH WILLOUGHBY|NSW
31578,WILLAURA NORTH,NSW,,15340,79,WILLAURA NORTH|NSW,WILLOUGHBY NORTH|NSW
31580,BELLELLEN,NSW,,11394,80,BELLELLEN|NSW,CULLEN BULLEN|NSW
31580,BELLELLEN,NSW,,10338,77,BELLELLEN|NSW,BELLINGEN|NSW
31580,BELLELLEN,NSW,,10340,77,BELLELLEN|NSW,BELLTREES|NSW
31582,BRIDGE INN,NSW,,13438,84,BRIDGE INN|NSW,MURRIN BRIDGE|NSW
31582,BRIDGE INN,NSW,,10858,80,BRIDGE INN|NSW,BURNT BRIDGE|NSW
31582,BRIDGE INN,NSW,,12460,80,BRIDGE INN|NSW,JONES BRIDGE|NSW
31584,MOKEPILLY,NSW,,22070,77,MOKEPILLY|NSW,MOKEPILLY|VIC
31584,MOKEPILLY,NSW,,13112,75,MOKEPILLY|NSW,MERRILL|NSW
31584,MOKEPILLY,NSW,,13206,75,MOKEPILLY|NSW,MOGILLA|NSW
31588,STAWELL WEST,NSW,,14699,80,STAWELL WEST|NSW,TAREE WEST|NSW
31588,STAWELL WEST,NSW,,14398,79,STAWELL WEST|NSW,STANWELL TOPS|NSW
31588,STAWELL WEST,NSW,,22849,75,STAWELL WEST|NSW,STAWELL WEST|VIC
31590,WINJALLOK,NSW,,15369,80,WINJALLOK|NSW,WINGELLO|NSW
31590,WINJALLOK,NSW,,23380,77,WINJALLOK|NSW,WINJALLOK|VIC
31590,WINJALLOK,NSW,,15337,75,WINJALLOK|NSW,WILLMOT|NSW
31592,BARKLY,NSW,,10025,84,BARKLY|NSW,AIRLY|NSW
31592,BARKLY,NSW,,10274,84,BARKLY|NSW,BARRY|NSW
31592,BARKLY,NSW,,10257,82,BARKLY|NSW,BARNSLEY|NSW
31597,CALLAWADDA,NSW,,10047,80,CALLAWADDA|NSW,ALLAWAH|NSW
31597,CALLAWADDA,NSW,,20535,79,CALLAWADDA|NSW,CALLAWADDA|VIC
31597,CALLAWADDA,NSW,,10938,77,CALLAWADDA|NSW,CALWALLA|NSW
31601,CONCONGELLA,NSW,,20737,80,CONCONGELLA|NSW,CONCONGELLA|VIC
31601,CONCONGELLA,NSW,,11216,79,CONCONGELLA|NSW,COMOBELLA|NSW
31601,CONCONGELLA,NSW,,11268,79,CONCONGELLA|NSW,COOMEALLA|NSW
31603,DEEP LEAD,NSW,,20872,77,DEEP LEAD|NSW,DEEP LEAD|VIC
31603,DEEP LEAD,NSW,,10361,72,DEEP LEAD|NSW,BENDEELA|NSW
31603,DEEP LEAD,NSW,,11492,72,DEEP LEAD|NSW,DELEGATE|NSW
31607,GERMANIA,NSW,,12081,82,GERMANIA|NSW,GRAMAN|NSW
31607,GERMANIA,NSW,,12173,80,GERMANIA|NSW,GUNDERMAN|NSW
31607,GERMANIA,NSW,,11917,78,GERMANIA|NSW,GEMALLA|NSW
31615,JOEL JOEL,NSW,,21528,77,JOEL JOEL|NSW,JOEL JOEL|VIC
31615,JOEL JOEL,NSW,,12026,75,JOEL JOEL|NSW,GOL GOL|NSW
31615,JOEL JOEL,NSW,,12459,74,JOEL JOEL|NSW,JOLLY NOSE|NSW
31617,JOEL SOUTH,NSW,,11303,83,JOEL SOUTH|NSW,COREE SOUTH|NSW
31617,JOEL SOUTH,NSW,,10413,80,JOEL SOUTH|NSW,BEXLEY SOUTH|NSW
31617,JOEL SOUTH,NSW,,14307,80,JOEL SOUTH|NSW,SOUTH COOGEE|NSW
31619,KANYA,NSW,,12471,84,KANYA|NSW,KADINA|NSW
31619,KANYA,NSW,,12494,84,KANYA|NSW,KANWAL|NSW
31619,KANYA,NSW,,12506,84,KANYA|NSW,KAYUGA|NSW
31621,LAKE FYANS,NSW,,12710,79,LAKE FYANS|NSW,LAKE HAVEN|NSW
31621,LAKE FYANS,NSW,,12715,79,LAKE FYANS|NSW,LAKE INNES|NSW
31621,LAKE FYANS,NSW,,21720,79,LAKE FYANS|NSW,LAKE FYANS|VIC
31623,LAKE LONSDALE,NSW,,12740,83,LAKE LONSDALE|NSW,LANSDALE|NSW
31623,LAKE LONSDALE,NSW,,21724,82,LAKE LONSDALE|NSW,LAKE LONSDALE|VIC
31623,LAKE LONSDALE,NSW,,10151,76,LAKE LONSDALE|NSW,AVONDALE|NSW
31625,LUBECK,NSW,,12916,82,LUBECK|NSW,LUE|NSW
31625,LUBECK,NSW,,10307,80,LUBECK|NSW,BECKOM|NSW
31625,LUBECK,NSW,,12914,76,LUBECK|NSW,LUCKNOW|NSW
31627,MORRL MORRL,NSW,,22127,80,MORRL MORRL|NSW,MORRL MORRL|VIC
31627,MORRL MORRL,NSW,,13286,72,MORRL MORRL|NSW,MORORO|NSW
31627,MORRL MORRL,NSW,,12026,69,MORRL MORRL|NSW,GOL GOL|NSW
31634,ROSTRON,NSW,,14122,84,ROSTRON|NSW,ROTO|NSW
31634,ROSTRON,NSW,,14080,82,ROSTRON|NSW,ROCKTON|NSW
31634,ROSTRON,NSW,,13932,78,ROSTRON|NSW,PRESTONS|NSW
31640,WALLALOO EAST,NSW,,23207,82,WALLALOO EAST|NSW,WALLALOO EAST|VIC
31640,WALLALOO EAST,NSW,,11651,79,WALLALOO EAST|NSW,EAST WARDELL|NSW
31640,WALLALOO EAST,NSW,,15109,76,WALLALOO EAST|NSW,WALLAROO|NSW
31644,LANDSBOROUGH,NSW,,11690,81,LANDSBOROUGH|NSW,ELLENBOROUGH|NSW
31644,LANDSBOROUGH,NSW,,12295,81,LANDSBOROUGH|NSW,HILLSBOROUGH|NSW
31644,LANDSBOROUGH,NSW,,31992,81,LANDSBOROUGH|NSW,LANDSBOROUGH|QLD
31648,NAVARRE,NSW,,13470,78,NAVARRE|NSW,NACURRIE|NSW
31648,NAVARRE,NSW,,10923,76,NAVARRE|NSW,CALARE|NSW
31648,NAVARRE,NSW,,13484,76,NAVARRE|NSW,NARARA|NSW
31650,TULKARA,NSW,,14688,84,TULKARA|NSW,TARA|NSW
31650,TULKARA,NSW,,13657,82,TULKARA|NSW,NULKABA|NSW
31650,TULKARA,NSW,,14718,82,TULKARA|NSW,TELARAH|NSW
31652,WATTLE CREEK,NSW,,15494,84,WATTLE CREEK|NSW,WYLIE CREEK|NSW
31652,WATTLE CREEK,NSW,,14941,82,WATTLE CREEK|NSW,TUNTABLE CREEK|NSW
31652,WATTLE CREEK,NSW,,15208,81,WATTLE CREEK|NSW,WATTLE GROVE|NSW
31658,LEDCOURT,NSW,,12783,77,LEDCOURT|NSW,LETCHWORTH|NSW
31658,LEDCOURT,NSW,,12786,76,LEDCOURT|NSW,LEURA|NSW
31658,LEDCOURT,NSW,,12885,76,LEDCOURT|NSW,LOUTH|NSW
31660,RIACHELLA,NSW,,15557,80,RIACHELLA|NSW,YATHELLA|NSW
31660,RIACHELLA,NSW,,15036,78,RIACHELLA|NSW,URALLA|NSW
31660,RIACHELLA,NSW,,14052,77,RIACHELLA|NSW,RICHLANDS|NSW
31666,MARNOO WEST,NSW,,21919,80,MARNOO WEST|NSW,MARNOO WEST|VIC
31666,MARNOO WEST,NSW,,15266,76,MARNOO WEST|NSW,WEST HAVEN|NSW
31666,MARNOO WEST,NSW,,15269,76,MARNOO WEST|NSW,WEST NOWRA|NSW
31668,BANYENA,NSW,,10232,82,BANYENA|NSW,BANNABY|NSW
31668,BANYENA,NSW,,12990,82,BANYENA|NSW,MANYANA|NSW
31668,BANYENA,NSW,,10459,80,BANYENA|NSW,BINYA|NSW
31670,RUPANYUP,NSW,,13790,70,RUPANYUP|NSW,PANUARA|NSW
31670,RUPANYUP,NSW,,13814,70,RUPANYUP|NSW,PAUPONG|NSW
31670,RUPANYUP,NSW,,13987,70,RUPANYUP|NSW,RABY|NSW
31674,MURTOA,NSW,,13423,84,MURTOA|NSW,MURGA|NSW
31674,MURTOA,NSW,,11764,80,MURTOA|NSW,EUROKA|NSW
31674,MURTOA,NSW,,13290,80,MURTOA|NSW,MORTON|NSW
31676,BRIM,NSW,,10396,84,BRIM|NSW,BERRIMA|NSW
31676,BRIM,NSW,,10706,84,BRIM|NSW,BRIMBIN|NSW
31676,BRIM,NSW,,10442,82,BRIM|NSW,BIMBI|NSW
31678,BOOLITE,NSW,,10535,82,BOOLITE|NSW,BOCOBLE|NSW
31678,BOOLITE,NSW,,10603,80,BOOLITE|NSW,BOOMI|NSW
31678,BOOLITE,NSW,,10598,78,BOOLITE|NSW,BOOLIGAL|NSW
31680,MINYIP,NSW,,13181,84,MINYIP|NSW,MINMI|NSW
31680,MINYIP,NSW,,13176,80,MINYIP|NSW,MINGAY|NSW
31680,MINYIP,NSW,,12381,78,MINYIP|NSW,INDI|NSW
31684,AILSA,NSW,,13146,82,AILSA|NSW,MILA|NSW
31684,AILSA,NSW,,12248,80,AILSA|NSW,HAVILAH|NSW
31684,AILSA,NSW,,12980,80,AILSA|NSW,MANILLA|NSW
31686,ANGIP,NSW,,10971,84,ANGIP|NSW,CANGAI|NSW
31686,ANGIP,NSW,,12499,80,ANGIP|NSW,KARANGI|NSW
31686,ANGIP,NSW,,10072,78,ANGIP|NSW,ANGUS|NSW
31688,AUBREY,NSW,,10031,80,AUBREY|NSW,ALBURY|NSW
31688,AUBREY,NSW,,10129,80,AUBREY|NSW,AUBURN|NSW
31688,AUBREY,NSW,,10132,80,AUBREY|NSW,AUDLEY|NSW
31692,CANNUM,NSW,,12987,80,CANNUM|NSW,MANNUS|NSW
31692,CANNUM,NSW,,10898,76,CANNUM|NSW,BYANGUM|NSW
31692,CANNUM,NSW,,10977,76,CANNUM|NSW,CANONBA|NSW
31696,KELLALAC,NSW,,10331,78,KELLALAC|NSW,BELLATA|NSW
31696,KELLALAC,NSW,,12567,78,KELLALAC|NSW,KILLARA|NSW
31696,KELLALAC,NSW,,11687,75,KELLALAC|NSW,ELLALONG|NSW
31698,LAH,NSW,,11249,82,LAH|NSW,COOLAH|NSW
31698,LAH,NSW,,12551,80,LAH|NSW,KIAH|NSW
31698,LAH,NSW,,13146,80,LAH|NSW,MILA|NSW
31700,WARRACKNABEAL,NSW,,23253,82,WARRACKNABEAL|NSW,WARRACKNABEAL|VIC
31700,WARRACKNABEAL,NSW,,15162,77,WARRACKNABEAL|NSW,WARRAGAMBA|NSW
31700,WARRACKNABEAL,NSW,,15159,76,WARRACKNABEAL|NSW,WARRABAH|NSW
31702,WILKUR,NSW,,15345,82,WILKUR|NSW,WILLURAH|NSW
31702,WILKUR,NSW,,14820,70,WILKUR|NSW,TILBUSTER|NSW
31702,WILKUR,NSW,,15041,70,WILKUR|NSW,URAWILKIE|NSW
31704,WILLENABRINA,NSW,,15336,81,WILLENABRINA|NSW,WILLINA|NSW
31704,WILLENABRINA,NSW,,23359,81,WILLENABRINA|NSW,WILLENABRINA|VIC
31704,WILLENABRINA,NSW,,15106,80,WILLENABRINA|NSW,WALLARINGA|NSW
31706,BEULAH,NSW,,10797,84,BEULAH|NSW,BULGA|NSW
31706,BEULAH,NSW,,10801,84,BEULAH|NSW,BULLA|NSW
31706,BEULAH,NSW,,10806,82,BEULAH|NSW,BULLARAH|NSW
31710,REEDY DAM,NSW,,14015,72,REEDY DAM|NSW,RED HEAD|NSW
31710,REEDY DAM,NSW,,14697,72,REEDY DAM|NSW,TAREE DC|NSW
31710,REEDY DAM,NSW,,14029,71,REEDY DAM|NSW,REEDY CREEK|NSW
31715,HOPEVALE,NSW,,50746,77,HOPEVALE|NSW,HOPE VALLEY|WA
31715,HOPEVALE,NSW,,10965,75,HOPEVALE|NSW,CAMPVALE|NSW
31715,HOPEVALE,NSW,,11181,75,HOPEVALE|NSW,COLEDALE|NSW
31717,YARTO,NSW,,15550,84,YARTO|NSW,YARROW|NSW
31717,YARTO,NSW,,14122,82,YARTO|NSW,ROTO|NSW
31717,YARTO,NSW,,15505,80,YARTO|NSW,YADBORO|NSW
31719,JUNG,NSW,,12466,84,JUNG|NSW,JUGIONG|NSW
31719,JUNG,NSW,,10834,82,JUNG|NSW,BUNGA|NSW
31719,JUNG,NSW,,12469,82,JUNG|NSW,JUNEE|NSW
31721,LONGERENONG,NSW,,11695,80,LONGERENONG|NSW,ELONG ELONG|NSW
31721,LONGERENONG,NSW,,13523,80,LONGERENONG|NSW,NERONG|NSW
31721,LONGERENONG,NSW,,21834,80,LONGERENONG|NSW,LONGERENONG|VIC
42865,MELBOURNE,NSW,,12881,82,MELBOURNE|NSW,LORNE|NSW
42865,MELBOURNE,NSW,,10646,78,MELBOURNE|NSW,BOURKE|NSW
42865,MELBOURNE,NSW,,12918,78,MELBOURNE|NSW,LURNEA|NSW
42867,EAST MELBOURNE,NSW,,20992,83,EAST MELBOURNE|NSW,EAST MELBOURNE|VIC
42867,EAST MELBOURNE,NSW,,13281,81,EAST MELBOURNE|NSW,MOREE EAST|NSW
42867,EAST MELBOURNE,NSW,,11644,76,EAST MELBOURNE|NSW,EAST LISMORE|NSW
42869,WEST MELBOURNE,NSW,,23326,83,WEST MELBOURNE|NSW,WEST MELBOURNE|VIC
42869,WEST MELBOURNE,NSW,,15258,79,WEST MELBOURNE|NSW,WEST ALBURY|NSW
42869,WEST MELBOURNE,NSW,,10350,76,WEST MELBOURNE|NSW,BELROSE WEST|NSW
42871,ST KILDA ROAD CENTRAL,NSW,,22834,84,ST KILDA ROAD CENTRAL|NSW,ST KILDA ROAD CENTRAL|VIC
42871,ST KILDA ROAD CENTRAL,NSW,,11622,64,ST KILDA ROAD CENTRAL|NSW,DYRAABA CENTRAL|NSW
42871,ST KILDA ROAD CENTRAL,NSW,,11071,63,ST KILDA ROAD CENTRAL|NSW,CENTRAL COLO|NSW
42875,WORLD TRADE CENTRE,NSW,,23451,82,WORLD TRADE CENTRE|NSW,WORLD TRADE CENTRE|VIC
42875,WORLD TRADE CENTRE,NSW,,15471,67,WORLD TRADE CENTRE|NSW,WORLDS END|NSW
42875,WORLD TRADE CENTRE,NSW,,14761,63,WORLD TRADE CENTRE|NSW,THE ENTRANCE|NSW
42877,SOUTH WHARF,NSW,,14698,80,SOUTH WHARF|NSW,TAREE SOUTH|NSW
42877,SOUTH WHARF,NSW,,14332,75,SOUTH WHARF|NSW,SOUTH WINDSOR|NSW
42877,SOUTH WHARF,NSW,,14333,75,SOUTH WHARF|NSW,SOUTH WOLUMLA|NSW
42879,SOUTHBANK,NSW,,14334,79,SOUTHBANK|NSW,SOUTHAMPTON|NSW
42879,SOUTHBANK,NSW,,14215,77,SOUTHBANK|NSW,SCOTCHMAN|NSW
42879,SOUTHBANK,NSW,,14336,77,SOUTHBANK|NSW,SOUTHGATE|NSW
42881,DOCKLANDS,NSW,,10739,81,DOCKLANDS|NSW,BROOKLANDS|NSW
42881,DOCKLANDS,NSW,,10647,79,DOCKLANDS|NSW,BOURKELANDS|NSW
42881,DOCKLANDS,NSW,,11677,78,DOCKLANDS|NSW,ELANDS|NSW
42885,FOOTSCRAY,NSW,,21112,77,FOOTSCRAY|NSW,FOOTSCRAY|VIC
42885,FOOTSCRAY,NSW,,23325,71,FOOTSCRAY|NSW,WEST FOOTSCRAY|VIC
42885,FOOTSCRAY,NSW,,10611,70,FOOTSCRAY|NSW,BOORAL|NSW
42887,SEDDON,NSW,,41630,84,SEDDON|NSW,SEDDON|SA
42887,SEDDON,NSW,,14186,80,SEDDON|NSW,SANDON|NSW
42887,SEDDON,NSW,,14228,80,SEDDON|NSW,SEFTON|NSW
42889,SEDDON WEST,NSW,,15275,75,SEDDON WEST|NSW,WEST WALLSEND|NSW
42889,SEDDON WEST,NSW,,22717,73,SEDDON WEST|NSW,SEDDON WEST|VIC
42889,SEDDON WEST,NSW,,14285,71,SEDDON WEST|NSW,SMITHFIELD WEST|NSW
42894,KINGSVILLE WEST,NSW,,21638,84,KINGSVILLE WEST|NSW,KINGSVILLE WEST|VIC
42894,KINGSVILLE WEST,NSW,,12609,78,KINGSVILLE WEST|NSW,KINGSWAY WEST|NSW
42894,KINGSVILLE WEST,NSW,,12608,75,KINGSVILLE WEST|NSW,KINGSVALE|NSW
42900,WEST FOOTSCRAY,NSW,,23325,83,WEST FOOTSCRAY|NSW,WEST FOOTSCRAY|VIC
42900,WEST FOOTSCRAY,NSW,,15269,75,WEST FOOTSCRAY|NSW,WEST NOWRA|NSW
42900,WEST FOOTSCRAY,NSW,,15264,73,WEST FOOTSCRAY|NSW,WEST CORAKI|NSW
42904,YARRAVILLE WEST,NSW,,23507,84,YARRAVILLE WEST|NSW,YARRAVILLE WEST|VIC
42904,YARRAVILLE WEST,NSW,,15289,81,YARRAVILLE WEST|NSW,WESTVILLE|NSW
42904,YARRAVILLE WEST,NSW,,15057,73,YARRAVILLE WEST|NSW,VARROVILLE|NSW
42907,SOUTH KINGSVILLE,NSW,,14312,82,SOUTH KINGSVILLE|NSW,SOUTH GRANVILLE|NSW
42907,SOUTH KINGSVILLE,NSW,,14317,80,SOUTH KINGSVILLE|NSW,SOUTH HURSTVILLE|NSW
42907,SOUTH KINGSVILLE,NSW,,22785,80,SOUTH KINGSVILLE|NSW,SOUTH KINGSVILLE|VIC
42909,SPOTSWOOD,NSW,,14115,80,SPOTSWOOD|NSW,ROSEWOOD|NSW
42909,SPOTSWOOD,NSW,,15290,80,SPOTSWOOD|NSW,WESTWOOD|NSW
42909,SPOTSWOOD,NSW,,13690,75,SPOTSWOOD|NSW,OAKWOOD|NSW
42917,SEAHOLME,NSW,,15579,83,SEAHOLME|NSW,YETHOLME|NSW
42917,SEAHOLME,NSW,,14222,82,SEAHOLME|NSW,SEAHAM|NSW
42917,SEAHOLME,NSW,,14107,75,SEAHOLME|NSW,ROSEDALE|NSW
42921,BRAYBROOK NORTH,NSW,,20395,84,BRAYBROOK NORTH|NSW,BRAYBROOK NORTH|VIC
42921,BRAYBROOK NORTH,NSW,,10888,78,BRAYBROOK NORTH|NSW,BURWOOD NORTH|NSW
42921,BRAYBROOK NORTH,NSW,,13607,78,BRAYBROOK NORTH|NSW,NORTH NAROOMA|NSW
42923,ROBINSON,NSW,,14070,80,ROBINSON|NSW,ROBERTSON|NSW
42923,ROBINSON,NSW,,13699,73,ROBINSON|NSW,OBERON|NSW
42923,ROBINSON,NSW,,14116,73,ROBINSON|NSW,ROSLYN|NSW
42927,GLENGALA,NSW,,10368,83,GLENGALA|NSW,BENGALLA|NSW
42927,GLENGALA,NSW,,11984,83,GLENGALA|NSW,GLENDALE|NSW
42927,GLENGALA,NSW,,12177,82,GLENGALA|NSW,GUNGAL|NSW
42930,SUNSHINE NORTH,NSW,,14461,80,SUNSHINE NORTH|NSW,SUNSHINE|NSW
42930,SUNSHINE NORTH,NSW,,13618,79,SUNSHINE NORTH|NSW,NORTH SHORE|NSW
42930,SUNSHINE NORTH,NSW,,22900,78,SUNSHINE NORTH|NSW,SUNSHINE NORTH|VIC
42932,SUNSHINE WEST,NSW,,14461,83,SUNSHINE WEST|NSW,SUNSHINE|NSW
42932,SUNSHINE WEST,NSW,,22903,76,SUNSHINE WEST|NSW,SUNSHINE WEST|VIC
42932,SUNSHINE WEST,NSW,,14462,73,SUNSHINE WEST|NSW,SUNSHINE BAY|NSW
42941,ARDEER,NSW,,10007,82,ARDEER|NSW,ABERDEEN|NSW
42941,ARDEER,NSW,,10915,80,ARDEER|NSW,CADGEE|NSW
42941,ARDEER,NSW,,12228,80,ARDEER|NSW,HARDEN|NSW
42943,DEER PARK EAST,NSW,,20876,78,DEER PARK EAST|NSW,DEER PARK EAST|VIC
42943,DEER PARK EAST,NSW,,11482,77,DEER PARK EAST|NSW,DEAN PARK|NSW
42943,DEER PARK EAST,NSW,,10407,74,DEER PARK EAST|NSW,BEVERLEY PARK|NSW
42949,CAIRNLEA,NSW,,10956,82,CAIRNLEA|NSW,CAMIRA|NSW
42949,CAIRNLEA,NSW,,11010,80,CAIRNLEA|NSW,CARNSDALE|NSW
42949,CAIRNLEA,NSW,,10999,78,CAIRNLEA|NSW,CARINDA|NSW
42951,CAROLINE SPRINGS,NSW,,20599,80,CAROLINE SPRINGS|NSW,CAROLINE SPRINGS|VIC
42951,CAROLINE SPRINGS,NSW,,12502,78,CAROLINE SPRINGS|NSW,KARS SPRINGS|NSW
42951,CAROLINE SPRINGS,NSW,,14345,78,CAROLINE SPRINGS|NSW,SPRING CREEK|NSW
42955,DEER PARK NORTH,NSW,,11665,80,DEER PARK NORTH|NSW,EDENSOR PARK|NSW
42955,DEER PARK NORTH,NSW,,20877,79,DEER PARK NORTH|NSW,DEER PARK NORTH|VIC
42955,DEER PARK NORTH,NSW,,11482,75,DEER PARK NORTH|NSW,DEAN PARK|NSW
42957,RAVENHALL,NSW,,14005,81,RAVENHALL|NSW,RAVENSDALE|NSW
42957,RAVENHALL,NSW,,15480,80,RAVENHALL|NSW,WRATHALL|NSW
42957,RAVENHALL,NSW,,15037,73,RAVENHALL|NSW,URANA|NSW
42959,FIELDSTONE,NSW,,11963,81,FIELDSTONE|NSW,GLADSTONE|NSW
42959,FIELDSTONE,NSW,,12812,81,FIELDSTONE|NSW,LIMESTONE|NSW
42959,FIELDSTONE,NSW,,12852,81,FIELDSTONE|NSW,LOADSTONE|NSW
42961,MAMBOURIN,NSW,,10129,78,MAMBOURIN|NSW,AUBURN|NSW
42961,MAMBOURIN,NSW,,13488,77,MAMBOURIN|NSW,NAREMBURN|NSW
42961,MAMBOURIN,NSW,,21895,77,MAMBOURIN|NSW,MAMBOURIN|VIC
42963,MANOR LAKES,NSW,,12716,81,MANOR LAKES|NSW,LAKE MUNMORAH|NSW
42963,MANOR LAKES,NSW,,21904,80,MANOR LAKES|NSW,MANOR LAKES|VIC
42963,MANOR LAKES,NSW,,12722,79,MANOR LAKES|NSW,LAKESLAND|NSW
42965,MOUNT COTTRELL,NSW,,22152,83,MOUNT COTTRELL|NSW,MOUNT COTTRELL|VIC
42965,MOUNT COTTRELL,NSW,,13311,80,MOUNT COTTRELL|NSW,MOUNT BURRELL|NSW
42965,MOUNT COTTRELL,NSW,,13313,80,MOUNT COTTRELL|NSW,MOUNT COLLINS|NSW
42967,WYNDHAM VALE,NSW,,15497,81,WYNDHAM VALE|NSW,WYNDHAM|NSW
42967,WYNDHAM VALE,NSW,,51891,77,WYNDHAM VALE|NSW,WYNDHAM|WA
42967,WYNDHAM VALE,NSW,,23471,75,WYNDHAM VALE|NSW,WYNDHAM VALE|VIC
42969,ALTONA EAST,NSW,,11630,84,ALTONA EAST|NSW,EAST BALLINA|NSW
42969,ALTONA EAST,NSW,,11632,81,ALTONA EAST|NSW,EAST BRANXTON|NSW
42969,ALTONA EAST,NSW,,20038,80,ALTONA EAST|NSW,ALTONA EAST|VIC
42971,ALTONA GATE,NSW,,20039,80,ALTONA GATE|NSW,ALTONA GATE|VIC
42971,ALTONA GATE,NSW,,10055,76,ALTONA GATE|NSW,ALSTONVALE|NSW
42971,ALTONA GATE,NSW,,10543,76,ALTONA GATE|NSW,BOGAN GATE|NSW
42975,DERRIMUT,NSW,,10396,78,DERRIMUT|NSW,BERRIMA|NSW
42975,DERRIMUT,NSW,,20894,75,DERRIMUT|NSW,DERRIMUT|VIC
42975,DERRIMUT,NSW,,11509,73,DERRIMUT|NSW,DEWITT|NSW
42979,LAVERTON RAAF,NSW,,50951,79,LAVERTON RAAF|NSW,LAVERTON|WA
42979,LAVERTON RAAF,NSW,,21770,76,LAVERTON RAAF|NSW,LAVERTON RAAF|VIC
42979,LAVERTON RAAF,NSW,,12755,71,LAVERTON RAAF|NSW,LAVERSTOCK|NSW
42985,ALTONA MEADOWS,NSW,,20040,83,ALTONA MEADOWS|NSW,ALTONA MEADOWS|VIC
42985,ALTONA MEADOWS,NSW,,13071,79,ALTONA MEADOWS|NSW,MEADOW FLAT|NSW
42985,ALTONA MEADOWS,NSW,,11125,77,ALTONA MEADOWS|NSW,CLAREMONT MEADOWS|NSW
42993,TARNEIT,NSW,,14696,80,TARNEIT|NSW,TAREE|NSW
42993,TARNEIT,NSW,,14701,78,TARNEIT|NSW,TARKEETH|NSW
42993,TARNEIT,NSW,,14692,76,TARNEIT|NSW,TARANA|NSW
42995,TRUGANINA,NSW,,14692,78,TRUGANINA|NSW,TARANA|NSW
42995,TRUGANINA,NSW,,14675,75,TRUGANINA|NSW,TAMINDA|NSW
42995,TRUGANINA,NSW,,14895,75,TRUGANINA|NSW,TRANGIE|NSW
42999,COCOROC,NSW,,11218,82,COCOROC|NSW,CONCORD|NSW
42999,COCOROC,NSW,,11247,76,COCOROC|NSW,COOLAC|NSW
42999,COCOROC,NSW,,11313,76,COCOROC|NSW,COROWA|NSW
43007,WERRIBEE SOUTH,NSW,,14698,79,WERRIBEE SOUTH|NSW,TAREE SOUTH|NSW
43007,WERRIBEE SOUTH,NSW,,23320,78,WERRIBEE SOUTH|NSW,WERRIBEE SOUTH|VIC
43007,WERRIBEE SOUTH,NSW,,14330,71,WERRIBEE SOUTH|NSW,SOUTH WENTWORTHVILLE|NSW
43012,ASCOT VALE,NSW,,11202,81,ASCOT VALE|NSW,COLO VALE|NSW
43012,ASCOT VALE,NSW,,13036,75,ASCOT VALE|NSW,MASCOT|NSW
43012,ASCOT VALE,NSW,,11890,74,ASCOT VALE|NSW,GALA VALE|NSW
43014,HIGHPOINT CITY,NSW,,21419,83,HIGHPOINT CITY|NSW,HIGHPOINT CITY|VIC
43014,HIGHPOINT CITY,NSW,,10973,67,HIGHPOINT CITY|NSW,CANLEY HEIGHTS|NSW
43014,HIGHPOINT CITY,NSW,,10994,65,HIGHPOINT CITY|NSW,CARDIFF HEIGHTS|NSW
43016,MARIBYRNONG,NSW,,12993,81,MARIBYRNONG|NSW,MARAYONG|NSW
43016,MARIBYRNONG,NSW,,21912,80,MARIBYRNONG|NSW,MARIBYRNONG|VIC
43016,MARIBYRNONG,NSW,,12501,77,MARIBYRNONG|NSW,KARIONG|NSW
43018,TRAVANCORE,NSW,,14394,77,TRAVANCORE|NSW,STANMORE|NSW
43018,TRAVANCORE,NSW,,14742,74,TRAVANCORE|NSW,TERRANORA|NSW
43018,TRAVANCORE,NSW,,14893,72,TRAVANCORE|NSW,TRAJERE|NSW
