rowid,suburb_name,state,postcode,candidate_ssc,score,norm_key,matched_canonical_key
29517,CLIFTON HILL,NSW,,11140,81,CLIFTON HILL|NSW,CLIFTON|NSW
29517,CLIFTON HILL,NSW,,30793,81,CLIFTON HILL|NSW,CLIFTON HILL|QLD
29517,CLIFTON HILL,NSW,,20685,81,CLIFTON HILL|NSW,CLIFTON HILL|VIC
29519,FITZROY NORTH,NSW,,21098,82,FITZROY NORTH|NSW,FITZROY NORTH|VIC
29519,FITZROY NORTH,NSW,,12215,74,FITZROY NORTH|NSW,HAMILTON NORTH|NSW
29519,FITZROY NORTH,NSW,,13584,73,FITZROY NORTH|NSW,NORTH ALBURY|NSW
29521,NORTHCOTE,NSW,,13526,81,NORTHCOTE|NSW,NETHERCOTE|NSW
29521,NORTHCOTE,NSW,,12266,77,NORTHCOTE|NSW,HEATHCOTE|NSW
29521,NORTHCOTE,NSW,,13643,77,NORTHCOTE|NSW,NORTHMEAD|NSW
29523,NORTHCOTE SOUTH,NSW,,22369,79,NORTHCOTE SOUTH|NSW,NORTHCOTE SOUTH|VIC
29523,NORTHCOTE SOUTH,NSW,,11303,76,NORTHCOTE SOUTH|NSW,COREE SOUTH|NSW
29523,NORTHCOTE SOUTH,NSW,,14324,76,NORTHCOTE SOUTH|NSW,SOUTH NOWRA|NSW
29525,THORNBURY,NSW,,14121,80,THORNBURY|NSW,ROTHBURY|NSW
29525,THORNBURY,NSW,,14882,77,THORNBURY|NSW,TORRYBURN|NSW
29525,THORNBURY,NSW,,14801,73,THORNBURY|NSW,THORA|NSW
29533,PRESTON LOWER,NSW,,12907,80,PRESTON LOWER|NSW,LOWER PORTLAND|NSW
29533,PRESTON LOWER,NSW,,12906,76,PRESTON LOWER|NSW,LOWER PEACOCK|NSW
29533,PRESTON LOWER,NSW,,12909,76,PRESTON LOWER|NSW,LOWER THREDBO|NSW
29535,PRESTON SOUTH,NSW,,13932,83,PRESTON SOUTH|NSW,PRESTONS|NSW
29535,PRESTON SOUTH,NSW,,13845,76,PRESTON SOUTH|NSW,PENRITH SOUTH|NSW
29535,PRESTON SOUTH,NSW,,14326,76,PRESTON SOUTH|NSW,SOUTH PENRITH|NSW
29539,REGENT WEST,NSW,,14699,83,REGENT WEST|NSW,TAREE WEST|NSW
29539,REGENT WEST,NSW,,15273,79,REGENT WEST|NSW,WEST RYDE|NSW
29539,REGENT WEST,NSW,,14034,73,REGENT WEST|NSW,REGENTVILLE|NSW
29541,SYLVESTER,NSW,,14268,79,SYLVESTER|NSW,SILVERWATER|NSW
29541,SYLVESTER,NSW,,15578,75,SYLVESTER|NSW,YETHERA|NSW
29541,SYLVESTER,NSW,,14789,74,SYLVESTER|NSW,THE SLOPES|NSW
29545,RESERVOIR,NSW,,51487,72,RESERVOIR|NSW,RESERVOIR|WA
29545,RESERVOIR,NSW,,22593,71,RESERVOIR|NSW,RESERVOIR EAST|VIC
29545,RESERVOIR,NSW,,13931,70,RESERVOIR|NSW,PREMER|NSW
29547,RESERVOIR EAST,NSW,,22593,78,RESERVOIR EAST|NSW,RESERVOIR EAST|VIC
29547,RESERVOIR EAST,NSW,,11647,71,RESERVOIR EAST|NSW,EAST RYDE|NSW
29547,RESERVOIR EAST,NSW,,14043,69,RESERVOIR EAST|NSW,RESERVE CREEK|NSW
29549,RESERVOIR NORTH,NSW,,22594,79,RESERVOIR NORTH|NSW,RESERVOIR NORTH|VIC
29549,RESERVOIR NORTH,NSW,,13618,76,RESERVOIR NORTH|NSW,NORTH SHORE|NSW
29549,RESERVOIR NORTH,NSW,,13616,73,RESERVOIR NORTH|NSW,NORTH RYDE|NSW
29551,RESERVOIR SOUTH,NSW,,22595,79,RESERVOIR SOUTH|NSW,RESERVOIR SOUTH|VIC
29551,RESERVOIR SOUTH,NSW,,13845,72,RESERVOIR SOUTH|NSW,PENRITH SOUTH|NSW
29551,RESERVOIR SOUTH,NSW,,14326,72,RESERVOIR SOUTH|NSW,SOUTH PENRITH|NSW
29553,THOMASTOWN,NSW,,14803,77,THOMASTOWN|NSW,THORNTON|NSW
29553,THOMASTOWN,NSW,,60477,77,THOMASTOWN|NSW,NEW TOWN|TAS
29553,THOMASTOWN,NSW,,14711,75,THOMASTOWN|NSW,TATTON|NSW
29555,LALOR,NSW,,11894,84,LALOR|NSW,GALORE|NSW
29555,LALOR,NSW,,12880,82,LALOR|NSW,LORN|NSW
29555,LALOR,NSW,,11124,78,LALOR|NSW,CLARE|NSW
29557,LALOR PLAZA,NSW,,12725,83,LALOR PLAZA|NSW,LALOR PARK|NSW
29557,LALOR PLAZA,NSW,,21742,73,LALOR PLAZA|NSW,LALOR PLAZA|VIC
29557,LALOR PLAZA,NSW,,10193,69,LALOR PLAZA|NSW,BALFOURS PEAK|NSW
29567,IVANHOE EAST,NSW,,12403,81,IVANHOE EAST|NSW,IVANHOE|NSW
29567,IVANHOE EAST,NSW,,21496,81,IVANHOE EAST|NSW,IVANHOE EAST|VIC
29567,IVANHOE EAST,NSW,,11638,76,IVANHOE EAST|NSW,EAST JINDABYNE|NSW
29569,IVANHOE NORTH,NSW,,21497,82,IVANHOE NORTH|NSW,IVANHOE NORTH|VIC
29569,IVANHOE NORTH,NSW,,12403,79,IVANHOE NORTH|NSW,IVANHOE|NSW
29569,IVANHOE NORTH,NSW,,13594,79,IVANHOE NORTH|NSW,NORTH CASINO|NSW
29575,HEIDELBERG RGH,NSW,,21398,78,HEIDELBERG RGH|NSW,HEIDELBERG RGH|VIC
29575,HEIDELBERG RGH,NSW,,12270,69,HEIDELBERG RGH|NSW,HECKENBERG|NSW
29575,HEIDELBERG RGH,NSW,,21396,69,HEIDELBERG RGH|NSW,HEIDELBERG|VIC
29577,HEIDELBERG WEST,NSW,,21399,84,HEIDELBERG WEST|NSW,HEIDELBERG WEST|VIC
29577,HEIDELBERG WEST,NSW,,15259,72,HEIDELBERG WEST|NSW,WEST ARMIDALE|NSW
29577,HEIDELBERG WEST,NSW,,15258,71,HEIDELBERG WEST|NSW,WEST ALBURY|NSW
29583,KINGSBURY,NSW,,12386,77,KINGSBURY|NSW,INGLEBURN|NSW
29583,KINGSBURY,NSW,,12600,77,KINGSBURY|NSW,KINGSFORD|NSW
29583,KINGSBURY,NSW,,21635,77,KINGSBURY|NSW,KINGSBURY|VIC
29585,LA TROBE UNIVERSITY,NSW,,21700,83,LA TROBE UNIVERSITY|NSW,LA TROBE UNIVERSITY|VIC
29585,LA TROBE UNIVERSITY,NSW,,11085,75,LA TROBE UNIVERSITY|NSW,CHARLES STURT UNIVERSITY|NSW
29585,LA TROBE UNIVERSITY,NSW,,14988,73,LA TROBE UNIVERSITY|NSW,UNIVERSITY OF NEW ENGLAND|NSW
29587,BANYULE,NSW,,10796,80,BANYULE|NSW,BULEE|NSW
29587,BANYULE,NSW,,11555,80,BANYULE|NSW,DOUBLE BAY|NSW
29587,BANYULE,NSW,,10218,78,BANYULE|NSW,BANGALEE|NSW
29591,HEIDELBERG,NSW,,12270,79,HEIDELBERG|NSW,HECKENBERG|NSW
29591,HEIDELBERG,NSW,,21396,79,HEIDELBERG|NSW,HEIDELBERG|VIC
29591,HEIDELBERG,NSW,,12277,74,HEIDELBERG|NSW,HERMIDALE|NSW
29593,ROSANNA,NSW,,14132,80,ROSANNA|NSW,ROWAN|NSW
29593,ROSANNA,NSW,,15037,80,ROSANNA|NSW,URANA|NSW
29593,ROSANNA,NSW,,14100,78,ROSANNA|NSW,ROSEBANK|NSW
29595,VIEWBANK,NSW,,14022,78,VIEWBANK|NSW,REDBANK|NSW
29595,VIEWBANK,NSW,,14100,75,VIEWBANK|NSW,ROSEBANK|NSW
29595,VIEWBANK,NSW,,15061,75,VIEWBANK|NSW,VIEWMONT|NSW
29599,MACLEOD WEST,NSW,,21869,81,MACLEOD WEST|NSW,MACLEOD WEST|VIC
29599,MACLEOD WEST,NSW,,13054,79,MACLEOD WEST|NSW,MAYFIELD WEST|NSW
29599,MACLEOD WEST,NSW,,13067,79,MACLEOD WEST|NSW,MCLEODS SHOOT|NSW
29602,WATSONIA,NSW,,15212,82,WATSONIA|NSW,WATTON|NSW
29602,WATSONIA,NSW,,13813,78,WATSONIA|NSW,PATONGA|NSW
29602,WATSONIA,NSW,,14836,76,WATSONIA|NSW,TIONA|NSW
29604,WATSONIA NORTH,NSW,,23284,83,WATSONIA NORTH|NSW,WATSONIA NORTH|VIC
29604,WATSONIA NORTH,NSW,,13631,81,WATSONIA NORTH|NSW,NORTH WAHROONGA|NSW
29604,WATSONIA NORTH,NSW,,13621,75,WATSONIA NORTH|NSW,NORTH STAR|NSW
29615,PLENTY,NSW,,13843,76,PLENTY|NSW,PENRITH|NSW
29615,PLENTY,NSW,,14258,76,PLENTY|NSW,SHIPLEY|NSW
29615,PLENTY,NSW,,13700,74,PLENTY|NSW,OBLEY|NSW
29619,LOWER PLENTY,NSW,,12907,76,LOWER PLENTY|NSW,LOWER PORTLAND|NSW
29619,LOWER PLENTY,NSW,,21847,75,LOWER PLENTY|NSW,LOWER PLENTY|VIC
29619,LOWER PLENTY,NSW,,12906,73,LOWER PLENTY|NSW,LOWER PEACOCK|NSW
29621,MONTMORENCY,NSW,,13238,81,MONTMORENCY|NSW,MONTEREY|NSW
29621,MONTMORENCY,NSW,,22086,80,MONTMORENCY|NSW,MONTMORENCY|VIC
29621,MONTMORENCY,NSW,,13237,73,MONTMORENCY|NSW,MONTEFIORES|NSW
29624,ELTHAM NORTH,NSW,,13585,83,ELTHAM NORTH|NSW,NORTH ARM|NSW
29624,ELTHAM NORTH,NSW,,21033,81,ELTHAM NORTH|NSW,ELTHAM NORTH|VIC
29624,ELTHAM NORTH,NSW,,10342,79,ELTHAM NORTH|NSW,BELMONT NORTH|NSW
29626,RESEARCH,NSW,,14897,78,RESEARCH|NSW,TREGEAR|NSW
29626,RESEARCH,NSW,,14221,75,RESEARCH|NSW,SEAFORTH|NSW
29626,RESEARCH,NSW,,13931,73,RESEARCH|NSW,PREMER|NSW
29628,WATTLE GLEN,NSW,,15208,84,WATTLE GLEN|NSW,WATTLE GROVE|NSW
29628,WATTLE GLEN,NSW,,14766,81,WATTLE GLEN|NSW,THE GLEN|NSW
29628,WATTLE GLEN,NSW,,15207,80,WATTLE GLEN|NSW,WATTLE FLAT|NSW
29630,BEND OF ISLANDS,NSW,,20257,79,BEND OF ISLANDS|NSW,BEND OF ISLANDS|VIC
29630,BEND OF ISLANDS,NSW,,14375,70,BEND OF ISLANDS|NSW,ST HUBERTS ISLAND|NSW
29630,BEND OF ISLANDS,NSW,,10116,69,BEND OF ISLANDS|NSW,ASHBY ISLAND|NSW
29632,KANGAROO GROUND,NSW,,21559,84,KANGAROO GROUND|NSW,KANGAROO GROUND|VIC
29632,KANGAROO GROUND,NSW,,12170,77,KANGAROO GROUND|NSW,GUNDAROO|NSW
29632,KANGAROO GROUND,NSW,,12485,76,KANGAROO GROUND|NSW,KANGAROO CREEK|NSW
29637,COTTLES BRIDGE,NSW,,20782,83,COTTLES BRIDGE|NSW,COTTLES BRIDGE|VIC
29637,COTTLES BRIDGE,NSW,,12460,82,COTTLES BRIDGE|NSW,JONES BRIDGE|NSW
29637,COTTLES BRIDGE,NSW,,11846,76,COTTLES BRIDGE|NSW,FORDS BRIDGE|NSW
29639,HURSTBRIDGE,NSW,,13641,80,HURSTBRIDGE|NSW,NORTHBRIDGE|NSW
29639,HURSTBRIDGE,NSW,,21468,80,HURSTBRIDGE|NSW,HURSTBRIDGE|VIC
29639,HURSTBRIDGE,NSW,,12365,76,HURSTBRIDGE|NSW,HURSTVILLE|NSW
29641,NUTFIELD,NSW,,14731,81,NUTFIELD|NSW,TENTERFIELD|NSW
29641,NUTFIELD,NSW,,14284,77,NUTFIELD|NSW,SMITHFIELD|NSW
29641,NUTFIELD,NSW,,14360,74,NUTFIELD|NSW,SPRINGFIELD|NSW
29648,KEW EAST,NSW,,11656,80,KEW EAST|NSW,EASTLAKES|NSW
29648,KEW EAST,NSW,,11640,79,KEW EAST|NSW,EAST KEMPSEY|NSW
29648,KEW EAST,NSW,,11645,77,KEW EAST|NSW,EAST LYNNE|NSW
29650,BALWYN,NSW,,10186,82,BALWYN|NSW,BALCOLYN|NSW
29650,BALWYN,NSW,,10192,80,BALWYN|NSW,BALDRY|NSW
29650,BALWYN,NSW,,10276,80,BALWYN|NSW,BARWON|NSW
29652,BALWYN EAST,NSW,,10208,84,BALWYN EAST|NSW,BALMAIN EAST|NSW
29652,BALWYN EAST,NSW,,11630,84,BALWYN EAST|NSW,EAST BALLINA|NSW
29652,BALWYN EAST,NSW,,10501,81,BALWYN EAST|NSW,BLAXLAND EAST|NSW
29656,DEEPDENE DC,NSW,,20874,80,DEEPDENE DC|NSW,DEEPDENE DC|VIC
29656,DEEPDENE DC,NSW,,50462,77,DEEPDENE DC|NSW,DEEPDENE|WA
29656,DEEPDENE DC,NSW,,11663,70,DEEPDENE DC|NSW,EDEN|NSW
29658,STRADBROKE PARK,NSW,,22863,79,STRADBROKE PARK|NSW,STRADBROKE PARK|VIC
29658,STRADBROKE PARK,NSW,,14445,75,STRADBROKE PARK|NSW,STUD PARK|NSW
29658,STRADBROKE PARK,NSW,,14241,73,STRADBROKE PARK|NSW,SHANE PARK|NSW
29660,BALWYN NORTH,NSW,,13606,84,BALWYN NORTH|NSW,NORTH MANLY|NSW
29660,BALWYN NORTH,NSW,,10412,81,BALWYN NORTH|NSW,BEXLEY NORTH|NSW
29660,BALWYN NORTH,NSW,,13584,81,BALWYN NORTH|NSW,NORTH ALBURY|NSW
29662,GREYTHORN,NSW,,12011,81,GREYTHORN|NSW,GLENTHORNE|NSW
29662,GREYTHORN,NSW,,11911,77,GREYTHORN|NSW,GARTHOWEN|NSW
29662,GREYTHORN,NSW,,21324,77,GREYTHORN|NSW,GREYTHORN|VIC
29666,BULLEEN SOUTH,NSW,,14303,82,BULLEEN SOUTH|NSW,SOUTH BALLINA|NSW
29666,BULLEEN SOUTH,NSW,,10130,79,BULLEEN SOUTH|NSW,AUBURN SOUTH|NSW
29666,BULLEEN SOUTH,NSW,,10413,79,BULLEEN SOUTH|NSW,BEXLEY SOUTH|NSW
29668,TEMPLESTOWE,NSW,,14723,75,TEMPLESTOWE|NSW,TEMPE|NSW
29668,TEMPLESTOWE,NSW,,23004,73,TEMPLESTOWE|NSW,TEMPLESTOWE|VIC
29668,TEMPLESTOWE,NSW,,23005,72,TEMPLESTOWE|NSW,TEMPLESTOWE LOWER|VIC
29670,TEMPLESTOWE LOWER,NSW,,23005,81,TEMPLESTOWE LOWER|NSW,TEMPLESTOWE LOWER|VIC
29670,TEMPLESTOWE LOWER,NSW,,12906,68,TEMPLESTOWE LOWER|NSW,LOWER PEACOCK|NSW
29670,TEMPLESTOWE LOWER,NSW,,12909,68,TEMPLESTOWE LOWER|NSW,LOWER THREDBO|NSW
29672,DONCASTER,NSW,,11526,77,DONCASTER|NSW,DIRNASEER|NSW
29672,DONCASTER,NSW,,13059,77,DONCASTER|NSW,MCALISTER|NSW
29672,DONCASTER,NSW,,13547,77,DONCASTER|NSW,NEWCASTLE|NSW
29674,DONCASTER EAST,NSW,,20927,83,DONCASTER EAST|NSW,DONCASTER EAST|VIC
29674,DONCASTER EAST,NSW,,11501,78,DONCASTER EAST|NSW,DENISTONE EAST|NSW
29674,DONCASTER EAST,NSW,,11044,73,DONCASTER EAST|NSW,CASTLEREAGH|NSW
29680,TUNSTALL SQUARE PO,NSW,,23122,82,TUNSTALL SQUARE PO|NSW,TUNSTALL SQUARE PO|VIC
29680,TUNSTALL SQUARE PO,NSW,,14712,72,TUNSTALL SQUARE PO|NSW,TAYLOR SQUARE|NSW
29680,TUNSTALL SQUARE PO,NSW,,14397,67,TUNSTALL SQUARE PO|NSW,STANWELL PARK|NSW
29682,DONVALE,NSW,,13233,82,DONVALE|NSW,MONIVAE|NSW
29682,DONVALE,NSW,,10055,80,DONVALE|NSW,ALSTONVALE|NSW
29682,DONVALE,NSW,,11619,80,DONVALE|NSW,DUVAL|NSW
29686,WARRANDYTE,NSW,,15160,79,WARRANDYTE|NSW,WARRADERRY|NSW
29686,WARRANDYTE,NSW,,15176,79,WARRANDYTE|NSW,WARRENDINE|NSW
29686,WARRANDYTE,NSW,,23258,79,WARRANDYTE|NSW,WARRANDYTE|VIC
29688,PARK ORCHARDS,NSW,,13725,80,PARK ORCHARDS|NSW,ORAN PARK|NSW
29688,PARK ORCHARDS,NSW,,14051,76,PARK ORCHARDS|NSW,RICHARDS|NSW
29688,PARK ORCHARDS,NSW,,22439,76,PARK ORCHARDS|NSW,PARK ORCHARDS|VIC
29692,CHIRNSIDE PARK,NSW,,10946,78,CHIRNSIDE PARK|NSW,CAMBRIDGE PARK|NSW
29692,CHIRNSIDE PARK,NSW,,20665,78,CHIRNSIDE PARK|NSW,CHIRNSIDE PARK|VIC
29692,CHIRNSIDE PARK,NSW,,10106,76,CHIRNSIDE PARK|NSW,ARNDELL PARK|NSW
29701,RICHMOND EAST,NSW,,14053,83,RICHMOND EAST|NSW,RICHMOND|NSW
29701,RICHMOND EAST,NSW,,13612,80,RICHMOND EAST|NSW,NORTH RICHMOND|NSW
29701,RICHMOND EAST,NSW,,14055,79,RICHMOND EAST|NSW,RICHMOND LOWLANDS|NSW
29705,RICHMOND SOUTH,NSW,,14053,80,RICHMOND SOUTH|NSW,RICHMOND|NSW
29705,RICHMOND SOUTH,NSW,,22608,78,RICHMOND SOUTH|NSW,RICHMOND SOUTH|VIC
29705,RICHMOND SOUTH,NSW,,13845,74,RICHMOND SOUTH|NSW,PENRITH SOUTH|NSW
29710,GLENFERRIE SOUTH,NSW,,11711,81,GLENFERRIE SOUTH|NSW,ENFIELD SOUTH|NSW
29710,GLENFERRIE SOUTH,NSW,,21216,80,GLENFERRIE SOUTH|NSW,GLENFERRIE SOUTH|VIC
29710,GLENFERRIE SOUTH,NSW,,14305,72,GLENFERRIE SOUTH|NSW,SOUTH BOWENFELS|NSW
29714,HAWTHORN NORTH,NSW,,12215,83,HAWTHORN NORTH|NSW,HAMILTON NORTH|NSW
29714,HAWTHORN NORTH,NSW,,21375,83,HAWTHORN NORTH|NSW,HAWTHORN NORTH|VIC
29714,HAWTHORN NORTH,NSW,,13602,80,HAWTHORN NORTH|NSW,NORTH LAMBTON|NSW
29716,HAWTHORN WEST,NSW,,21376,82,HAWTHORN WEST|NSW,HAWTHORN WEST|VIC
29716,HAWTHORN WEST,NSW,,15267,81,HAWTHORN WEST|NSW,WEST HOXTON|NSW
29716,HAWTHORN WEST,NSW,,12078,79,HAWTHORN WEST|NSW,GRAFTON WEST|NSW
29719,HAWTHORN EAST,NSW,,12214,82,HAWTHORN EAST|NSW,HAMILTON EAST|NSW
29719,HAWTHORN EAST,NSW,,21374,82,HAWTHORN EAST|NSW,HAWTHORN EAST|VIC
29719,HAWTHORN EAST,NSW,,10286,71,HAWTHORN EAST|NSW,BATHAMPTON|NSW
29724,CAMBERWELL SOUTH,NSW,,10940,82,CAMBERWELL SOUTH|NSW,CAMBERWELL|NSW
29724,CAMBERWELL SOUTH,NSW,,20545,80,CAMBERWELL SOUTH|NSW,CAMBERWELL SOUTH|VIC
29724,CAMBERWELL SOUTH,NSW,,10951,78,CAMBERWELL SOUTH|NSW,CAMDEN SOUTH|NSW
29732,BENNETTSWOOD,NSW,,20267,81,BENNETTSWOOD|NSW,BENNETTSWOOD|VIC
29732,BENNETTSWOOD,NSW,,10312,76,BENNETTSWOOD|NSW,BEECHWOOD|NSW
29732,BENNETTSWOOD,NSW,,10650,73,BENNETTSWOOD|NSW,BOURNEWOOD|NSW
29735,SURREY HILLS SOUTH,NSW,,22907,82,SURREY HILLS SOUTH|NSW,SURREY HILLS SOUTH|VIC
29735,SURREY HILLS SOUTH,NSW,,14466,81,SURREY HILLS SOUTH|NSW,SURRY HILLS|NSW
29735,SURREY HILLS SOUTH,NSW,,14744,79,SURREY HILLS SOUTH|NSW,TERREY HILLS|NSW
29740,MONT ALBERT,NSW,,10028,80,MONT ALBERT|NSW,ALBERT|NSW
29740,MONT ALBERT,NSW,,22083,80,MONT ALBERT|NSW,MONT ALBERT|VIC
29740,MONT ALBERT,NSW,,10154,79,MONT ALBERT|NSW,AYLMERTON|NSW
29744,SURREY HILLS NORTH,NSW,,22906,82,SURREY HILLS NORTH|NSW,SURREY HILLS NORTH|VIC
29744,SURREY HILLS NORTH,NSW,,14466,81,SURREY HILLS NORTH|NSW,SURRY HILLS|NSW
29744,SURREY HILLS NORTH,NSW,,13600,78,SURREY HILLS NORTH|NSW,NORTH HILL|NSW
29754,WATTLE PARK,NSW,,15327,83,WATTLE PARK|NSW,WILEY PARK|NSW
29754,WATTLE PARK,NSW,,15211,79,WATTLE PARK|NSW,WATTLE SPRINGS|NSW
29754,WATTLE PARK,NSW,,13800,77,WATTLE PARK|NSW,PARKLEA|NSW
29758,KERRIMUIR,NSW,,12542,81,KERRIMUIR|NSW,KERRIGUNDI|NSW
29758,KERRIMUIR,NSW,,21604,77,KERRIMUIR|NSW,KERRIMUIR|VIC
29758,KERRIMUIR,NSW,,10396,75,KERRIMUIR|NSW,BERRIMA|NSW
29764,BLACKBURN NORTH,NSW,,20313,84,BLACKBURN NORTH|NSW,BLACKBURN NORTH|VIC
29764,BLACKBURN NORTH,NSW,,12069,81,BLACKBURN NORTH|NSW,GOULBURN NORTH|NSW
29764,BLACKBURN NORTH,NSW,,13584,80,BLACKBURN NORTH|NSW,NORTH ALBURY|NSW
29768,LABURNUM,NSW,,10129,82,LABURNUM|NSW,AUBURN|NSW
29768,LABURNUM,NSW,,12814,78,LABURNUM|NSW,LINBURN|NSW
29768,LABURNUM,NSW,,10857,76,LABURNUM|NSW,BURNS|NSW
29770,BRENTFORD SQUARE,NSW,,20400,80,BRENTFORD SQUARE|NSW,BRENTFORD SQUARE|VIC
29770,BRENTFORD SQUARE,NSW,,10231,75,BRENTFORD SQUARE|NSW,BANKSTOWN SQUARE|NSW
29770,BRENTFORD SQUARE,NSW,,12925,70,BRENTFORD SQUARE|NSW,MACARTHUR SQUARE|NSW
29774,NUNAWADING,NSW,,15127,74,NUNAWADING|NSW,WANAARING|NSW
29774,NUNAWADING,NSW,,13668,72,NUNAWADING|NSW,NUNDERI|NSW
29774,NUNAWADING,NSW,,13942,72,NUNAWADING|NSW,PUCAWAN|NSW
29778,MITCHAM NORTH,NSW,,22051,82,MITCHAM NORTH|NSW,MITCHAM NORTH|VIC
29778,MITCHAM NORTH,NSW,,12951,80,MITCHAM NORTH|NSW,MAITLAND NORTH|NSW
29778,MITCHAM NORTH,NSW,,13585,80,MITCHAM NORTH|NSW,NORTH ARM|NSW
29784,VERMONT SOUTH,NSW,,23170,76,VERMONT SOUTH|NSW,VERMONT SOUTH|VIC
29784,VERMONT SOUTH,NSW,,14334,75,VERMONT SOUTH|NSW,SOUTHAMPTON|NSW
29784,VERMONT SOUTH,NSW,,14328,74,VERMONT SOUTH|NSW,SOUTH TAMWORTH|NSW
29790,RINGWOOD NORTH,NSW,,14059,80,RINGWOOD NORTH|NSW,RINGWOOD|NSW
29790,RINGWOOD NORTH,NSW,,13612,78,RINGWOOD NORTH|NSW,NORTH RICHMOND|NSW
29790,RINGWOOD NORTH,NSW,,13634,78,RINGWOOD NORTH|NSW,NORTH WOODBURN|NSW
29792,WARRANDYTE SOUTH,NSW,,23259,80,WARRANDYTE SOUTH|NSW,WARRANDYTE SOUTH|VIC
29792,WARRANDYTE SOUTH,NSW,,22366,75,WARRANDYTE SOUTH|NSW,NORTH WARRANDYTE|VIC
29792,WARRANDYTE SOUTH,NSW,,14698,74,WARRANDYTE SOUTH|NSW,TAREE SOUTH|NSW
29796,BEDFORD ROAD,NSW,,50104,77,BEDFORD ROAD|NSW,BEDFORD|WA
29796,BEDFORD ROAD,NSW,,20223,75,BEDFORD ROAD|NSW,BEDFORD ROAD|VIC
29796,BEDFORD ROAD,NSW,,10323,74,BEDFORD ROAD|NSW,BELFORD|NSW
29800,RINGWOOD EAST,NSW,,14059,83,RINGWOOD EAST|NSW,RINGWOOD|NSW
29800,RINGWOOD EAST,NSW,,14365,77,RINGWOOD EAST|NSW,SPRINGWOOD|NSW
29800,RINGWOOD EAST,NSW,,22612,76,RINGWOOD EAST|NSW,RINGWOOD EAST|VIC
29803,CROYDON HILLS,NSW,,20815,82,CROYDON HILLS|NSW,CROYDON HILLS|VIC
29803,CROYDON HILLS,NSW,,11380,79,CROYDON HILLS|NSW,CROYDON|NSW
29803,CROYDON HILLS,NSW,,11244,77,CROYDON HILLS|NSW,COOKS HILL|NSW
29805,CROYDON NORTH,NSW,,20816,82,CROYDON NORTH|NSW,CROYDON NORTH|VIC
29805,CROYDON NORTH,NSW,,11263,81,CROYDON NORTH|NSW,COOMA NORTH|NSW
29805,CROYDON NORTH,NSW,,11561,80,CROYDON NORTH|NSW,DOYALSON NORTH|NSW
29807,CROYDON SOUTH,NSW,,10951,79,CROYDON SOUTH|NSW,CAMDEN SOUTH|NSW
29807,CROYDON SOUTH,NSW,,11380,79,CROYDON SOUTH|NSW,CROYDON|NSW
29807,CROYDON SOUTH,NSW,,14307,79,CROYDON SOUTH|NSW,SOUTH COOGEE|NSW
29809,KILSYTH,NSW,,12551,74,KILSYTH|NSW,KIAH|NSW
29809,KILSYTH,NSW,,21626,73,KILSYTH|NSW,KILSYTH|VIC
29809,KILSYTH,NSW,,10025,70,KILSYTH|NSW,AIRLY|NSW
29811,KILSYTH SOUTH,NSW,,14316,77,KILSYTH SOUTH|NSW,SOUTH HILL|NSW
29811,KILSYTH SOUTH,NSW,,14318,76,KILSYTH SOUTH|NSW,SOUTH KEMPSEY|NSW
29811,KILSYTH SOUTH,NSW,,21627,76,KILSYTH SOUTH|NSW,KILSYTH SOUTH|VIC
29813,MOOROOLBARK,NSW,,22111,80,MOOROOLBARK|NSW,MOOROOLBARK|VIC
29813,MOOROOLBARK,NSW,,13269,79,MOOROOLBARK|NSW,MOOREBANK|NSW
29813,MOOROOLBARK,NSW,,10615,77,MOOROOLBARK|NSW,BOOROOK|NSW
29815,BEENAK,NSW,,10826,82,BEENAK|NSW,BUNDEENA|NSW
29815,BEENAK,NSW,,10691,80,BEENAK|NSW,BREEZA|NSW
29815,BEENAK,NSW,,10692,80,BEENAK|NSW,BRENDA|NSW
29821,LAUNCHING PLACE,NSW,,21765,79,LAUNCHING PLACE|NSW,LAUNCHING PLACE|VIC
29821,LAUNCHING PLACE,NSW,,10073,76,LAUNCHING PLACE|NSW,ANGUS PLACE|NSW
29821,LAUNCHING PLACE,NSW,,12868,67,LAUNCHING PLACE|NSW,LONG PLAIN|NSW
29825,SEVILLE EAST,NSW,,14113,80,SEVILLE EAST|NSW,ROSEVILLE CHASE|NSW
29825,SEVILLE EAST,NSW,,14112,76,SEVILLE EAST|NSW,ROSEVILLE|NSW
29825,SEVILLE EAST,NSW,,11651,75,SEVILLE EAST|NSW,EAST WARDELL|NSW
29827,WANDIN EAST,NSW,,23222,80,WANDIN EAST|NSW,WANDIN EAST|VIC
29827,WANDIN EAST,NSW,,51756,80,WANDIN EAST|NSW,WARDING EAST|WA
29827,WANDIN EAST,NSW,,11651,77,WANDIN EAST|NSW,EAST WARDELL|NSW
29829,WANDIN NORTH,NSW,,23223,81,WANDIN NORTH|NSW,WANDIN NORTH|VIC
29829,WANDIN NORTH,NSW,,15416,79,WANDIN NORTH|NSW,WONBOYN NORTH|NSW
29829,WANDIN NORTH,NSW,,13634,76,WANDIN NORTH|NSW,NORTH WOODBURN|NSW
29831,WOORI YALLOCK,NSW,,23442,82,WOORI YALLOCK|NSW,WOORI YALLOCK|VIC
29831,WOORI YALLOCK,NSW,,15432,69,WOORI YALLOCK|NSW,WOODHILL|NSW
