ssc,suburb_name,state,postcodes
10741,BROOKLYN,NSW,2083
10742,BROOKONG,NSW,2656
10743,BROOKVALE,NSW,2100
10744,BROOMAN,NSW,2538
10745,BROOMS HEAD,NSW,2463
10746,BROUGHAMS GATE,NSW,2880
10747,BROUGHTON,NSW,2535
10748,BROUGHTON VALE,NSW,2535
10749,BROUGHTON VILLAGE,NSW,2534
10750,BROULEE,NSW,2537
10751,BROWNLOW HILL,NSW,2570
10752,BROWNMORE,NSW,2420
10753,BROWNS CREEK,NSW,2799
10754,BROWNS CROSSING,NSW,2441
10755,BROWNS MOUNTAIN,NSW,2540
10756,BROWNSVILLE,NSW,2530
10757,BRUCEDALE,NSW,2650
10758,BRUIE PLAINS,NSW,2875
10759,BRUINBUN,NSW,2795
10760,BRUMBY PLAINS,NSW,2476
10761,BRUNDEE,NSW,2540
10762,BRUNGLE,NSW,2722
10763,BRUNGLE CREEK,NSW,2722
10764,BUNKERS HILL,NSW,2323
10765,BRUNSWICK HEADS,NSW,2483
10766,BRUSHGROVE,NSW,2460
10767,BRUSHY CREEK,NSW,2365
10768,BRYANS GAP,NSW,2372
10769,BUANGLA,NSW,2540
10770,LUCAS,NSW,2450
10771,BUCCA WAUKA,NSW,2429
10772,BUCCARUMBI,NSW,2460
10773,BUCHANAN,NSW,2323
10774,BUCKAJO,NSW,2550
10775,BUCKAROO,NSW,2850
10776,BUCKENBOWRA,NSW,2536
10777,BUCKENDERRA,NSW,2630
10778,BUCKENDOON,NSW,2472
10779,BUCKETTY,NSW,2250
10780,BUCKRA BENDINNI,NSW,2449
10781,BUDAWANG,NSW,2622
10782,BUDDABADAH,NSW,2825
10783,COBDEN,NSW,2849
10784,BUDDEROO,NSW,2535
10785,BUDDONG,NSW,2720
10786,BUDGEE BUDGEE,NSW,2850
10787,BUDGEWOI,NSW,2262
10788,BUDGEWOI PENINSULA,NSW,2262
10789,BUDGONG,NSW,2577
10790,BUFF POINT,NSW,2262
10791,BUGALDIE,NSW,2357
10792,BUKALONG,NSW,2632
10793,BUKKULLA,NSW,2360
10794,BULAHDELAH,NSW,2423
10795,BULBY BRUSH,NSW,2429
10796,BULLEEN,NSW,2622
10797,BULGANA,NSW,2330
10798,BULGA FOREST,NSW,2429
10799,BULGARY,NSW,2650
10800,BULL PLAIN,NSW,2646
10801,BULLA,NSW,2835
10802,BULLA CREEK,NSW,2594
10803,BULLABURRA,NSW,2784
10804,BULLAGREEN,NSW,2824
10805,BULLAGREEN,NSW,2831
10806,BULLARAH,NSW,2400
10807,BULLATALE,NSW,2710
10808,BULLAWA CREEK,NSW,2390
10809,BULLDOG,NSW,2469
10810,BULLI,NSW,2516
10811,BULLI TOPS,NSW,2516
10812,BULLIAC,NSW,2422
10813,BULLIO,NSW,2575
10814,BULLOCKS FLAT,NSW,2627
10815,BULYEROI,NSW,2387
10816,BULYEROI,NSW,2832
10817,BUMBALDRY,NSW,2794
10818,BUMBALONG,NSW,2626
10819,BUMBERRY,NSW,2870
10820,BUNDABAH,NSW,2324
10821,BUNDABURRAH,NSW,2871
10822,BUNDAGEN,NSW,2454
10823,BUNDANOON,NSW,2578
10824,BUNDARBO,NSW,2726
10825,BUNDARRA,NSW,2359
10826,BUNDEENA,NSW,2230
10827,BUNDELLA,NSW,2343
10828,DUNEARN,NSW,2823
10829,BUNDEWALLAH,NSW,2535
10830,BUNDJALUNG,NSW,2473
10831,BUNDOORA,NSW,2422
10832,BUNDURE,NSW,2663
10833,CUNDARE,NSW,2700
10834,BUNGAL,NSW,2550
10835,BUNGABA,NSW,2852
10836,BUNGABBEE,NSW,2480
10837,BUNGALORA,NSW,2486
10838,BUNGARBY,NSW,2630
10839,BUNGARRIBEE,NSW,2767
10840,BUNGAWALBIN,NSW,2469
10841,BUNGENDORE,NSW,2621
10842,BUNGONIA,NSW,2580
10843,BUNGOWANNAH,NSW,2640
10844,BUNGULLA,NSW,2372
10845,BUNGWAHL,NSW,2423
10846,BUNNALOO,NSW,2731
10847,BURNBANK,NSW,2337
10848,BUNYAH,NSW,2429
10849,BUNYAN,NSW,2630
10850,BURAJA,NSW,2646
10851,BURBONG,NSW,2620
10852,BURBURGATE,NSW,2380
10853,BURCHER,NSW,2671
10854,BURDETT,NSW,2804
10855,BUREEN,NSW,2328
10856,BURGOONEY,NSW,2672
10857,BURNS,NSW,2880
10858,BURNT BRIDGE,NSW,2440
10859,BURNT YARDS,NSW,2792
10860,BURONGA,NSW,2739
10861,BURRA,NSW,2620
10862,BURRA,NSW,2653
10863,BURRA,NSW,2722
10864,BURRA CREEK,NSW,2722
10865,BURRABOI,NSW,2732
10866,BURRADOO,NSW,2576
10867,BURRAGA,NSW,2795
10868,BURRAGATE,NSW,2550
10869,BURRAGORANG VALLEY,NSW,2570
10870,BURRANDANA,NSW,2650
10871,BURRANEER,NSW,2230
10872,BURRANGONG,NSW,2594
10873,BURRAPINE,NSW,2447
10874,BURRAWANG,NSW,2577
10875,BURRELL CREEK,NSW,2429
10876,BURREN JUNCTION,NSW,2386
10877,BURRIER,NSW,2540
10878,BURRILL LAKE,NSW,2539
10879,BURRINGBAR,NSW,2483
10880,BURRINJUCK,NSW,2582
10881,BURROWAY,NSW,2821
10882,BURRUMBUTTOCK,NSW,2642
10883,BURRUNDULLA,NSW,2850
10884,BURRUNGUBUGGE,NSW,2627
10885,BURWOOD,NSW,1805
10886,BURWOOD EAST,NSW,2134
10887,BURWOOD HEIGHTS,NSW,2136
10888,BURWOOD NORTH,NSW,2134
10889,BUSBY,NSW,2168
10890,BUSBYS FLAT,NSW,2469
10891,BUSHELLS RIDGE,NSW,2259
10892,BUTTABA,NSW,2283
10893,BUTTAI,NSW,2323
10894,BUTTERWICK,NSW,2321
10895,BUXTON,NSW,2571
10896,BYABARRA,NSW,2446
10897,BYADBO WILDERNESS,NSW,2628
10898,BYANGUM,NSW,2484
10899,BYGALORIE,NSW,2669
10900,BYLONG,NSW,2849
10901,BYNG,NSW,2798
10902,BYNG,NSW,2800
10903,BYROCK,NSW,2831
10904,BYRON BAY,NSW,2481
10905,BYRRILL CREEK,NSW,2484
10906,BYWONG,NSW,2621
10907,CABARITA,NSW,2137
10908,CABARITA BEACH,NSW,2488
10909,CABBAGE TREE ISLAND,NSW,2430
10910,CABBAGE TREE ISLAND,NSW,2477
10911,CABRAMATTA,NSW,2166
10912,CABRAMATTA WEST,NSW,2166
10913,CABRAMURRA,NSW,2629
10914,CADDENS,NSW,2747
10915,CUDGEE,NSW,2545
10916,CANADIAN,NSW,2800
10917,CHARLEMONT,NSW,2850
10918,CAFFREYS FLAT,NSW,2424
10919,CAIRNCROSS,NSW,2446
10920,LAL LAL,NSW,2648
10921,CALALA,NSW,2340
10922,CALAMIA,NSW,2460
10923,CALARE,NSW,2800
10924,CALARIE,NSW,2871
10925,CALDERWOOD,NSW,2527
10926,CALDWELL,NSW,2710
10927,CALGA,NSW,2250
10928,CALIFAT,NSW,2729
10929,CALIMO,NSW,2710
10930,CALLAGHAN,NSW,2308
10931,CALLAGHANS CREEK,NSW,2422
10932,CALLAGHANS CREEKS,NSW,2422
10933,CALLALA BAY,NSW,2540
10934,CALLALA BEACH,NSW,2540
10935,CALLIOPE,NSW,2462
10936,CALOOLA,NSW,2795
10937,CAULFIELD,NSW,2705
10938,KALKALLO,NSW,2577
10939,CAMBALONG,NSW,2632
10940,CAMBERWELL WEST,NSW,2330
10941,CAMBEWARRA,NSW,2540
10942,CAMBEWARRA VILLAGE,NSW,2540
10943,CAMBOON,NSW,2849
10944,CAMBRA,NSW,2420
10945,CAMBRIDGE GARDENS,NSW,2747
10946,CHIRNSIDE PARK,NSW,2747
10947,CAMBRIDGE PLATEAU,NSW,2469
10948,CAMDEN,NSW,2570
10949,CAMDEN HEAD,NSW,2443
10950,CAMDEN PARK,NSW,2570
10951,DANDENONG SOUTH,NSW,2570
10952,CAMELLIA,NSW,2142
10953,CAMERON CORNER,NSW,2880
10954,CAMERON PARK,NSW,2285
10955,CAMERONS CREEK,NSW,2359
10956,CAMIRA,NSW,2469
10957,CAMIRA CREEK,NSW,2469
10958,CAMMERAY,NSW,2062
10959,CAMP CREEK,NSW,4385
10960,CAMPBELLTOWN,NSW,2560
10961,CAMPBELLTOWN NORTH,NSW,2560
10962,CAMPERDOWN,NSW,1450
10963,CAMPERDOWN,NSW,2050
10964,CAMPSIE,NSW,2194
10965,CAMPVALE,NSW,2318
10966,CAMS WHARF,NSW,2281
10967,CANADA BAY,NSW,2046
10968,CANADIAN LEAD,NSW,2850
10969,CANBELEGO,NSW,2835
10970,CANDELO,NSW,2550
10971,JACANA,NSW,2460
10972,CANIABA,NSW,2480
10973,HAMLYN HEIGHTS,NSW,2166
10974,CHAPPLE VALE,NSW,2166
10975,CANOBOLAS,NSW,2800
10976,CANOELANDS,NSW,2157
10977,CANONBA,NSW,2825
10978,CANOWINDRA,NSW,2804
10979,CANTERBURY,NSW,2193
10980,CANTON BEACH,NSW,2263
10981,CANYONLEIGH,NSW,2577
10982,CAPARRA,NSW,2429
10983,CAPEEN,NSW,2469
10984,CAPEEN CREEK,NSW,2469
10985,CAPERTEE,NSW,2846
10986,CAPOOMPETA,NSW,2371
10987,CAPTAINS FLAT,NSW,2623
10988,CARABOST,NSW,2650
10989,CARAGABAL,NSW,2810
10990,CARAVAN HEAD,NSW,2225
10991,CARCALGONG,NSW,2850
10992,CARCOAR,NSW,2791
10993,CARDIFF,NSW,2285
10994,CARDIFF HEIGHTS,NSW,2285
10995,CARDIFF SOUTH,NSW,2285
10996,CAREEL BAY,NSW,2107
10997,CAREY BAY,NSW,2283
10998,CARGO,NSW,2800
10999,CORINDHAP,NSW,2831
11000,CARINGBAH,NSW,1495
11001,CARINGBAH,NSW,2229
11002,DARLING SOUTH,NSW,2229
11003,CARLAMINDA,NSW,2630
11004,CARLINGFORD,NSW,2118
11005,CARLINGFORD COURT,NSW,2118
11006,CARLINGFORD NORTH,NSW,2118
11007,CARLTON,NSW,2218
11008,CLARKES HILL,NSW,2171
11009,CHARAM,NSW,2460
11010,CARNSDALE,NSW,2660
11011,CARODA,NSW,2347
11012,CAROOL,NSW,2486
11013,MAROONA,NSW,2343
11014,CARRANBALLAC,NSW,2311
11015,CARRAI,NSW,2440
11016,CARRUM,NSW,2163
11017,CARRATHOOL,NSW,2711
11018,CARRAWABBITY,NSW,2871
11019,CARRICK,NSW,2580
11020,CARRINGTON,NSW,2294
11021,CARRINGTON,NSW,2324
11022,CARRINGTON FALLS,NSW,2577
11023,CARROLL,NSW,2340
11024,CARROLLS CREEK,NSW,2372
11025,CARROWBROOK,NSW,2330
11026,CARRS CREEK,NSW,2460
11027,CARRS ISLAND,NSW,2460
11028,CARRS PENINSULA,NSW,2460
11029,CARRS PENINSULAR,NSW,2460
11030,CARSS PARK,NSW,2221
11031,CARTWRIGHT,NSW,2168
11032,CARTWRIGHTS HILL,NSW,2650
11033,HARTWELL,NSW,2849
11034,CARWOOLA,NSW,2620
11035,CASCADE,NSW,2453
11036,CASINO,NSW,2470
11037,CASSILIS,NSW,2329
11038,CASTLE COVE,NSW,2069
11039,CASTLE DOYLE,NSW,2350
11040,CASTLE HILL,NSW,1765
11041,CASTLE HILL,NSW,2154
11042,CASTLE ROCK,NSW,2333
11043,CASTLECRAG,NSW,2068
11044,CASTLEREAGH,NSW,2749
11045,CASUARINA,NSW,2487
11046,CASULA,NSW,2170
11047,CASULA MALL,NSW,2170
11048,CATALINA,NSW,2536
11049,CATARACT,NSW,2560
11050,CATHCART,NSW,2632
11051,CATHERINE FIELD,NSW,2557
11052,CATHERINE HILL BAY,NSW,2281
11053,CATHUNDRAL,NSW,2823
11054,CATTAI,NSW,2756
11055,CATTLE CREEK,NSW,2339
11056,CAVAN,NSW,2582
11057,CAVES BEACH,NSW,2281
11058,CAWDOR,NSW,2570
11059,CAWONGLA,NSW,2474
11060,CECIL HILLS,NSW,2171
11061,KEILOR PARK,NSW,2178
11062,CEDAR BRUSH CREEK,NSW,2259
11063,CEDAR CREEK,NSW,2325
11064,CEDAR CREEK,NSW,2484
11065,CEDAR PARTY,NSW,2429
11066,CEDAR POINT,NSW,2474
11067,CELLS RIVER,NSW,2324
11068,CURDIES RIVER,NSW,2424
11069,CENTRAL PARK,NSW,2021
11070,CENTRAL COAST MC,NSW,2252
11071,CENTRAL COLO,NSW,2756
11072,CENTRAL MACDONALD,NSW,2775
11073,CENTRAL MANGROVE,NSW,2250
11074,CENTRAL TILBA,NSW,2546
11075,CESSNOCK,NSW,2325
11076,ESSENDON WEST,NSW,2325
11077,CHAELUNDI,NSW,2460
11078,CHAIN VALLEY BAY,NSW,2259
11079,CHAKOLA,NSW,2630
11080,CHAMBIGNE,NSW,2460
11081,CHARBON,NSW,2848
11082,CHARING CROSS,NSW,2024
11083,CHARITY CREEK,NSW,2424
11084,CHARLES STURT UNIVERSITY,NSW,2678
11085,CHARLES STURT UNIVERSITY,NSW,2795
11086,CLARETOWN,NSW,2290
11087,CHARLEYS FOREST,NSW,2622
11088,CHARLOTTE BAY,NSW,2428
11089,CHARLOTTE PASS,NSW,2624
11090,CHARLOTTES PASS,NSW,2624
11091,CHARLTON,NSW,2795
11092,FAIRHAVEN,NSW,2263
11093,COTHAM,NSW,2430
11094,CHATHAM VALLEY,NSW,2787
11095,HOTSPUR,NSW,2580
11096,CHATSWOOD,NSW,2057
11097,CHATSWOOD,NSW,2067
11098,CHATSWOOD WEST,NSW,2067
11099,CHATSWORTH,NSW,2469
11100,CHEERO POINT,NSW,2083
11101,CHEESEMANS CREEK,NSW,2800
11102,CHELTENHAM EAST,NSW,2119
11103,CHERRY TREE HILL,NSW,2360
11104,CHERRYBROOK,NSW,2126
11105,CHESTER HILL,NSW,2162
11106,CHICHESTER,NSW,2420
11107,CHIFLEY,NSW,2036
11108,CHILCOTTS CREEK,NSW,2339
11109,CHILCOTTS GRASS,NSW,2480
11110,CHILLINGHAM,NSW,2484
11111,CHINDERAH,NSW,2487
11112,CHINNOCK,NSW,2550
11113,CHIPPENDALE,NSW,2008
11114,CHIPPING NORTON,NSW,2170
11115,CHISHOLM,NSW,2322
11116,CRESWICK,NSW,2046
11117,CHITTAWAY BAY,NSW,2261
11118,CHITTAWAY POINT,NSW,2261
11119,CHOWAN CREEK,NSW,2484
11120,CHULLORA,NSW,1405
11121,CHULLORA,NSW,2190
11122,CHURCH POINT,NSW,2105
11123,CLANDULLA,NSW,2848
11124,CLARE,NSW,2711
11125,CLAREMONT MEADOWS,NSW,2747
11126,CLARENCE,NSW,2790
11127,CLARENCE TOWN,NSW,2321
11128,CLARENDON,NSW,2756
11129,CLARENZA,NSW,2460
11130,COATESVILLE,NSW,2107
11131,CLAYMORE,NSW,2559
11132,CLEAR CREEK,NSW,2795
11133,CLEAR RANGE,NSW,2620
11134,LYSTERFIELD,NSW,2469
11135,CLEMTON PARK,NSW,2206
11136,CLERGATE,NSW,2800
11137,CLEVELAND,NSW,2530
11138,CLIFDEN,NSW,2460
11139,CLIFTLEIGH,NSW,2321
11140,CLIFTON HILL,NSW,2515
11141,CLIFTON GROVE,NSW,2800
11142,CLONTARF,NSW,2093
11143,CLOTHIERS CREEK,NSW,2484
11144,CLOUDS CREEK,NSW,2453
11145,CLOVASS,NSW,2480
11146,CLOVELLY,NSW,2031
11147,CLOVELLY WEST,NSW,2031
11148,CLOVER PARK,NSW,2469
11149,CLUNES,NSW,2480
11150,CLYBUCCA,NSW,2440
11151,CLYDE,NSW,2142
11152,CLYDESDALE,NSW,2330
11153,COADS TANK,NSW,2646
11154,POINT COOK,NSW,2283
11155,COALCLIFF,NSW,2508
11156,COALDALE,NSW,2460
11157,COASTERS RETREAT,NSW,2108
11158,COBAKI,NSW,2486
11159,COBAKI LAKES,NSW,2486
11160,COOJAR,NSW,2835
11161,COBAR PARK,NSW,2790
11162,COBURG,NSW,2550
11163,COBARK,NSW,2422
11164,COBBADAH,NSW,2347
11165,COBBITTY,NSW,2570
11166,COBBORA,NSW,2844
11167,COBRAMUNGA,NSW,2732
11168,COCKWHY,NSW,2539
11169,CODRINGTON,NSW,2471
11170,COFFEE CAMP,NSW,2480
11171,COFFS HARBOUR,NSW,2450
11172,COFFS HARBOUR DC,NSW,2450
11173,COFFS HARBOUR JETTY,NSW,2450
11174,COFFS HARBOUR PLAZA,NSW,2450
11175,COGGAN,NSW,2849
11176,COGRA BAY,NSW,2083
11177,COILA,NSW,2537
11178,COLDSTREAM,NSW,2462
11179,COLEAMBALLY,NSW,2707
11180,COLEBEE,NSW,2761
11181,COLEDALE,NSW,2515
11182,COLINROOBIE,NSW,2700
11183,LINTON,NSW,2626
11184,COLLARENEBRI,NSW,2833
11185,COLLAROY,NSW,2097
11186,COLLAROY BEACH,NSW,2097
11187,COLLAROY PLATEAU,NSW,2097
11188,COLLAROY PLATEAU WEST,NSW,2097
11189,COLLECTOR,NSW,2581
11190,COLLENDINA,NSW,2646
11191,COLLERINA,NSW,2839
11192,COLLIE,NSW,2827
11193,COLLINGULLIE,NSW,2650
11194,COLLINGWOOD,NSW,2850
11195,COLLINS CREEK,NSW,2474
11196,COLLOMBATTI,NSW,2440
11197,COLLUM COLLUM,NSW,2460
11198,COLLY BLUE,NSW,2343
11199,COLO,NSW,2756
11200,COLO,NSW,2795
11201,COLO HEIGHTS,NSW,2756
11202,COLO VALE,NSW,2575
11203,COLONGRA,NSW,2262
11204,COLYTON,NSW,2760
11205,COMARA,NSW,2440
11206,COMBANING,NSW,2666
11207,COMBARA,NSW,2829
11208,HOMERTON,NSW,2540
11209,COMBO,NSW,2330
11210,COMBOYNE,NSW,2429
11211,COME BY CHANCE,NSW,2832
11212,COMERONG ISLAND,NSW,2540
11213,COMMISSIONERS CREEK,NSW,2484
11214,COMMISSIONERS WATERS,NSW,2350
11215,COMO,NSW,2226
11216,COMOBELLA,NSW,2820
11217,CONARGO,NSW,2710
11218,CONCORD,NSW,2137
11219,CONCORD REPATRIATION HOSPITAL,NSW,2139
11220,CONCORD WEST,NSW,2138
11221,CONCORD WEST DC,NSW,2138
11222,CONDELL PARK,NSW,2200
11223,CONDOBOLIN,NSW,2877
11224,CONDONG,NSW,2484
11225,CONEAC,NSW,2422
11226,CONGARINNI,NSW,2447
11227,CONGARINNI NORTH,NSW,2447
11228,CONGEWAI,NSW,2325
11229,CONGO,NSW,2537
11230,CONIMBIA,NSW,2829
11231,CONISTON,NSW,2500
11232,CONJOLA,NSW,2539
11233,CONJOLA PARK,NSW,2539
11234,CONNELLS POINT,NSW,2221
11235,CONOBLE,NSW,2878
11236,CONSTITUTION HILL,NSW,2145
11237,COOBA,NSW,2663
11238,MOORABOOL,NSW,2734
11239,COOCOOBOONAH,NSW,2380
11240,COOGEE,NSW,2034
11241,COOKAMIDGERA,NSW,2870
11242,COOKARDINIA,NSW,2650
11243,COOKS GAP,NSW,2850
11244,COOKS HILL,NSW,2300
11245,COOKS MYALLS,NSW,2870
11246,COOLABAH,NSW,2831
11247,COOLAC,NSW,2727
11248,COOLAGOLITE,NSW,2550
11249,LAH,NSW,2843
11250,COOLAMON,NSW,2701
11251,COOLANESS,NSW,2470
11252,COOLANGATTA,NSW,2535
11253,COOLANGUBRA,NSW,2550
11254,COOLATAI,NSW,2402
11255,COOLEMAN,NSW,2611
11256,COWLEYS CREEK,NSW,2729
11257,COOLGARDIE,NSW,2478
11258,COOLONGOLOOK,NSW,2423
11259,COOLRINGDON,NSW,2630
11260,COOLUMBOOKA,NSW,2632
11261,COOLUMBURRA,NSW,2622
11262,COOMA,NSW,2630
11263,COOMA NORTH,NSW,2630
11264,COOMBA BAY,NSW,2428
11265,COOMBA PARK,NSW,2428
11266,COOMBADJHA,NSW,2460
11267,COOMBELL,NSW,2470
11268,COOMEALLA,NSW,2717
11269,COOMOO COOMOO,NSW,2343
11270,COONABARABRAN,NSW,2357
11271,COONAMBLE,NSW,2829
11272,COONERANG,NSW,2630
11273,COONEYS CREEK,NSW,2726
11274,COONGBAR,NSW,2469
11275,COONONG,NSW,2645
11276,COOPERABUNG,NSW,2441
11277,COOPERNOOK,NSW,2426
11278,COOPERS GULLY,NSW,2550
11279,COOPERS SHOOT,NSW,2479
11280,COOPLACURRIPA,NSW,2424
11281,COORABELL,NSW,2479
11282,COORANBONG,NSW,2265
11283,COOTAMUNDRA,NSW,2590
11284,COOTRALANTRA,NSW,2628
11285,COOYAL,NSW,2850
11286,COPACABANA,NSW,2251
11287,COPE,NSW,2852
11288,COPELAND,NSW,2422
11289,HOPETOUN,NSW,2360
11290,COPI HOLLOW,NSW,2879
11291,COPMANHURST,NSW,2460
11292,COPPABELLA,NSW,2644
11293,COPPERHANNIA,NSW,2795
11294,CORIO,NSW,2471
11295,CORALVILLE,NSW,2443
11296,CORAMBA,NSW,2450
11297,CORANG,NSW,2622
11298,CORANGULA,NSW,2440
11299,CORBIE HILL,NSW,2705
11300,CORDEAUX,NSW,2526
11301,CORDEAUX HEIGHTS,NSW,2526
11302,COREE,NSW,2710
11303,JOEL SOUTH,NSW,2716
11304,COREEN,NSW,2646
11305,CORINDI BEACH,NSW,2456
11306,CORINELLA,NSW,2871
11307,CORLETTE,NSW,2315
11308,CORNALLA,NSW,2710
11309,CORNDALE,NSW,2480
11310,CORNEY TOWN,NSW,2790
11311,CORNWALLIS,NSW,2756
11312,COROBIMILLA,NSW,2700
11313,FOXHOW,NSW,2646
11314,CORRABARE,NSW,2325
11315,CORRIMAL,NSW,2518
11316,CORRIMAL EAST,NSW,2518
11317,CORROBOREE FLAT,NSW,2422
11318,CORRONG,NSW,2711
11319,CORROWONG,NSW,2633
11320,CORUNNUN,NSW,2546
11321,COTTAGE POINT,NSW,2084
11322,COTTAWALLA,NSW,2583
11323,COUGAL,NSW,2474
11324,COUNTEGANY,NSW,2630
11325,COURABYRA,NSW,2653
11326,COURADDA,NSW,2390
11327,COURAGAGO,NSW,2720
11328,COURAJAGO,NSW,2720
11329,COURIDJAH,NSW,2571
11330,COURSING PARK,NSW,2650
11331,COUTTS CROSSING,NSW,2460
11332,COW FLAT,NSW,2795
11333,COWABBIE,NSW,2652
11334,COWABBIE,NSW,2663
11335,COWAN,NSW,2081
11336,COWPER,NSW,2460
11337,COWRA,NSW,2794
11338,COXS CREEK,NSW,2849
11339,COXS CROWN,NSW,2849
11340,CRABBES CREEK,NSW,2483
11341,CRACKENBACK,NSW,2627
11342,CRAIGIEBURN,NSW,2632
11343,CRANBURY,NSW,2800
11344,CRANEBROOK,NSW,2749
11345,CRANGAN BAY,NSW,2259
11346,CRAVEN,NSW,2422
11347,CRAVEN PLATEAU,NSW,2422
11348,CRAWFORD RIVER,NSW,2423
11349,CRAWNEY,NSW,2338
11350,CREEL BAY,NSW,2627
11351,CREEWAH,NSW,2631
11352,CREMORNE,NSW,2090
11353,CREMORNE JUNCTION,NSW,2090
11354,CREMORNE POINT,NSW,2090
11355,CRESCENT HEAD,NSW,2440
11356,CRESTWOOD,NSW,2153
11357,CRESTWOOD,NSW,2620
11358,CRINGILA,NSW,2502
11359,CROKI,NSW,2430
11360,CROMER,NSW,2099
11361,CROMER HEIGHTS,NSW,2099
11362,CRONULLA,NSW,2230
11363,CROOBLE,NSW,2400
11364,CROOBYAR,NSW,2539
11365,CROOKED CORNER,NSW,2583
11366,CROOKWELL,NSW,2583
11367,CROOM,NSW,2527
11368,CROPPA CREEK,NSW,2411
11369,CROSS ROADS,NSW,2850
11370,CROWLANDS,NSW,2446
11371,CROSSMAGLEN,NSW,2441
11372,CROUDACE BAY,NSW,2280
11373,CROWDY BAY,NSW,2443
11374,CROWDY HEAD,NSW,2427
11375,CROWS NEST,NSW,1585
11376,CROWS NEST,NSW,2065
11377,CROWS NEST DC,NSW,2065
11378,CROWTHER,NSW,2803
11379,CROWTHER ISLAND,NSW,2460
11380,CROYDON,NSW,2132
11381,CROYDON PARK,NSW,2133
11382,CRUDINE,NSW,2795
11383,CRYON,NSW,2832
11384,CRYSTAL CREEK,NSW,2484
11385,CUBBA,NSW,2835
11386,CUDAL,NSW,2864
11387,CUDGEGONG,NSW,2850
11388,CUDGEL,NSW,2700
11389,CUDGEN,NSW,2487
11390,CUDGERA CREEK,NSW,2484
11391,CUDMIRRAH,NSW,2540
11392,CULBURRA BEACH,NSW,2540
11393,CULCAIRN,NSW,2660
11394,CULLEN BULLEN,NSW,2790
11395,CULLENBONE,NSW,2850
11396,CULLENDORE,NSW,2372
11397,CULLERIN,NSW,2581
11398,CULLINGA,NSW,2588
11399,CULLIVEL,NSW,2645
11400,CULLYA,NSW,2800
11401,CULMARAN CREEK,NSW,2469
11402,CUMBALUM,NSW,2478
11403,CUMBANDRY,NSW,2852
11404,CUMBERLAND REACH,NSW,2756
11405,CUMBIJOWA,NSW,2871
11406,CUMBO,NSW,2850
11407,CUMBOOGLE,NSW,2830
11408,CUMBORAH,NSW,2832
11409,CUMNOCK,NSW,2867
11410,CUNDLE FLAT,NSW,2424
11411,CUNDLETOWN,NSW,2430
11412,CUNDUMBUL,NSW,2866
11413,CUNJURONG POINT,NSW,2539
11414,CUNNINGAR,NSW,2587
11415,CUNNINYEUK,NSW,2734
11416,CURBAN,NSW,2827
11417,CURL CURL,NSW,2096
11418,CURLEW WATERS,NSW,2672
11419,CURLEWIS,NSW,2381
11420,CURLWAA,NSW,2648
11421,CURRA CREEK,NSW,2820
11422,CURRABUBULA,NSW,2342
11423,CURRAGH,NSW,2795
11424,CURRAMORE,NSW,2533
11425,CURRANS HILL,NSW,2567
11426,CURRARONG,NSW,2540
11427,CURRAWANANNA,NSW,2650
11428,CURRAWANG,NSW,2580
11429,CURRAWARNA,NSW,2650
11430,CURRAWEELA,NSW,2580
11431,CURRAWONG BEACH,NSW,2108
11432,CURRICABARK,NSW,2422
11433,CURROWAN,NSW,2536
11434,CUTTABRI,NSW,2388
11435,CUTTAGEE,NSW,2546
11436,DABEE,NSW,2849
11437,DACEYVILLE,NSW,2032
11438,DAIRY ARM,NSW,2325
11439,DAIRY FLAT,NSW,2474
11440,DAIRYMANS PLAINS,NSW,2630
11441,DAIRYVILLE,NSW,2450
11442,POINT LONSDALE,NSW,2257
11443,DALGETY,NSW,2628
11444,DALMENY,NSW,2546
11445,DALMORTON,NSW,2460
11446,DALSWINTON,NSW,2328
11447,DALTON,NSW,2581
11448,DALWOOD,NSW,2335
11449,DALWOOD,NSW,2477
11450,DANDALOO,NSW,2823
11451,DENDY,NSW,2357
11452,DANGAR,NSW,2309
11453,DANGAR ISLAND,NSW,2083
11454,DANGARSLEIGH,NSW,2350
11455,DANGELONG,NSW,2630
11456,DAPTO,NSW,2530
11457,DARAWANK,NSW,2428
11458,DARBALARA,NSW,2722
11459,DARBYS FALLS,NSW,2793
11460,DARETON,NSW,2717
11461,DARGAN,NSW,2786
11462,DARK CORNER,NSW,2795
11463,DARKES FOREST,NSW,2508
11464,DARKWOOD,NSW,2454
11465,DARLING HARBOUR,NSW,2000
11466,DARLING ISLAND,NSW,2009
11467,DARLING POINT,NSW,2027
11468,DARLINGHURST,NSW,1300
11469,DARLINGHURST,NSW,2010
11470,DARLINGTON,NSW,2008
11471,DARLINGTON,NSW,2330
11472,DARLINGTON POINT,NSW,2706
11473,HARROW,NSW,2729
11474,DAROOBALGIE,NSW,2870
11475,DARTBROOK,NSW,2336
11476,DARUKA,NSW,2340
11477,DAVIDSON,NSW,2085
11478,DAVIS CREEK,NSW,2336
11479,DAVISTOWN,NSW,2251
11480,DAWES POINT,NSW,2000
11481,GRASSDALE,NSW,2646
11482,KEON PARK,NSW,2761
11483,DEAUVILLE,NSW,2443
11484,DEBENHAM,NSW,2446
11485,DEE WHY,NSW,2099
11486,DEE WHY BEACH,NSW,2099
11487,DEEP CREEK,NSW,2440
11488,DEEP CREEK,NSW,2460
