ssc,suburb_name,state,postcodes
23006,TEMPY,VIC,3489
23007,TENBY POINT,VIC,3984
23008,TENNYSON,VIC,3572
23009,TERANG,VIC,3264
23010,TERIP TERIP,VIC,3719
23011,TERRAPPEE,VIC,3525
23012,TERRICK TERRICK,VIC,3575
23013,TERRICK TERRICK EAST,VIC,3573
23014,TESBURY,VIC,3260
23015,TETOORA ROAD,VIC,3821
23016,THALIA,VIC,3527
23017,THALLOO,VIC,3825
23018,THALOO,VIC,3825
23019,THE BASIN,VIC,3154
23020,THE COVE,VIC,3268
23021,THE FINGERBOARD,VIC,3864
23022,THE GURDIES,VIC,3984
23023,THE HEART,VIC,3851
23024,THE HONEYSUCKLES,VIC,3851
23025,THE PATCH,VIC,3792
23026,THE PINES,VIC,3109
23027,THE SETTLEMENT,VIC,3561
23028,THE SISTERS,VIC,3265
23029,THOLOGOLONG,VIC,3691
23030,THOMASTOWN,VIC,3074
23031,THOMSON,VIC,3219
23032,THOMSON,VIC,3825
23033,THOONA,VIC,3726
23034,THORNBURY,VIC,3071
23035,THORNHILL PARK,VIC,3335
23036,THORNTON,VIC,3712
23037,THORPDALE,VIC,3835
23038,THORPDALE SOUTH,VIC,3824
23039,THOWGLA VALLEY,VIC,3707
23040,THREE BRIDGES,VIC,3797
23041,TIDAL RIVER,VIC,3960
23042,TIMBARRA,VIC,3885
23043,TIMBOON,VIC,3268
23044,TIMBOON WEST,VIC,3268
23045,TIMMERING,VIC,3561
23046,TIMOR,VIC,3465
23047,TIMOR WEST,VIC,3465
23048,TINAMBA,VIC,3859
23049,TINAMBA WEST,VIC,3859
23050,TINTALDRA,VIC,3708
23051,TITTYBONG,VIC,3542
23052,TITYBONG,VIC,3542
23053,TOL TOL,VIC,3549
23054,TOLMIE,VIC,3723
23055,TOM GROGGIN,VIC,3707
23056,TONGALA,VIC,3621
23057,TONGHI CREEK,VIC,3890
23058,TONGIO,VIC,3896
23059,TONIMBUK,VIC,3815
23060,TOOAN,VIC,3401
23061,TOOAN,VIC,3409
23062,TOOBORAC,VIC,3522
23063,TOOLAMBA,VIC,3614
23064,TOOLAMBA WEST,VIC,3614
23065,TOOLAMBA WEST,VIC,3616
23066,TOOLANGI,VIC,3777
23067,TOOLERN VALE,VIC,3337
23068,TOOLLEEN,VIC,3551
23069,TOOLOME,VIC,3860
23070,TOOLONDO,VIC,3401
23071,TOOLONG,VIC,3285
23072,TOOMBON,VIC,3825
23073,TOONGABBIE,VIC,3856
23074,TOORA,VIC,3962
23075,TOORA NORTH,VIC,3962
23076,TOORADIN,VIC,3980
23077,TOORAK,VIC,3142
23078,TOORLOO ARM,VIC,3909
23079,TOORONGA,VIC,3146
23080,TOORONGO,VIC,3833
23081,TOOTGAROOK,VIC,3941
23082,TORQUAY,VIC,3228
23083,TORRITA,VIC,3490
23084,TORRUMBARRY,VIC,3562
23085,TORWOOD,VIC,3821
23086,TOSTAREE,VIC,3888
23087,TOTTENHAM,VIC,3012
23088,TOTTINGTON,VIC,3477
23089,TOTTINGTON,VIC,3478
23090,TOURELLO,VIC,3363
23091,TOWAN,VIC,3596
23092,TOWANINNY,VIC,3527
23093,TOWANINNY SOUTH,VIC,3527
23094,TOWER HILL,VIC,3283
23095,TOWONG,VIC,3707
23096,TOWONG UPPER,VIC,3707
23097,TRAFALGAR,VIC,3824
23098,TRAFALGAR EAST,VIC,3824
23099,TRAFALGAR SOUTH,VIC,3824
23100,TRAGOWEL,VIC,3579
23101,TRARALGON,VIC,3844
23102,TRARALGON EAST,VIC,3844
23103,TRARALGON SOUTH,VIC,3844
23104,TRAVANCORE,VIC,3032
23105,TRAWALLA,VIC,3373
23106,TRAWOOL,VIC,3660
23107,TRAYNORS LAGOON,VIC,3477
23108,TRAYNORS LAGOON,VIC,3478
23109,TREMONT,VIC,3785
23110,TRENTHAM,VIC,3458
23111,TRENTHAM EAST,VIC,3458
23112,TRESCO,VIC,3583
23113,TRESCO WEST,VIC,3584
23114,TRIDA,VIC,3953
23115,TRUGANINA,VIC,3029
23116,TUBBUT,VIC,3888
23117,TUERONG,VIC,3915
23118,TULKARA,VIC,3384
23119,TULKARA,VIC,3478
23120,TULLAMARINE,VIC,3043
23121,TUNGAMAH,VIC,3728
23122,TUNSTALL SQUARE PO,VIC,3109
23123,TUROAR,VIC,3546
23124,TURRIFF,VIC,3488
23125,TURRIFF EAST,VIC,3488
23126,TURTONS CREEK,VIC,3960
23127,TUTYE,VIC,3490
23128,TYAAK,VIC,3658
23129,TYABB,VIC,3913
23130,TYENNA,VIC,3533
23131,TYERS,VIC,3844
23132,TYLDEN,VIC,3444
23133,TYLDEN SOUTH,VIC,3444
23134,TYNONG,VIC,3813
23135,TYNONG NORTH,VIC,3813
23136,TYNTYNDER,VIC,3586
23137,TYNTYNDER SOUTH,VIC,3586
23138,TYRENDARRA,VIC,3285
23139,TYRENDARRA EAST,VIC,3285
23140,TYRRELL,VIC,3533
23141,TYRRELL DOWNS,VIC,3533
23142,TYSONS REEF,VIC,3550
23143,ULLINA,VIC,3364
23144,ULLINA,VIC,3370
23145,ULLSWATER,VIC,3318
23146,ULTIMA,VIC,3544
23147,ULTIMA EAST,VIC,3544
23148,ULTIMA EAST,VIC,3586
23149,ULUPNA,VIC,3641
23150,UNDERA,VIC,3629
23151,UNDERBOOL,VIC,3509
23152,UNIVERSITY OF MELBOURNE,VIC,3010
23153,UPLANDS,VIC,3900
23154,UPOTIPOTPON,VIC,3669
23155,UPOTIPOTPON,VIC,3673
23156,UPPER FERNTREE GULLY,VIC,3156
23157,UPPER GUNDOWRING,VIC,3691
23158,UPPER LURG,VIC,3673
23159,UPPER PLENTY,VIC,3756
23160,UPPER RYANS CREEK,VIC,3673
23161,UPTON HILL,VIC,3664
23162,UPWEY,VIC,3158
23163,VALENCIA CREEK,VIC,3860
23164,VASEY,VIC,3407
23165,VAUGHAN,VIC,3451
23166,VECTIS,VIC,3401
23167,VENTNOR,VIC,3922
23168,VENUS BAY,VIC,3956
23169,VERMONT,VIC,3133
23170,VERMONT SOUTH,VIC,3133
23171,VERVALE,VIC,3814
23172,VESPER,VIC,3833
23173,VICTORIA GARDENS,VIC,3121
23174,VICTORIA POINT,VIC,3294
23175,VICTORIA VALLEY,VIC,3294
23176,VIEWBANK,VIC,3084
23177,VINIFERA,VIC,3591
23178,VIOLET TOWN,VIC,3669
23179,VITE VITE,VIC,3325
23180,VITE VITE NORTH,VIC,3325
23181,W TREE,VIC,3885
23182,WAAIA,VIC,3637
23183,WAANYARRA,VIC,3551
23184,WAARRE,VIC,3269
23185,WABONGA,VIC,3678
23186,WAGGARANDALL,VIC,3646
23187,WAGGARANDALL,VIC,3727
23188,WAHGUNYAH,VIC,3687
23189,WAHRING,VIC,3608
23190,WAIL,VIC,3401
23191,WAIREWA,VIC,3887
23192,WAITCHIE,VIC,3544
23193,WAL WAL,VIC,3381
23194,WAL WAL,VIC,3385
23195,WALDARA,VIC,3678
23196,WALHALLA,VIC,3825
23197,WALHALLA EAST,VIC,3825
23198,WALKERVILLE,VIC,3956
23199,WALKERVILLE NORTH,VIC,3956
23200,WALKERVILLE SOUTH,VIC,3956
23201,WALLACE,VIC,3352
23202,WALLACEDALE,VIC,3303
23203,WALLAGARAUGH,VIC,3891
23204,WALLALOO,VIC,3381
23205,WALLALOO,VIC,3387
23206,WALLALOO EAST,VIC,3381
23207,WALLALOO EAST,VIC,3387
23208,WALLAN,VIC,3756
23209,WALLAN EAST,VIC,3756
23210,WALLINDUC,VIC,3351
23211,WALLINGTON,VIC,3221
23212,WALLINGTON,VIC,3222
23213,WALLUP,VIC,3401
23214,WALMER,VIC,3463
23215,WALPA,VIC,3875
23216,WALPEUP,VIC,3507
23217,WALWA,VIC,3709
23218,WANALTA,VIC,3612
23219,WANDANA HEIGHTS,VIC,3216
23220,WANDELLA,VIC,3579
23221,WANDILIGONG,VIC,3744
23222,WANDIN EAST,VIC,3139
23223,WANDIN NORTH,VIC,3139
23224,WANDO BRIDGE,VIC,3312
23225,WANDO VALE,VIC,3312
23226,WANDONG,VIC,3758
23227,WANDOWN,VIC,3549
23228,WANGANDARY,VIC,3678
23229,WANGARABELL,VIC,3891
23230,WANGARATTA,VIC,3676
23231,WANGARATTA,VIC,3677
23232,WANGARATTA FORWARD,VIC,3678
23233,WANGARATTA SOUTH,VIC,3678
23234,WANGARATTA WEST,VIC,3677
23235,WANGIE,VIC,3530
23236,WANGOOM,VIC,3279
23237,WANNON,VIC,3301
23238,WANTIRNA,VIC,3152
23239,WANTIRNA SOUTH,VIC,3152
23240,WARANGA,VIC,3612
23241,WARANGA,VIC,3616
23242,WARANGA SHORES,VIC,3612
23243,WARATAH BAY,VIC,3959
23244,WARATAH NORTH,VIC,3959
23245,WARBURTON,VIC,3799
23246,WAREEK,VIC,3465
23247,WARGAN,VIC,3505
23248,WARMUR,VIC,3482
23249,WARNCOORT,VIC,3243
23250,WARNE,VIC,3530
23251,WARNEET,VIC,3980
23252,WARRABKOOK,VIC,3286
23253,WARRACKNABEAL,VIC,3393
23254,WARRAGUL,VIC,3820
23255,WARRAGUL SOUTH,VIC,3821
23256,WARRAGUL WEST,VIC,3821
23257,WARRAK,VIC,3377
23258,WARRANDYTE,VIC,3113
23259,WARRANDYTE SOUTH,VIC,3134
23260,WARRANWOOD,VIC,3134
23261,WARRAYURE,VIC,3301
23262,WARRENBAYNE,VIC,3670
23263,WARRENHEIP,VIC,3352
23264,WARRENMANG,VIC,3478
23265,WARRION,VIC,3249
23266,WARRNAMBOOL,VIC,3280
23267,WARRNAMBOOL EAST,VIC,3280
23268,WARRNAMBOOL WEST,VIC,3280
23269,WARROCK,VIC,3312
23270,WARRONG,VIC,3283
23271,WARTOOK,VIC,3400
23272,WARTOOK,VIC,3401
23273,WATCHEM,VIC,3482
23274,WATCHEM WEST,VIC,3482
23275,WATCHUPGA,VIC,3485
23276,WATERFORD,VIC,3862
23277,WATERFORD PARK,VIC,3658
23278,WATERGARDENS,VIC,3038
23279,WATERHOLES,VIC,3875
23280,WATERLOO,VIC,3373
23281,WATERWAYS,VIC,3195
23282,WATGANIA,VIC,3379
23283,WATSONIA,VIC,3087
23284,WATSONIA NORTH,VIC,3087
23285,WATSONS CREEK,VIC,3097
23286,WATTLE BANK,VIC,3995
23287,WATTLE CREEK,VIC,3384
23288,WATTLE FLAT,VIC,3352
23289,WATTLE GLEN,VIC,3096
23290,WATTLE HILL,VIC,3237
23291,WATTLE PARK,VIC,3128
23292,WATTLETREE ROAD PO,VIC,3145
23293,WATTVILLE,VIC,3646
23294,WAUBRA,VIC,3352
23295,WAURN PONDS,VIC,3216
23296,WAVERLEY GARDENS,VIC,3170
23297,WAYGARA,VIC,3888
23298,WEATHERBOARD,VIC,3352
23299,WEDDERBURN,VIC,3518
23300,WEDDERBURN JUNCTION,VIC,3518
23301,WEE WEE RUP,VIC,3568
23302,WEEAPROINAH,VIC,3237
23303,WEERAGUA,VIC,3890
23304,WEERING,VIC,3251
23305,WEERITE,VIC,3260
23306,WEHLA,VIC,3518
23307,WEIR VIEWS,VIC,3338
23308,WELLSFORD,VIC,3551
23309,WELSHMANS REEF,VIC,3462
23310,WELSHPOOL,VIC,3966
23311,WEMEN,VIC,3549
23312,WENDOUREE,VIC,3355
23313,WENDOUREE VILLAGE,VIC,3355
23314,WENSLEYDALE,VIC,3241
23315,WENTWORTH,VIC,3875
23316,WERE STREET PO,VIC,3186
23317,WERNETH,VIC,3352
23318,WERONA,VIC,3364
23319,WERRIBEE,VIC,3030
23320,WERRIBEE SOUTH,VIC,3030
23321,WERRIMULL,VIC,3496
23322,WESBURN,VIC,3799
23323,WEST BENDIGO,VIC,3550
23324,WEST CREEK,VIC,3992
23325,WEST FOOTSCRAY,VIC,3012
23326,WEST MELBOURNE,VIC,3003
23327,WEST WODONGA,VIC,3690
23328,WESTBURY,VIC,3825
23329,WESTBY,VIC,3579
23330,WESTMEADOWS,VIC,3049
23331,WESTMERE,VIC,3351
23332,WHANREGARWEN,VIC,3714
23333,WHARPARILLA,VIC,3564
23334,WHEATSHEAF,VIC,3461
23335,WHEELERS HILL,VIC,3150
23336,WHIPSTICK,VIC,3556
23337,WHIRILY,VIC,3483
23338,WHITE HILLS,VIC,3550
23339,WHITEHEADS CREEK,VIC,3660
23340,WHITELAW,VIC,3950
23341,WHITFIELD,VIC,3733
23342,WHITLANDS,VIC,3678
23343,WHITTINGTON,VIC,3219
23344,WHITTLESEA,VIC,3757
23345,WHOOREL,VIC,3243
23346,WHOROULY,VIC,3735
23347,WHOROULY EAST,VIC,3735
23348,WHOROULY SOUTH,VIC,3735
23349,WHROO,VIC,3612
23350,WICKLIFFE,VIC,3379
23351,WILBY,VIC,3728
23352,WILD DOG VALLEY,VIC,3953
23353,WILDWOOD,VIC,3429
23354,WILKUR,VIC,3393
23355,WILLANGIE,VIC,3485
23356,WILLATOOK,VIC,3283
23357,WILLAURA,VIC,3379
23358,WILLAURA NORTH,VIC,3379
23359,WILLENABRINA,VIC,3393
23360,WILLIAMS LANDING,VIC,3027
23361,WILLIAMS RAAF,VIC,3027
23362,WILLIAMSTOWN,VIC,3016
23363,WILLIAMSTOWN NORTH,VIC,3016
23364,WILLOW GROVE,VIC,3825
23365,WILLOWMAVIN,VIC,3764
23366,WILLOWVALE,VIC,3360
23367,WILLUNG,VIC,3847
23368,WILLUNG SOUTH,VIC,3844
23369,WILLUNG SOUTH,VIC,3847
23370,WILSONS HILL,VIC,3515
23371,WILSONS PROMONTORY,VIC,3960
23372,WIMBLEDON HEIGHTS,VIC,3922
23373,WINCHELSEA,VIC,3241
23374,WINCHELSEA SOUTH,VIC,3241
23375,WINDERMERE,VIC,3352
23376,WINDSOR,VIC,3181
23377,WINGAN RIVER,VIC,3891
23378,WINGEEL,VIC,3321
23379,WINJALLOK,VIC,3380
23380,WINJALLOK,VIC,3477
23381,WINLATON,VIC,3585
23382,WINNAMBOOL,VIC,3546
23383,WINNAP,VIC,3304
23384,WINNINDOO,VIC,3858
23385,WINSLOW,VIC,3281
23386,WINTER VALLEY,VIC,3358
23387,WINTON,VIC,3673
23388,WINTON NORTH,VIC,3673
23389,WIRRATE,VIC,3608
23390,WISELEIGH,VIC,3885
23391,WISHART,VIC,3189
23392,WODONGA,VIC,3689
23393,WODONGA,VIC,3690
23394,WODONGA FORWARD,VIC,3691
23395,WODONGA PLAZA,VIC,3690
23396,WOLLERT,VIC,3750
23397,WOMBAT CREEK,VIC,3888
23398,WOMBELANO,VIC,3401
23399,WOMBELANO,VIC,3409
23400,WON WRON,VIC,3971
23401,WONGA,VIC,3960
23402,WONGA PARK,VIC,3115
23403,WONGARRA,VIC,3221
23404,WONGARRA,VIC,3234
23405,WONGUNGARRA,VIC,3862
23406,WONNANGATTA,VIC,3737
23407,WONTHAGGI,VIC,3995
23408,WONWONDAH,VIC,3401
23409,WONWONDAH EAST,VIC,3400
23410,WONWONDAH SOUTH,VIC,3400
23411,WONYIP,VIC,3962
23412,WOOD WOOD,VIC,3596
23413,WOODBROOK,VIC,3451
23414,WOODEND,VIC,3442
23415,WOODEND NORTH,VIC,3442
23416,WOODFIELD,VIC,3715
23417,WOODFORD,VIC,3281
23418,WOODGLEN,VIC,3875
23419,WOODHOUSE,VIC,3294
23420,WOODLEIGH,VIC,3945
23421,WOODS POINT,VIC,3723
23422,WOODSIDE,VIC,3874
23423,WOODSIDE BEACH,VIC,3874
23424,WOODSIDE NORTH,VIC,3874
23425,WOODSTOCK,VIC,3751
23426,WOODSTOCK ON LODDON,VIC,3551
23427,WOODSTOCK WEST,VIC,3463
23428,WOODVALE,VIC,3556
23429,WOOHLPOOER,VIC,3314
23430,WOOL WOOL,VIC,3249
23431,WOOLAMAI,VIC,3995
23432,WOOLENOOK,VIC,3860
23433,WOOLSHED,VIC,3747
23434,WOOLSHED FLAT,VIC,3518
23435,WOOLSTHORPE,VIC,3276
23436,WOOMELANG,VIC,3485
23437,WOORAGEE,VIC,3747
23438,WOORARRA,VIC,3962
23439,WOORARRA EAST,VIC,3962
23440,WOORARRA WEST,VIC,3960
23441,WOOREEN,VIC,3953
23442,WOORI YALLOCK,VIC,3139
23443,WOORINEN,VIC,3589
23444,WOORINEN NORTH,VIC,3589
23445,WOORINEN SOUTH,VIC,3588
23446,WOORNDOO,VIC,3272
23447,WOOROONOOK,VIC,3525
23448,WOOSANG,VIC,3518
23449,WOOTONG VALE,VIC,3315
23450,WORLD TRADE CENTRE,VIC,3005
23451,WORLD TRADE CENTRE,VIC,8005
23452,WORROWING,VIC,3858
23453,WRATHUNG,VIC,3860
23454,WRIXON,VIC,3860
23455,WROXHAM,VIC,3891
23456,WUK WUK,VIC,3875
23457,WULGULMERANG,VIC,3885
23458,WULGULMERANG EAST,VIC,3885
23459,WULGULMERANG WEST,VIC,3885
23460,WUNGHNU,VIC,3635
23461,WURDIBOLUC,VIC,3241
23462,WURRUK,VIC,3850
23463,WY YUNG,VIC,3875
23464,WYCHEPROOF,VIC,3527
23465,WYCHEPROOF SOUTH,VIC,3527
23466,WYCHITELLA,VIC,3525
23467,WYCHITELLA NORTH,VIC,3525
23468,WYE RIVER,VIC,3221
23469,WYE RIVER,VIC,3234
23470,WYELANGTA,VIC,3237
23471,WYNDHAM VALE,VIC,3024
23472,WYUNA,VIC,3620
23473,WYUNA EAST,VIC,3620
23474,YAAPEET,VIC,3424
23475,YABBA NORTH,VIC,3646
23476,YABBA SOUTH,VIC,3646
23477,YACKANDANDAH,VIC,3749
23478,YALCA,VIC,3637
23479,YALLA-Y-POORA,VIC,3378
23480,YALLAMBIE,VIC,3085
23481,YALLOOK,VIC,3571
23482,YALLOURN,VIC,3825
23483,YALLOURN NORTH,VIC,3825
23484,YALMY,VIC,3885
23485,YAMBUK,VIC,3285
23486,YAMBUNA,VIC,3621
23487,YAN YEAN,VIC,3755
23488,YANAC,VIC,3418
23489,YANAKIE,VIC,3960
23490,YANDO,VIC,3537
23491,YANDOIT,VIC,3461
23492,YANDOIT HILLS,VIC,3461
23493,YANGERY,VIC,3283
23494,YANGOURA,VIC,3858
23495,YANNATHAN,VIC,3981
23496,YAPEEN,VIC,3451
23497,YARCK,VIC,3719
23498,YARPTURK,VIC,3283
23499,YARRA GLEN,VIC,3775
23500,YARRA JUNCTION,VIC,3797
23501,YARRABERB,VIC,3516
23502,YARRAGON,VIC,3823
23503,YARRAGON SOUTH,VIC,3823
23504,YARRAM,VIC,3971
23505,YARRAMBAT,VIC,3091
23506,YARRAVILLE,VIC,3013
23507,YARRAVILLE WEST,VIC,3013
23508,YARRAWALLA,VIC,3575
23509,YARRAWONGA,VIC,3730
23510,YARRAWONGA SOUTH,VIC,3730
23511,YARROWEE,VIC,3357
23512,YARROWEYAH,VIC,3644
23513,YARRUNGA,VIC,3415
23514,YARRUNGA,VIC,3677
23515,YARTO,VIC,3396
23516,YATCHAW,VIC,3301
23517,YAWONG HILLS,VIC,3478
23518,YEA,VIC,3717
23519,YELLINGBO,VIC,3139
23520,YELTA,VIC,3505
23521,YENDON,VIC,3352
23522,YEO,VIC,3249
23523,YEODENE,VIC,3249
23524,YERING,VIC,3770
23525,YEUNGROON,VIC,3525
23526,YEUNGROON EAST,VIC,3525
23527,YIELIMA,VIC,3638
23528,YINNAR,VIC,3869
23529,YINNAR SOUTH,VIC,3869
23530,YORK PLAINS,VIC,3477
23531,YOUANMITE,VIC,3646
23532,YOUARANG,VIC,3728
23533,YULECART,VIC,3301
23534,YUNDOOL,VIC,3727
23535,YUROKE,VIC,3063
23536,YUULONG,VIC,3237
23537,ZEERUST,VIC,3634
23538,ZUMSTEINS,VIC,3401
30001,ABBEYWOOD,QLD,4613
30002,ABBOTSFORD,QLD,4670
30003,ABERCORN,QLD,4627
30004,ABERGOWRIE,QLD,4850
30005,ABINGDON DOWNS,QLD,4871
30006,ABINGDON DOWNS,QLD,4892
30007,ABINGTON,QLD,4660
30008,ACACIA RIDGE,QLD,4110
30009,ACACIA RIDGE BC,QLD,4110
30010,ACACIA RIDGE DC,QLD,4110
30011,ACLAND,QLD,4401
30012,ADARE,QLD,4343
30013,ADAVALE,QLD,4474
30014,ADELAIDE PARK,QLD,4703
30015,ADVANCETOWN,QLD,4211
30016,AEROGLEN,QLD,4870
30017,AGNES WATER,QLD,4677
30018,AIRDMILLAN,QLD,4807
30019,AIRLIE BEACH,QLD,4802
30020,AIRVILLE,QLD,4807
30021,AITKENVALE,QLD,4814
30022,AITKENVALE BC,QLD,4814
30023,ALABAMA HILL,QLD,4820
30024,ALBANY CREEK,QLD,4035
30025,ALBERTA,QLD,4702
30026,ALBERTON,QLD,4207
30027,ALBINIA,QLD,4722
30028,ALBION,QLD,4010
30029,ALBION,QLD,4822
30030,ALBION BC,QLD,4010
30031,ALBION DC,QLD,4010
30032,ALDERLEY,QLD,4051
30033,ALDERSHOT,QLD,4650
30034,ALDOGA,QLD,4694
30035,ALEXANDRA,QLD,4740
30036,ALEXANDRA HEADLAND,QLD,4572
30037,ALEXANDRA HILLS,QLD,4161
30038,ALEXANDRIA,QLD,4825
30039,ALGESTER,QLD,4115
30040,ALICE CREEK,QLD,4610
30041,ALICE RIVER,QLD,4817
30042,ALLAN,QLD,4370
30043,ALLANDALE,QLD,4310
30044,ALLENSTOWN,QLD,4700
30045,ALLENVIEW,QLD,4285
30046,ALLIGATOR CREEK,QLD,4740
30047,ALLIGATOR CREEK,QLD,4816
30048,ALLINGHAM,QLD,4850
30049,ALLORA,QLD,4362
30050,ALLOWAY,QLD,4670
30051,ALMADEN,QLD,4871
30052,ALOOMBA,QLD,4871
30053,ALPHA,QLD,4724
30054,ALPURRURULAM,QLD,4825
30055,ALROY,QLD,4825
30056,ALSACE,QLD,4702
30057,ALTANDI,QLD,4109
30058,ALTON DOWNS,QLD,4702
30059,ALVA,QLD,4807
30060,AMAMOOR,QLD,4570
30061,AMAMOOR CREEK,QLD,4570
30062,AMAROO,QLD,4829
30063,AMBER,QLD,4871
30064,AMBERLEY,QLD,4306
30065,AMBROSE,QLD,4695
30066,AMBY,QLD,4462
30067,AMIENS,QLD,4352
30068,AMIENS,QLD,4380
30069,AMITY,QLD,4183
30070,AMITY POINT,QLD,4183
30071,ANAKIE,QLD,4702
30072,ANAKIE SIDING,QLD,4702
30073,ANDERGROVE,QLD,4740
30074,ANDERLEIGH,QLD,4570
30075,ANDROMACHE,QLD,4800
30076,ANDURAMBA,QLD,4355
30077,ANGELLALA,QLD,4455
30078,ANGLERS PARADISE,QLD,4216
30079,ANNANDALE,QLD,4814
30080,ANNERLEY,QLD,4103
30081,ANNERLEY DC,QLD,4103
30082,ANSTEAD,QLD,4070
30083,ANTHONY,QLD,4310
30084,ANTHONYS LAGOON,QLD,4825
30085,ANTIGUA,QLD,4650
30086,APPLE TREE CREEK,QLD,4660
30087,APPLETHORPE,QLD,4378
30088,ARALUEN,QLD,4570
30089,ARAMAC,QLD,4726
30090,ARAMARA,QLD,4620
30091,ARANA HILLS,QLD,4054
30092,ARANBANGA,QLD,4625
30093,ARATULA,QLD,4309
30094,ARBOUIN,QLD,4892
30095,ARCADIA,QLD,4819
30096,ARCADIA BAY,QLD,4819
30097,ARCADIA VALLEY,QLD,4454
30098,ARCHER RIVER,QLD,4892
30099,ARCHERFIELD,QLD,4108
30100,ARCHERFIELD BC,QLD,4108
30101,ARCTURUS,QLD,4702
30102,ARGOON,QLD,4702
30103,ARGYLL,QLD,4721
30104,ARKENDEITH,QLD,4806
30105,ARMSTRONG BEACH,QLD,4737
30106,ARMSTRONG CREEK,QLD,4520
30107,AROONA,QLD,4551
30108,ARRIGA,QLD,4880
30109,ARUNDEL,QLD,4214
30110,ARUNDEL BC,QLD,4214
30111,ARUNDEL DC,QLD,4214
30112,ASCOT,QLD,4007
30113,ASCOT,QLD,4359
30114,ASHFIELD,QLD,4670
30115,ASHGROVE,QLD,4060
30116,ASHGROVE EAST,QLD,4060
30117,ASHGROVE WEST,QLD,4060
30118,ASHMORE,QLD,4214
30119,ASHMORE CITY,QLD,4214
30120,ASHWELL,QLD,4340
30121,ASPLEY,QLD,4034
30122,ATHERTON,QLD,4883
30123,ATHOL,QLD,4350
30124,ATKINSONS DAM,QLD,4311
30125,AUBIGNY,QLD,4401
30126,AUBINVILLE,QLD,4650
30127,AUBURN,QLD,4413
30128,AUCHENFLOWER,QLD,4066
30129,AUGATHELLA,QLD,4477
30130,AUGUSTINE HEIGHTS,QLD,4300
30131,AUGUSTUS DOWNS,QLD,4830
30132,AURUKUN,QLD,4871
30133,AURUKUN,QLD,4892
30134,AUSTINVILLE,QLD,4213
30135,AUSTRALIA FAIR,QLD,4215
30136,AVENELL HEIGHTS,QLD,4670
30137,AVOCA,QLD,4670
30138,AVOCA VALE,QLD,4306
30139,AVOCA VALE,QLD,4314
30140,AVONDALE,QLD,4670
30141,AYR,QLD,4807
30142,AYTON,QLD,4895
30143,BABINDA,QLD,4861
30144,BACK PLAINS,QLD,4361
30145,BADDOW,QLD,4650
30146,BADU ISLAND,QLD,4875
30147,BAFFLE CREEK,QLD,4674
30148,BAFFLE WEST,QLD,4454
30149,BAHRS SCRUB,QLD,4207
30150,BAILEY CREEK,QLD,4873
30151,BAJOOL,QLD,4699
30152,BAKERS BEND,QLD,4470
30153,BAKERS CREEK,QLD,4740
30154,BAKING BOARD,QLD,4413
30155,BALBERRA,QLD,4740
30156,BALCOMBA,QLD,4702
30157,BALD HILLS,QLD,4036
30158,BALD KNOB,QLD,4552
30159,BALFES CREEK,QLD,4820
30160,BALGAL BEACH,QLD,4816
30161,BALGOWAN,QLD,4401
30162,BALINGOOL,QLD,4510
30163,BALL BAY,QLD,4741
30164,BALLANDEAN,QLD,4382
30165,BALLARD,QLD,4352
30166,BALLAROO,QLD,4455
30167,BALLOGIE,QLD,4610
30168,BALLYMORE,QLD,4059
30169,BALMORAL,QLD,4171
30170,BALMORAL RIDGE,QLD,4552
30171,BALNAGOWAN,QLD,4740
30172,BAMAGA,QLD,4876
30173,BAMBAROO,QLD,4850
30174,BAMBOO,QLD,4873
30175,BAMBOO CREEK,QLD,4860
30176,BAN BAN,QLD,4625
30177,BAN BAN SPRINGS,QLD,4625
30178,BANANA,QLD,4702
30179,BANCROFT,QLD,4630
30180,BANGALEE,QLD,4703
30181,BANKS CREEK,QLD,4306
30182,BANKS ISLAND,QLD,4875
30183,BANKS POCKET,QLD,4570
30184,BANKSIA BEACH,QLD,4507
30185,BANNOCKBURN,QLD,4207
30186,BANOON,QLD,4109
30187,BANYA,QLD,4551
30188,BANYO,QLD,4014
30189,BAPAUME,QLD,4352
30190,BARAKULA,QLD,4413
30191,BARALABA,QLD,4702
30192,BARAMBAH,QLD,4601
30193,BARCALDINE,QLD,4725
30194,BARCALDINE DOWNS,QLD,4725
30195,BARDON,QLD,4065
30196,BARDON WEST,QLD,4065
30197,BAREE,QLD,4714
30198,BARELLAN POINT,QLD,4306
30199,BARGARA,QLD,4670
30200,BARGUNYAH,QLD,4465
30201,BARGUNYAH,QLD,4488
30202,BARINGA,QLD,4551
30203,BARKER CREEK FLAT,QLD,4615
30204,BARKLY,QLD,4825
30205,BARLIL,QLD,4605
30206,BARLOWS HILL,QLD,4703
30207,BARLYNE,QLD,4625
30208,BARMARYEE,QLD,4703
30209,BARMOYA,QLD,4703
30210,BARMUNDU,QLD,4680
30211,BARNARD,QLD,4702
30212,BARNEY POINT,QLD,4680
30213,BARNEY VIEW,QLD,4287
30214,BAROON POCKET,QLD,4552
30215,BAROONA,QLD,4064
30216,BAROONDAH,QLD,4420
30217,BARRAMORNIE,QLD,4416
30218,BARRATTA,QLD,4809
30219,BARRINE,QLD,4872
30220,BARRINGHA,QLD,4816
30221,BARRINGUN,QLD,4490
30222,BARRON,QLD,4878
