rowid,suburb_name,state,postcode,ssc,candidate_ssc1,candidate_ssc2,candidate_ssc3,score1,score2,score3,matched_canonical_key1,matched_canonical_key2,matched_canonical_key3
44847,BO PEEP,NSW,,,13829,13960,10356,74,70,67,PEEL|NSW,PYREE|NSW,BEN VENUE|NSW
44849,CAPE CLEAR,NSW,,,20565,10923,10983,79,75,75,CAPE CLEAR|VIC,CALARE|NSW,CAPEEN|NSW
44853,CHEPSTOWE,NSW,,,11086,20648,11106,79,77,74,CHARLESTOWN|NSW,CHEPSTOWE|VIC,CHICHESTER|NSW
44864,MININERA,NSW,,,10447,12453,12455,78,78,78,BINDERA|NSW,JINDERA|NSW,JINGERA|NSW
44866,MORTCHUP,NSW,,,13287,12023,12994,78,76,76,MORPETH|NSW,GOCUP|NSW,MARCH|NSW
44874,PIGGOREET,NSW,,,13867,13890,13960,77,73,73,PIGGABEEN|NSW,PIORA|NSW,PYREE|NSW
44886,SMYTHESDALE,NSW,,,14107,14792,15283,74,74,74,ROSEDALE|NSW,THE VALE|NSW,WESTDALE|NSW
44906,BLOWHARD,NSW,,,10323,10348,12911,78,78,78,BELFORD|NSW,BELOWRA|NSW,LOWTHER|NSW
44919,BURRUMBEET,NSW,,,20511,10882,13442,79,77,77,BURRUMBEET|VIC,BURRUMBUTTOCK|NSW,MURRUMBO|NSW
44946,ERCILDOUNE,NSW,,,21049,11149,13521,79,75,72,ERCILDOUNE|VIC,CLUNES|NSW,NERICON|NSW
44948,GARIBALDI,NSW,,,21151,10087,11906,77,75,75,GARIBALDI|VIC,ARCADIA|NSW,GARLAND|NSW
44962,LAMPLOUGH,NSW,,,21743,12885,11687,77,73,72,LAMPLOUGH|VIC,LOUTH|NSW,ELLALONG|NSW
44976,MINERS REST,NSW,,,14376,14382,22031,77,74,73,ST IVES|NSW,ST MARYS|NSW,MINERS REST|VIC
44993,NAVIGATORS,NSW,,,22288,12756,13562,79,74,72,NAVIGATORS|VIC,LAVINGTON|NSW,NGARIGO|NSW
44995,POOTILLA,NSW,,,13870,13928,13722,78,77,76,PILLIGA|NSW,POTTSVILLE|NSW,OOTHA|NSW
44999,SCOTSBURN,NSW,,,13737,14203,14214,75,73,73,OSBORNE|NSW,SATUR|NSW,SCONE|NSW
45003,SULKY,NSW,,,15047,14972,14116,78,75,74,UROLY|NSW,UKI|NSW,ROSLYN|NSW
45015,WERNETH,NSW,,,13697,15232,15243,76,75,75,OBERNE|NSW,WEETHALLE|NSW,WENTWORTH|NSW
45034,SCOTSMANS LEAD,NSW,,,14220,22704,14217,79,78,76,SCOTTS HEAD|NSW,SCOTSMANS LEAD|VIC,SCOTLAND ISLAND|NSW
45042,MANNIBADAR,NSW,,,21902,12966,12943,79,78,77,MANNIBADAR|VIC,MANAR|NSW,MAIANBAR|NSW
45052,SKIPTON,NSW,,,14410,13815,13834,78,76,76,STOCKTON|NSW,PAXTON|NSW,PELTON|NSW
45071,BLAMPIED,NSW,,,10964,10510,11704,78,77,77,CAMPSIE|NSW,BLOOMFIELD|NSW,EMPIRE BAY|NSW
45101,SMOKEY TOWN,NSW,,,14298,14410,22770,74,74,73,SOMERTON|NSW,STOCKTON|NSW,SMOKEY TOWN|VIC
45103,SMOKEYTOWN,NSW,,,14298,14410,14228,77,77,75,SOMERTON|NSW,STOCKTON|NSW,SEFTON|NSW
45105,SPRINGMOUNT,NSW,,,13961,14365,41676,77,76,74,PYRMONT|NSW,SPRINGWOOD|NSW,SPRINGTON|SA
45118,AMHERST,NSW,,,10287,10028,13104,78,76,76,BATHURST|NSW,ALBERT|NSW,MERNOT|NSW
45122,CARALULUP,NSW,,,20574,10084,10086,77,75,75,CARALULUP|VIC,ARALUEN|NSW,ARATULA|NSW
45128,LILLICUR,NSW,,,12571,21795,13154,75,75,73,KILLCARE|NSW,LILLICUR|VIC,MILLER|NSW
45198,JALLUKUR,NSW,,,21503,10031,10129,75,73,73,JALLUKUR|VIC,ALBURY|NSW,AUBURN|NSW
45214,RHYMNEY,NSW,,,14630,14004,14159,76,75,74,SYDNEY|NSW,RATHMINES|NSW,RYAN|NSW
45217,ROSSBRIDGE,NSW,,,14390,14119,14101,79,78,77,STANBRIDGE|NSW,ROSSI|NSW,ROSEBERG|NSW
45225,YALLA-Y-POORA,NSW,,,23479,14141,13773,76,71,67,YALLA-Y-POORA|VIC,ROYALLA|NSW,PALLAL|NSW
45231,MAFEKING,NSW,,,12997,13085,13103,78,78,78,MARENGO|NSW,MELINGA|NSW,MERINGO|NSW
45237,WICKLIFFE,NSW,,,15156,23350,51859,79,77,74,WARNECLIFFE|NSW,WICKLIFFE|VIC,WITCHCLIFFE|WA
45247,MOKEPILLY,NSW,,,22070,13112,13206,77,75,75,MOKEPILLY|VIC,MERRILL|NSW,MOGILLA|NSW
45266,DEEP LEAD,NSW,,,20872,10361,11492,77,72,72,DEEP LEAD|VIC,BENDEELA|NSW,DELEGATE|NSW
45278,JOEL JOEL,NSW,,,21528,12026,12459,77,75,74,JOEL JOEL|VIC,GOL GOL|NSW,JOLLY NOSE|NSW
45284,LAKE FYANS,NSW,,,12710,12715,21720,79,79,79,LAKE HAVEN|NSW,LAKE INNES|NSW,LAKE FYANS|VIC
45311,NAVARRE,NSW,,,13470,10923,13484,78,76,76,NACURRIE|NSW,CALARE|NSW,NARARA|NSW
45321,LEDCOURT,NSW,,,12783,12786,12885,77,76,76,LETCHWORTH|NSW,LEURA|NSW,LOUTH|NSW
45333,RUPANYUP,NSW,,,13790,13814,13987,70,70,70,PANUARA|NSW,PAUPONG|NSW,RABY|NSW
45359,KELLALAC,NSW,,,10331,12567,11687,78,78,75,BELLATA|NSW,KILLARA|NSW,ELLALONG|NSW
45373,REEDY DAM,NSW,,,14015,14697,14029,72,72,71,RED HEAD|NSW,TAREE DC|NSW,REEDY CREEK|NSW
45378,HOPEVALE,NSW,,,50746,10965,11181,77,75,75,HOPE VALLEY|WA,CAMPVALE|NSW,COLEDALE|NSW
