rowid,suburb_name,state,postcode,previous_ssc,new_ssc,candidate_ssc,score
31684,AILSA,NSW,,,13146,13146,82
45347,AILSA,NSW,,,13146,13146,82
31060,AINTREE,NSW,,,11818,11818,82
44723,AINTREE,NSW,,,11818,11818,82
30352,AIRE VALLEY,NSW,,,12106,12106,84
44015,AIRE VALLEY,NSW,,,12106,12106,84
30319,AIREYS INLET,NSW,,,20015,20015,81
43982,AIREYS INLET,NSW,,,20015,20015,81
29401,AIRPORT WEST,NSW,,,20017,20017,81
43064,AIRPORT WEST,NSW,,,20017,20017,81
30156,ALBERT PARK,NSW,,,10402,10402,83
43819,ALBERT PARK,NSW,,,10402,10402,83
30647,ALLANSFORD,NSW,,,10497,10497,81
44310,ALLANSFORD,NSW,,,10497,10497,81
29306,ALTONA EAST,NSW,,,11630,11630,84
42969,ALTONA EAST,NSW,,,11630,11630,84
29308,ALTONA GATE,NSW,,,20039,20039,80
42971,ALTONA GATE,NSW,,,20039,20039,80
29322,ALTONA MEADOWS,NSW,,,20040,20040,83
42985,ALTONA MEADOWS,NSW,,,20040,20040,83
31511,AMPHITHEATRE,NSW,,,20046,20046,81
45174,AMPHITHEATRE,NSW,,,20046,20046,81
30171,ANAKIE,NSW,,,10971,10971,80
43834,ANAKIE,NSW,,,10971,10971,80
31686,ANGIP,NSW,,,10971,10971,84
45349,ANGIP,NSW,,,10971,10971,84
30317,ANGLESEA,NSW,,,10218,10218,83
43980,ANGLESEA,NSW,,,10218,10218,83
31515,ARARAT EAST,NSW,,,20063,20063,80
45178,ARARAT EAST,NSW,,,20063,20063,80
29278,ARDEER,NSW,,,10007,10007,82
42941,ARDEER,NSW,,,10007,10007,82
31517,ARMSTRONG,NSW,,,10099,10099,80
45180,ARMSTRONG,NSW,,,10099,10099,80
30215,ARMSTRONG CREEK,NSW,,,30106,30106,84
43878,ARMSTRONG CREEK,NSW,,,30106,30106,84
29349,ASCOT VALE,NSW,,,11202,11202,81
43012,ASCOT VALE,NSW,,,11202,11202,81
29872,ASHBURTON,NSW,,,10113,10113,83
43535,ASHBURTON,NSW,,,10113,10113,83
30094,ASPENDALE,NSW,,,10151,10151,80
43757,ASPENDALE,NSW,,,10151,10151,80
31688,AUBREY,NSW,,,10031,10031,80
45351,AUBREY,NSW,,,10031,10031,80
30582,AYRFORD,NSW,,,10120,10120,82
44245,AYRFORD,NSW,,,10120,10120,82
31089,BACCHUS MARSH,NSW,,,20110,20110,82
44752,BACCHUS MARSH,NSW,,,20110,20110,82
30874,BAHGALLAH,NSW,,,10368,10368,80
44537,BAHGALLAH,NSW,,,10368,10368,80
31142,BAKERY HILL,NSW,,,10474,10474,83
44805,BAKERY HILL,NSW,,,10474,10474,83
30663,BALLANGEICH,NSW,,,20126,20126,80
44326,BALLANGEICH,NSW,,,20126,20126,80
31357,BALLARAT MC,NSW,,,20132,20132,80
45020,BALLARAT MC,NSW,,,20132,20132,80
31150,BALLARAT NORTH,NSW,,,20133,20133,83
44813,BALLARAT NORTH,NSW,,,20133,20133,83
29650,BALWYN,NSW,,,10186,10186,82
43313,BALWYN,NSW,,,10186,10186,82
29652,BALWYN EAST,NSW,,,10208,10208,84
43315,BALWYN EAST,NSW,,,10208,10208,84
29660,BALWYN NORTH,NSW,,,13606,13606,84
43323,BALWYN NORTH,NSW,,,13606,13606,84
31038,BAMGANIE,NSW,,,10196,10196,80
44701,BAMGANIE,NSW,,,10196,10196,80
30000,BANGHOLME,NSW,,,10221,10221,82
43663,BANGHOLME,NSW,,,10221,10221,82
31022,BANNOCKBURN,NSW,,,30185,30185,80
44685,BANNOCKBURN,NSW,,,30185,30185,80
31668,BANYENA,NSW,,,10232,10232,82
45331,BANYENA,NSW,,,10232,10232,82
29587,BANYULE,NSW,,,10796,10796,80
43250,BANYULE,NSW,,,10796,10796,80
31592,BARKLY,NSW,,,10025,10025,84
45255,BARKLY,NSW,,,10025,10025,84
31241,BARKSTEAD,NSW,,,10099,10099,80
44904,BARKSTEAD,NSW,,,10099,10099,80
30410,BARWON DOWNS,NSW,,,20195,20195,81
44073,BARWON DOWNS,NSW,,,20195,20195,81
30303,BARWON HEADS,NSW,,,10729,10729,84
43966,BARWON HEADS,NSW,,,10729,10729,84
30173,BATESFORD,NSW,,,10120,10120,83
43836,BATESFORD,NSW,,,10120,10120,83
31505,BAYINDEEN,NSW,,,10826,10826,80
45168,BAYINDEEN,NSW,,,10826,10826,80
29909,BAYSWATER NORTH,NSW,,,20211,20211,84
43572,BAYSWATER NORTH,NSW,,,20211,20211,84
30476,BEEAC,NSW,,,10691,10691,84
44139,BEEAC,NSW,,,10691,10691,84
30354,BEECH FOREST,NSW,,,10166,10166,84
44017,BEECH FOREST,NSW,,,10166,10166,84
29815,BEENAK,NSW,,,10826,10826,82
43478,BEENAK,NSW,,,10826,10826,82
29934,BELGRAVE SOUTH,NSW,,,10413,10413,82
43597,BELGRAVE SOUTH,NSW,,,10413,10413,82
31580,BELLELLEN,NSW,,,11394,11394,80
45243,BELLELLEN,NSW,,,11394,11394,80
30311,BELLS BEACH,NSW,,,10518,10518,84
43974,BELLS BEACH,NSW,,,10518,10518,84
30981,BENAYEO,NSW,,,10358,10358,82
44644,BENAYEO,NSW,,,10358,10358,82
29732,BENNETTSWOOD,NSW,,,20267,20267,81
43395,BENNETTSWOOD,NSW,,,20267,20267,81
29958,BENTLEIGH EAST,NSW,,,20270,20270,83
43621,BENTLEIGH EAST,NSW,,,20270,20270,83
30340,BENWERRIN,NSW,,,10695,10695,81
44003,BENWERRIN,NSW,,,10695,10695,81
31123,BEREMBOKE,NSW,,,10351,10351,83
44786,BEREMBOKE,NSW,,,10351,10351,83
30993,BERRYBANK,NSW,,,10398,10398,82
44656,BERRYBANK,NSW,,,10398,10398,82
30814,BESSIEBELLE,NSW,,,20282,20282,80
44477,BESSIEBELLE,NSW,,,20282,20282,80
31706,BEULAH,NSW,,,10797,10797,84
45369,BEULAH,NSW,,,10797,10797,84
30408,BIRREGURRA,NSW,,,10466,10466,80
44071,BIRREGURRA,NSW,,,10466,10466,80
30083,BLACK ROCK,NSW,,,14072,14072,81
43746,BLACK ROCK,NSW,,,14072,14072,81
30085,BLACK ROCK NORTH,NSW,,,13613,13613,80
43748,BLACK ROCK NORTH,NSW,,,13613,13613,80
29764,BLACKBURN NORTH,NSW,,,20313,20313,84
43427,BLACKBURN NORTH,NSW,,,20313,20313,84
30771,BOCHARA,NSW,,,10240,10240,84
44434,BOCHARA,NSW,,,10240,10240,84
30108,BONBEACH,NSW,,,10719,10719,83
43771,BONBEACH,NSW,,,10719,10719,83
31052,BONNIE BROOK,NSW,,,20345,20345,81
44715,BONNIE BROOK,NSW,,,20345,20345,81
30488,BOOKAAR,NSW,,,10738,10738,83
44151,BOOKAAR,NSW,,,10738,10738,83
31678,BOOLITE,NSW,,,10535,10535,82
45341,BOOLITE,NSW,,,10535,10535,82
30490,BOSTOCKS CREEK,NSW,,,20372,20372,83
44153,BOSTOCKS CREEK,NSW,,,20372,20372,83
31385,BRADVALE,NSW,,,10201,10201,83
45048,BRADVALE,NSW,,,10201,10201,83
30098,BRAESIDE,NSW,,,10679,10679,82
43761,BRAESIDE,NSW,,,10679,10679,82
29890,BRANDON PARK,NSW,,,10682,10682,83
43553,BRANDON PARK,NSW,,,10682,10682,83
30800,BRANXHOLME,NSW,,,60073,60073,81
44463,BRANXHOLME,NSW,,,60073,60073,81
29258,BRAYBROOK NORTH,NSW,,,20395,20395,84
42921,BRAYBROOK NORTH,NSW,,,20395,20395,84
30804,BREAKAWAY CREEK,NSW,,,10686,10686,84
44467,BREAKAWAY CREEK,NSW,,,10686,10686,84
30305,BREAMLEA,NSW,,,10374,10374,82
43968,BREAMLEA,NSW,,,10374,10374,82
29770,BRENTFORD SQUARE,NSW,,,20400,20400,80
43433,BRENTFORD SQUARE,NSW,,,20400,20400,80
31248,BREWSTER,NSW,,,12703,12703,83
44911,BREWSTER,NSW,,,12703,12703,83
31582,BRIDGE INN,NSW,,,13438,13438,84
45245,BRIDGE INN,NSW,,,13438,13438,84
31676,BRIM,NSW,,,10396,10396,84
45339,BRIM,NSW,,,10396,10396,84
30876,BRIMBOAL,NSW,,,10242,10242,83
44539,BRIMBOAL,NSW,,,10242,10242,83
30983,BRINGALBERT,NSW,,,10028,10028,80
44646,BRINGALBERT,NSW,,,10028,10028,80
30584,BRUCKNELL,NSW,,,10827,10827,80
44247,BRUCKNELL,NSW,,,10827,10827,80
29465,BRUNSWICK LOWER,NSW,,,20441,20441,84
43128,BRUNSWICK LOWER,NSW,,,20441,20441,84
29467,BRUNSWICK NORTH,NSW,,,20442,20442,84
43130,BRUNSWICK NORTH,NSW,,,20442,20442,84
29457,BRUNSWICK WEST,NSW,,,20444,20444,83
43120,BRUNSWICK WEST,NSW,,,20444,20444,83
30774,BUCKLEY SWAMP,NSW,,,10479,10479,81
44437,BUCKLEY SWAMP,NSW,,,10479,10479,81
30561,BULLAHARRE,NSW,,,10807,10807,81
44224,BULLAHARRE,NSW,,,10807,10807,81
29666,BULLEEN SOUTH,NSW,,,14303,14303,82
43329,BULLEEN SOUTH,NSW,,,14303,14303,82
31127,BUNDING,NSW,,,10661,10661,82
44790,BUNDING,NSW,,,10661,10661,82
31369,BUNINYONG,NSW,,,10445,10445,80
45032,BUNINYONG,NSW,,,10445,10445,80
31254,BUNKERS HILL,NSW,,,10764,10764,81
44917,BUNKERS HILL,NSW,,,10764,10764,81
31457,BURNBANK,NSW,,,10847,10847,82
45120,BURNBANK,NSW,,,10847,10847,82
29896,BURWOOD EAST,NSW,,,10886,10886,81
43559,BURWOOD EAST,NSW,,,10886,10886,81
30768,BYADUK NORTH,NSW,,,13592,13592,81
44431,BYADUK NORTH,NSW,,,13592,13592,81
31412,CABBAGE TREE,NSW,,,10910,10910,82
45075,CABBAGE TREE,NSW,,,10910,10910,82
29286,CAIRNLEA,NSW,,,10956,10956,82
42949,CAIRNLEA,NSW,,,10956,10956,82
31597,CALLAWADDA,NSW,,,10047,10047,80
45260,CALLAWADDA,NSW,,,10047,10047,80
29724,CAMBERWELL SOUTH,NSW,,,10940,10940,82
43387,CAMBERWELL SOUTH,NSW,,,10940,10940,82
31258,CAMBRIAN HILL,NSW,,,20547,20547,82
44921,CAMBRIAN HILL,NSW,,,20547,20547,82
29493,CAMPBELLFIELD,NSW,,,10322,10322,83
43156,CAMPBELLFIELD,NSW,,,10322,10322,83
31692,CANNUM,NSW,,,12987,12987,80
45355,CANNUM,NSW,,,12987,12987,80
30637,CARAMUT,NSW,,,11009,11009,82
44300,CARAMUT,NSW,,,11009,11009,82
30878,CARAPOOK,NSW,,,11012,11012,82
44541,CARAPOOK,NSW,,,11012,11012,82
31044,CARGERIE,NSW,,,10915,10915,82
44707,CARGERIE,NSW,,,10915,10915,82
30376,CARLISLE RIVER,NSW,,,12840,12840,82
44039,CARLISLE RIVER,NSW,,,12840,12840,82
29950,CARNEGIE,NSW,,,10971,10971,82
43613,CARNEGIE,NSW,,,10971,10971,82
29288,CAROLINE SPRINGS,NSW,,,20599,20599,80
42951,CAROLINE SPRINGS,NSW,,,20599,20599,80
30116,CARRUM,NSW,,,11016,11016,82
43779,CARRUM,NSW,,,11016,11016,82
30140,CARRUM DOWNS,NSW,,,20608,20608,81
43803,CARRUM DOWNS,NSW,,,20608,20608,81
30843,CASHMORE,NSW,,,11131,11131,83
44506,CASHMORE,NSW,,,11131,11131,83
29856,CAULFIELD EAST,NSW,,,20623,20623,83
43519,CAULFIELD EAST,NSW,,,20623,20623,83
29944,CAULFIELD SOUTH,NSW,,,11711,11711,83
43607,CAULFIELD SOUTH,NSW,,,11711,11711,83
31264,CHAPEL FLAT,NSW,,,20634,20634,80
44927,CHAPEL FLAT,NSW,,,20634,20634,80
29836,CHAPEL STREET NORTH,NSW,,,20635,20635,83
43499,CHAPEL STREET NORTH,NSW,,,20635,20635,83
30378,CHAPPLE VALE,NSW,,,10974,10974,84
44041,CHAPPLE VALE,NSW,,,10974,10974,84
30110,CHELSEA,NSW,,,11102,11102,80
43773,CHELSEA,NSW,,,11102,11102,80
30112,CHELSEA HEIGHTS,NSW,,,20644,20644,84
43775,CHELSEA HEIGHTS,NSW,,,20644,20644,84
31476,CHUTE,NSW,,,12359,12359,80
45139,CHUTE,NSW,,,12359,12359,80
29978,CLAYTON SOUTH,NSW,,,14311,14311,82
43641,CLAYTON SOUTH,NSW,,,14311,14311,82
29517,CLIFTON HILL,NSW,,,11140,11140,81
43180,CLIFTON HILL,NSW,,,11140,11140,81
30927,CLOVER FLAT,NSW,,,11332,11332,81
44590,CLOVER FLAT,NSW,,,11332,11332,81
29960,COATESVILLE,NSW,,,11130,11130,83
43623,COATESVILLE,NSW,,,11130,11130,83
30563,COBDEN,NSW,,,10783,10783,80
44226,COBDEN,NSW,,,10783,10783,80
30565,COBRICO,NSW,,,10391,10391,82
44228,COBRICO,NSW,,,10391,10391,82
29479,COBURG NORTH,NSW,,,12069,12069,82
43142,COBURG NORTH,NSW,,,12069,12069,82
29336,COCOROC,NSW,,,11218,11218,82
42999,COCOROC,NSW,,,11218,11218,82
31095,COIMADAI,NSW,,,11205,11205,82
44758,COIMADAI,NSW,,,11205,11205,82
30470,COLAC EAST,NSW,,,11633,11633,83
44133,COLAC EAST,NSW,,,11633,11633,83
30472,COLAC WEST,NSW,,,15264,15264,83
44135,COLAC WEST,NSW,,,15264,15264,83
31601,CONCONGELLA,NSW,,,20737,20737,80
45264,CONCONGELLA,NSW,,,20737,20737,80
30963,CONNEWIRRICOO,NSW,,,20744,20744,82
44626,CONNEWIRRICOO,NSW,,,20744,20744,82
30931,COOJAR,NSW,,,11160,11160,84
44594,COOJAR,NSW,,,11160,11160,84
30586,COORIEMUNGLE,NSW,,,20756,20756,81
44249,COORIEMUNGLE,NSW,,,20756,20756,81
31272,CORINDHAP,NSW,,,10999,10999,83
44935,CORINDHAP,NSW,,,10999,10999,83
30179,CORIO,NSW,,,11294,11294,84
43842,CORIO,NSW,,,11294,11294,84
30486,COROROOKE,NSW,,,10615,10615,83
44149,COROROOKE,NSW,,,10615,10615,83
29637,COTTLES BRIDGE,NSW,,,20782,20782,83
43300,COTTLES BRIDGE,NSW,,,20782,20782,83
30991,CRESSY,NSW,,,60147,60147,80
44654,CRESSY,NSW,,,60147,60147,80
31391,CRESWICK,NSW,,,11116,11116,83
45054,CRESWICK,NSW,,,11116,11116,83
31393,CRESWICK NORTH,NSW,,,20803,20803,83
45056,CRESWICK NORTH,NSW,,,20803,20803,83
29391,CROSS KEYS,NSW,,,12589,12589,83
43054,CROSS KEYS,NSW,,,12589,12589,83
30686,CROSSLEY,NSW,,,11371,11371,81
44349,CROSSLEY,NSW,,,11371,11371,81
29803,CROYDON HILLS,NSW,,,20815,20815,82
43466,CROYDON HILLS,NSW,,,20815,20815,82
29805,CROYDON NORTH,NSW,,,20816,20816,82
43468,CROYDON NORTH,NSW,,,20816,20816,82
30478,CUNDARE,NSW,,,10833,10833,82
44141,CUNDARE,NSW,,,10833,10833,82
30480,CUNDARE NORTH,NSW,,,13605,13605,83
44143,CUNDARE NORTH,NSW,,,13605,13605,83
30592,CURDIES RIVER,NSW,,,11068,11068,81
44255,CURDIES RIVER,NSW,,,11068,11068,81
30004,DANDENONG EAST,NSW,,,20844,20844,83
43667,DANDENONG EAST,NSW,,,20844,20844,83
30006,DANDENONG NORTH,NSW,,,20845,20845,84
43669,DANDENONG NORTH,NSW,,,20845,20845,84
29956,DANDENONG SOUTH,NSW,,,10951,10951,80
43619,DANDENONG SOUTH,NSW,,,10951,10951,80
29862,DARLING SOUTH,NSW,,,11002,11002,83
43525,DARLING SOUTH,NSW,,,11002,11002,83
30219,DEAKIN UNIVERSITY,NSW,,,20864,20864,81
43882,DEAKIN UNIVERSITY,NSW,,,20864,20864,81
30344,DEANS MARSH,NSW,,,20867,20867,80
44007,DEANS MARSH,NSW,,,20867,20867,80
31062,DEANSIDE,NSW,,,10152,10152,83
44725,DEANSIDE,NSW,,,10152,10152,83
29656,DEEPDENE DC,NSW,,,20874,20874,80
43319,DEEPDENE DC,NSW,,,20874,20874,80
29292,DEER PARK NORTH,NSW,,,11665,11665,80
42955,DEER PARK NORTH,NSW,,,11665,11665,80
30051,DENDY,NSW,,,11451,11451,84
43714,DENDY,NSW,,,11451,11451,84
31527,DENICULL CREEK,NSW,,,20886,20886,83
45190,DENICULL CREEK,NSW,,,20886,20886,83
31276,DEREEL,NSW,,,11599,11599,82
44939,DEREEL,NSW,,,11599,11599,82
31004,DERRINALLUM,NSW,,,20896,20896,80
44667,DERRINALLUM,NSW,,,20896,20896,80
29988,DINGLEY VILLAGE,NSW,,,20911,20911,84
43651,DINGLEY VILLAGE,NSW,,,20911,20911,84
31529,DOBIE,NSW,,,11618,11618,80
45192,DOBIE,NSW,,,11618,11618,80
29218,DOCKLANDS,NSW,,,10739,10739,81
42881,DOCKLANDS,NSW,,,10739,10739,81
29674,DONCASTER EAST,NSW,,,20927,20927,83
43337,DONCASTER EAST,NSW,,,20927,20927,83
29682,DONVALE,NSW,,,13233,13233,82
43345,DONVALE,NSW,,,13233,13233,82
30884,DORODONG,NSW,,,12634,12634,83
44547,DORODONG,NSW,,,12634,12634,83
30012,DOVETON,NSW,,,11289,11289,82
43675,DOVETON,NSW,,,11289,11289,82
30436,DREEITE SOUTH,NSW,,,11303,11303,81
44099,DREEITE SOUTH,NSW,,,11303,11303,81
31461,DUNACH,NSW,,,11612,11612,82
45124,DUNACH,NSW,,,11612,11612,82
30629,DUNDONNELL,NSW,,,11604,11604,80
44292,DUNDONNELL,NSW,,,11604,11604,80
31531,DUNNEWORTHY,NSW,,,20971,20971,80
45194,DUNNEWORTHY,NSW,,,20971,20971,80
31278,DUNNSTOWN,NSW,,,11601,11601,80
44941,DUNNSTOWN,NSW,,,11601,11601,80
30886,DUNROBIN,NSW,,,11605,11605,82
44549,DUNROBIN,NSW,,,11605,11605,82
31131,DURDIDWARRAH,NSW,,,20975,20975,81
44794,DURDIDWARRAH,NSW,,,20975,20975,81
31280,DURHAM LEAD,NSW,,,20976,20976,80
44943,DURHAM LEAD,NSW,,,20976,20976,80
30235,EAST GEELONG,NSW,,,20990,20990,81
43898,EAST GEELONG,NSW,,,20990,20990,81
29204,EAST MELBOURNE,NSW,,,20992,20992,83
42867,EAST MELBOURNE,NSW,,,20992,20992,83
30322,EASTERN VIEW,NSW,,,20998,20998,81
43985,EASTERN VIEW,NSW,,,20998,20998,81
30965,EDENHOPE,NSW,,,11663,11663,80
44628,EDENHOPE,NSW,,,11663,11663,80
30114,EDITHVALE,NSW,,,11670,11670,82
43777,EDITHVALE,NSW,,,11670,11670,82
31046,ELAINE,NSW,,,11712,11712,82
44709,ELAINE,NSW,,,11712,11712,82
30567,ELINGAMITE,NSW,,,13085,13085,80
44230,ELINGAMITE,NSW,,,13085,13085,80
30041,ELSTERNWICK,NSW,,,21031,21031,80
43704,ELSTERNWICK,NSW,,,21031,21031,80
29624,ELTHAM NORTH,NSW,,,13585,13585,83
43287,ELTHAM NORTH,NSW,,,13585,13585,83
29387,ESSENDON,NSW,,,11738,11738,80
43050,ESSENDON,NSW,,,11738,11738,80
29393,ESSENDON FIELDS,NSW,,,21055,21055,84
43056,ESSENDON FIELDS,NSW,,,21055,21055,84
29395,ESSENDON NORTH,NSW,,,21056,21056,83
43058,ESSENDON NORTH,NSW,,,21056,21056,83
29389,ESSENDON WEST,NSW,,,11076,11076,82
43052,ESSENDON WEST,NSW,,,11076,11076,82
30014,EUMEMMERRING,NSW,,,21058,21058,81
43677,EUMEMMERRING,NSW,,,21058,21058,81
30482,EURACK,NSW,,,12786,12786,84
44145,EURACK,NSW,,,12786,12786,84
31463,EVANSFORD,NSW,,,10120,10120,83
45126,EVANSFORD,NSW,,,10120,10120,83
31533,EVERSLEY,NSW,,,12508,12508,83
45196,EVERSLEY,NSW,,,12508,12508,83
30324,FAIRHAVEN,NSW,,,11092,11092,81
43987,FAIRHAVEN,NSW,,,11092,11092,81
29489,FAWKNER EAST,NSW,,,21079,21079,81
43152,FAWKNER EAST,NSW,,,21079,21079,81
29491,FAWKNER NORTH,NSW,,,21080,21080,82
43154,FAWKNER NORTH,NSW,,,21080,21080,82
29296,FIELDSTONE,NSW,,,11963,11963,81
42959,FIELDSTONE,NSW,,,11963,11963,81
31133,FISKVILLE,NSW,,,12823,12823,81
44796,FISKVILLE,NSW,,,12823,12823,81
29519,FITZROY NORTH,NSW,,,21098,21098,82
43182,FITZROY NORTH,NSW,,,21098,21098,82
30535,FRAMLINGHAM,NSW,,,21122,21122,80
44198,FRAMLINGHAM,NSW,,,21122,21122,80
30126,FRANKSTON EAST,NSW,,,21126,21126,83
43789,FRANKSTON EAST,NSW,,,21126,21126,83
30130,FRANKSTON SOUTH,NSW,,,14311,14311,83
43793,FRANKSTON SOUTH,NSW,,,14311,14311,83
30221,FYANSFORD,NSW,,,10120,10120,83
43884,FYANSFORD,NSW,,,10120,10120,83
30160,GARDEN CITY,NSW,,,21147,21147,80
43823,GARDEN CITY,NSW,,,21147,21147,80
30043,GARDENVALE,NSW,,,12110,12110,81
43706,GARDENVALE,NSW,,,12110,12110,81
30539,GARVOC,NSW,,,10148,10148,84
44202,GARVOC,NSW,,,10148,10148,84
30190,GEELONG NORTH,NSW,,,10342,10342,82
43853,GEELONG NORTH,NSW,,,10342,10342,82
30223,GEELONG WEST,NSW,,,11745,11745,82
43886,GEELONG WEST,NSW,,,11745,11745,82
30380,GELLIBRAND,NSW,,,11688,11688,83
44043,GELLIBRAND,NSW,,,11688,11688,83
30412,GERANGAMETE,NSW,,,11899,11899,80
44075,GERANGAMETE,NSW,,,11899,11899,80
31607,GERMANIA,NSW,,,12081,12081,82
45270,GERMANIA,NSW,,,12081,12081,82
