SAL_CODE_2021,SAL_NAME,Total_Population,Median_Age,Median_Income,Household_Size,STATE_NAME,Census_Year
SAL22698,Warragul,19856,40,1563,2.5,VIC,2021
SAL22699,Warragul South,280,42,2143,3.0,VIC,2021
SAL22700,Warragul West,33,53,1187,2.6,VIC,2021
SAL22701,Warrak,68,43,2036,2.5,VIC,2021
SAL22702,Warrandyte,5541,45,2742,3.0,VIC,2021
SAL22703,Warrandyte South,671,45,3181,3.3,VIC,2021
SAL22704,Warranwood,4820,41,2852,3.1,VIC,2021
SAL22705,Warrayure,50,44,1562,3.1,VIC,2021
SAL22706,Warrenbayne,144,58,1416,2.2,VIC,2021
SAL22707,Warrenheip,721,41,1687,2.8,VIC,2021
SAL22708,Warrenmang,16,60,1316,1.9,VIC,2021
SAL22709,Warrion,204,50,1213,2.5,VIC,2021
SAL22710,Warrnambool,31308,42,1385,2.3,VIC,2021
SAL22711,Warrock,46,45,1875,2.4,VIC,2021
SAL22712,Warrong,77,38,1916,2.8,VIC,2021
SAL22713,Wartook,88,52,1274,2.0,VIC,2021
SAL22714,Watchem,124,56,1031,2.1,VIC,2021
SAL22715,Watchem West,29,37,1875,2.2,VIC,2021
SAL22716,Watchupga,43,43,966,2.3,VIC,2021
SAL22717,Waterford Park,217,37,1571,2.6,VIC,2021
SAL22718,Waterholes,12,60,824,1.5,VIC,2021
SAL22719,Waterloo (Vic.),122,50,1093,2.2,VIC,2021
SAL22720,Waterways,2422,41,3013,3.3,VIC,2021
SAL22721,Watsonia,5352,38,1883,2.5,VIC,2021
SAL22722,Watsonia North,3799,41,2069,2.7,VIC,2021
SAL22723,Watsons Creek (Vic.),58,35,3750,3.4,VIC,2021
SAL22724,Wattle Bank,250,41,1812,2.9,VIC,2021
SAL22725,Wattle Creek,0,0,0,0.0,VIC,2021
SAL22726,Wattle Flat (Vic.),104,54,2250,2.7,VIC,2021
SAL22727,Wattle Glen,1911,42,2425,3.0,VIC,2021
SAL22728,Wattle Hill (Vic.),11,49,1125,2.0,VIC,2021
SAL22729,Waubra,308,47,1354,2.5,VIC,2021
SAL22730,Waurn Ponds,4956,27,2286,3.0,VIC,2021
SAL22731,Waygara,20,25,1625,3.8,VIC,2021
SAL22732,Weatherboard,52,56,1792,2.4,VIC,2021
SAL22733,Wedderburn (Vic.),951,58,868,2.0,VIC,2021
SAL22734,Wedderburn Junction,20,59,1125,2.5,VIC,2021
SAL22735,Wee Wee Rup,31,51,1625,1.9,VIC,2021
SAL22736,Weeaproinah,15,42,1187,2.3,VIC,2021
SAL22737,Weering,62,41,1375,2.3,VIC,2021
SAL22738,Weerite,121,47,2125,2.5,VIC,2021
SAL22739,Wehla,41,63,1031,1.9,VIC,2021
SAL22740,Weir Views,4348,27,1780,3.3,VIC,2021
SAL22741,Wellsford,144,47,1421,2.6,VIC,2021
SAL22742,Welshmans Reef,210,57,1259,2.1,VIC,2021
SAL22743,Welshpool (Vic.),361,51,906,2.2,VIC,2021
SAL22744,Wemen,128,34,1958,2.7,VIC,2021
SAL22745,Wendouree,10376,42,990,2.1,VIC,2021
SAL22746,Wensleydale,95,47,1937,2.7,VIC,2021
SAL22747,Wentworth (Vic.),0,0,0,0.0,VIC,2021
SAL22748,Werneth,66,36,1375,2.6,VIC,2021
SAL22749,Werona,43,48,849,2.3,VIC,2021
SAL22750,Werribee,50027,35,1645,2.7,VIC,2021
SAL22751,Werribee South,2392,45,1601,2.3,VIC,2021
SAL22752,Werrimull,97,47,1406,2.3,VIC,2021
SAL22753,Wesburn,1052,43,1548,2.8,VIC,2021
SAL22754,West Bendigo,378,43,1343,2.2,VIC,2021
SAL22755,West Creek,113,49,1406,2.6,VIC,2021
SAL22756,West Footscray,11729,35,1989,2.4,VIC,2021
SAL22757,West Melbourne,8025,31,1788,1.9,VIC,2021
SAL22758,West Wodonga,14794,39,1452,2.4,VIC,2021
SAL22759,Westbury (Vic.),163,48,1231,2.4,VIC,2021
SAL22760,Westby,27,35,1625,3.6,VIC,2021
SAL22761,Westmeadows,6502,39,1564,2.5,VIC,2021
SAL22762,Westmere,62,46,1625,2.3,VIC,2021
SAL22763,Whanregarwen,130,51,1625,2.2,VIC,2021
SAL22764,Wharparilla,483,45,2102,2.9,VIC,2021
SAL22765,Wheatsheaf,252,50,1221,2.1,VIC,2021
SAL22766,Wheelers Hill,20652,48,1818,2.7,VIC,2021
SAL22767,Whipstick,18,43,1562,3.0,VIC,2021
SAL22768,Whirily,25,43,1437,2.9,VIC,2021
SAL22769,White Hills (Vic.),3620,37,1395,2.4,VIC,2021
SAL22770,Whiteheads Creek,347,53,1731,2.5,VIC,2021
SAL22771,Whitelaw,30,47,1406,3.0,VIC,2021
SAL22772,Whitfield (Vic.),220,53,1137,2.1,VIC,2021
SAL22773,Whitlands,37,56,1375,2.1,VIC,2021
SAL22774,Whittington,3990,42,959,2.2,VIC,2021
SAL22775,Whittlesea,6117,41,1628,2.7,VIC,2021
SAL22776,Whoorel,25,63,2250,2.3,VIC,2021
SAL22777,Whorouly,383,48,1305,2.3,VIC,2021
SAL22778,Whorouly East,92,52,1550,2.4,VIC,2021
SAL22779,Whorouly South,64,40,2083,2.5,VIC,2021
SAL22780,Whroo,45,56,612,1.9,VIC,2021
SAL22781,Wickliffe,123,53,1166,2.1,VIC,2021
SAL22782,Wilby,192,47,1397,2.3,VIC,2021
SAL22783,Wild Dog Valley (Vic.),78,42,1625,3.2,VIC,2021
SAL22784,Wildwood,244,44,1765,2.9,VIC,2021
SAL22785,Wilkur,28,45,1812,2.7,VIC,2021
SAL22786,Willangie,35,46,1666,2.0,VIC,2021
SAL22787,Willatook,53,31,2050,2.9,VIC,2021
SAL22788,Willaura,439,53,976,2.1,VIC,2021
SAL22789,Willaura North,33,35,2749,3.0,VIC,2021
SAL22790,Willenabrina,17,26,1375,3.3,VIC,2021
SAL22791,Williams Landing,9448,31,2582,3.2,VIC,2021
SAL22792,Williamstown (Vic.),14407,45,2411,2.5,VIC,2021
SAL22793,Williamstown North,1622,42,2166,2.3,VIC,2021
SAL22794,Willow Grove,654,42,1801,2.7,VIC,2021
SAL22795,Willowmavin,241,53,2055,2.4,VIC,2021
SAL22796,Willowvale (Vic.),10,62,2124,1.8,VIC,2021
SAL22797,Willung,77,44,1458,2.7,VIC,2021
SAL22798,Willung South,146,40,1812,2.7,VIC,2021
SAL22799,Wilsons Hill,88,39,1624,2.7,VIC,2021
SAL22800,Wilsons Promontory,16,31,1333,1.5,VIC,2021
SAL22801,Wimbledon Heights,421,45,1196,2.3,VIC,2021
SAL22802,Winchelsea,2456,41,1442,2.4,VIC,2021
SAL22803,Winchelsea South,171,47,1958,2.8,VIC,2021
SAL22804,Windermere (Vic.),96,46,2250,2.7,VIC,2021
SAL22805,Windsor (Vic.),7273,34,2022,1.8,VIC,2021
SAL22806,Wingan River,4,33,900,5.0,VIC,2021
SAL22807,Wingeel,26,29,2250,2.4,VIC,2021
SAL22808,Winjallok,18,37,762,3.2,VIC,2021
SAL22809,Winlaton,0,53,225,1.0,VIC,2021
SAL22810,Winnambool,8,66,1000,2.7,VIC,2021
SAL22811,Winnap,14,56,2749,2.0,VIC,2021
SAL22812,Winnindoo,127,35,1924,3.1,VIC,2021
SAL22813,Winslow,436,39,1771,2.8,VIC,2021
SAL22814,Winter Valley,3440,29,2013,2.9,VIC,2021
SAL22815,Winton (Vic.),103,56,1781,2.2,VIC,2021
SAL22816,Winton North,8,41,2250,3.3,VIC,2021
SAL22817,Wirrate,3,56,2750,2.0,VIC,2021
SAL22818,Wiseleigh,177,42,1458,2.6,VIC,2021
SAL22819,Wodonga,20259,39,1364,2.3,VIC,2021
SAL22820,Wollert,24407,30,1979,3.3,VIC,2021
SAL22821,Wombat Creek (Vic.),26,55,850,2.4,VIC,2021
SAL22822,Wombelano,49,57,1312,2.1,VIC,2021
SAL22823,Won Wron,196,52,1520,2.4,VIC,2021
SAL22824,Wonga,44,55,1125,2.1,VIC,2021
SAL22825,Wonga Park,3843,45,2790,3.0,VIC,2021
SAL22826,Wongarra,47,66,1093,2.1,VIC,2021
SAL22827,Wongungarra,0,0,0,0.0,VIC,2021
SAL22828,Wonnangatta,0,0,0,0.0,VIC,2021
SAL22829,Wonthaggi,5215,55,852,2.0,VIC,2021
SAL22830,Wonwondah,114,48,1375,2.5,VIC,2021
SAL22831,Wonyip,39,52,1437,2.4,VIC,2021
SAL22832,Wood Wood,91,51,900,2.3,VIC,2021
SAL22833,Woodend (Vic.),6732,45,2104,2.6,VIC,2021
SAL22834,Woodend North,315,46,2250,2.9,VIC,2021
SAL22835,Woodfield,62,47,1375,2.3,VIC,2021
SAL22836,Woodford (Vic.),436,39,2600,3.2,VIC,2021
SAL22837,Woodglen,52,40,1937,3.4,VIC,2021
SAL22838,Woodhouse,34,55,2249,2.2,VIC,2021
SAL22839,Woodleigh (Vic.),126,45,1125,2.5,VIC,2021
SAL22840,Woods Point (Vic.),33,62,725,1.6,VIC,2021
SAL22841,Woodside (Vic.),374,56,1211,2.2,VIC,2021
SAL22842,Woodside Beach,114,58,1083,2.1,VIC,2021
SAL22843,Woodstock (Vic.),150,53,1375,2.7,VIC,2021
SAL22844,Woodstock On Loddon,36,32,1833,3.0,VIC,2021
SAL22845,Woodstock West,45,31,1937,3.4,VIC,2021
SAL22846,Woodvale (Vic.),556,44,1428,2.8,VIC,2021
SAL22847,Wool Wool,55,49,1437,2.7,VIC,2021
SAL22848,Woolamai,245,52,1402,2.3,VIC,2021
SAL22849,Woolenook,0,57,225,1.0,VIC,2021
SAL22850,Woolshed Flat (Vic.),13,64,724,1.8,VIC,2021
SAL22851,Woolsthorpe,364,46,1548,2.4,VIC,2021
SAL22852,Woomelang,191,63,745,1.8,VIC,2021
SAL22853,Wooragee,342,50,1924,2.7,VIC,2021
SAL22854,Woorarra East,43,38,1125,2.5,VIC,2021
SAL22855,Woorarra West,48,64,924,2.3,VIC,2021
SAL22856,Wooreen,91,49,1708,2.5,VIC,2021
SAL22857,Woori Yallock,2964,36,1575,2.6,VIC,2021
SAL22858,Woorinen,262,37,1937,2.7,VIC,2021
SAL22859,Woorinen North,94,36,1375,2.5,VIC,2021
SAL22860,Woorinen South,404,42,1283,2.6,VIC,2021
SAL22861,Woorndoo,160,38,1375,2.6,VIC,2021
SAL22862,Wooroonook,26,63,1187,2.5,VIC,2021
SAL22863,Woosang,12,63,900,2.3,VIC,2021
SAL22864,Wootong Vale,32,35,2250,3.3,VIC,2021
SAL22865,Worrowing,0,0,0,0.0,VIC,2021
SAL22866,Wrathung,0,0,0,0.0,VIC,2021
SAL22867,Wrixon,0,0,0,0.0,VIC,2021
SAL22868,Wroxham,0,65,0,0.0,VIC,2021
SAL22869,Wuk Wuk,86,44,1562,2.9,VIC,2021
SAL22870,Wulgulmerang,18,63,900,2.0,VIC,2021
SAL22871,Wulgulmerang East,12,56,1125,1.0,VIC,2021
SAL22872,Wulgulmerang West,0,0,0,0.0,VIC,2021
SAL22873,Wunghnu,326,49,1364,2.2,VIC,2021
SAL22874,Wurdiboluc,147,49,2028,2.7,VIC,2021
SAL22875,Wurruk,1177,41,1495,2.7,VIC,2021
SAL22876,Wy Yung,1940,46,1506,2.5,VIC,2021
SAL22877,Wycheproof,610,56,1011,2.0,VIC,2021
SAL22878,Wycheproof South,6,59,725,1.7,VIC,2021
SAL22879,Wychitella,29,54,900,2.5,VIC,2021
SAL22880,Wychitella North,18,30,2249,3.2,VIC,2021
SAL22881,Wye River,67,48,1174,1.8,VIC,2021
SAL22882,Wyelangta,40,52,850,2.0,VIC,2021
SAL22883,Wyndham Vale,20518,31,1766,3.0,VIC,2021
SAL22884,Wyuna (Vic.),278,42,1825,2.7,VIC,2021
SAL22885,Wyuna East,106,36,1874,3.0,VIC,2021
SAL22886,Yaapeet,75,46,1575,2.4,VIC,2021
SAL22887,Yabba North,104,46,1218,2.8,VIC,2021
SAL22888,Yabba South,32,52,1875,2.7,VIC,2021
SAL22889,Yackandandah,2008,50,1674,2.5,VIC,2021
SAL22890,Yalca,222,43,1674,2.8,VIC,2021
SAL22891,Yalla-Y-Poora,13,54,1874,2.0,VIC,2021
SAL22892,Yallambie,4161,35,2320,2.8,VIC,2021
SAL22893,Yallourn,143,47,1449,2.5,VIC,2021
SAL22894,Yallourn North,1511,42,1276,2.4,VIC,2021
SAL22895,Yalmy,0,66,0,0.0,VIC,2021
SAL22896,Yambuk,284,49,1215,2.3,VIC,2021
SAL22897,Yambuna,109,34,1850,3.1,VIC,2021
SAL22898,Yan Yean,246,48,1520,2.7,VIC,2021
SAL22899,Yanac,69,44,1312,2.7,VIC,2021
SAL22900,Yanakie,283,51,1331,2.3,VIC,2021
SAL22901,Yando,45,42,1625,3.4,VIC,2021
SAL22902,Yandoit,181,57,1224,2.1,VIC,2021
SAL22903,Yandoit Hills,44,56,1562,1.9,VIC,2021
SAL22904,Yangery,113,45,1687,2.7,VIC,2021
SAL22905,Yangoura,0,0,0,0.0,VIC,2021
SAL22906,Yannathan,272,41,1718,2.6,VIC,2021
SAL22907,Yapeen,272,45,1420,2.5,VIC,2021
SAL22908,Yarck,194,54,1178,2.3,VIC,2021
SAL22909,Yarpturk,63,49,1124,2.4,VIC,2021
SAL22910,Yarra Glen,3012,42,1818,2.7,VIC,2021
SAL22911,Yarra Junction,2875,43,1302,2.5,VIC,2021
SAL22912,Yarraberb,17,50,2250,3.0,VIC,2021
SAL22913,Yarragon,1893,43,1363,2.4,VIC,2021
SAL22914,Yarragon South,204,55,1562,2.4,VIC,2021
SAL22915,Yarram,2136,53,889,2.1,VIC,2021
SAL22916,Yarrambat,1602,47,2600,3.1,VIC,2021
SAL22917,Yarraville,15636,37,2485,2.5,VIC,2021
SAL22918,Yarrawalla,78,45,1583,2.4,VIC,2021
SAL22919,Yarrawonga (Vic.),8661,52,1149,2.3,VIC,2021
SAL22920,Yarrawonga South,15,33,3250,3.0,VIC,2021
SAL22921,Yarroweyah,551,45,1321,2.7,VIC,2021
SAL22922,Yatchaw,35,30,2250,3.3,VIC,2021
SAL22923,Yawong Hills,5,71,874,1.5,VIC,2021
SAL22924,Yea,1789,56,1046,2.1,VIC,2021
SAL22925,Yellingbo,582,46,1991,2.9,VIC,2021
SAL22926,Yelta (Vic.),325,46,1437,2.7,VIC,2021
SAL22927,Yendon,320,40,1981,2.9,VIC,2021
SAL22928,Yeo,124,43,1968,2.8,VIC,2021
SAL22929,Yeodene,107,47,1463,2.6,VIC,2021
SAL22930,Yering,138,44,2833,2.9,VIC,2021
SAL22931,Yeungroon,34,53,1166,2.9,VIC,2021
SAL22932,Yeungroon East,11,33,1875,3.0,VIC,2021
SAL22933,Yielima,93,40,1375,2.7,VIC,2021
SAL22934,Yinnar,1021,40,1629,2.4,VIC,2021
SAL22935,Yinnar South,675,46,1800,2.6,VIC,2021
SAL22936,York Plains (Vic.),0,0,0,0.0,VIC,2021
SAL22937,Youanmite,56,49,1156,2.7,VIC,2021
SAL22938,Youarang,34,48,1562,2.8,VIC,2021
SAL22939,Yulecart,128,47,1895,2.5,VIC,2021
SAL22940,Yundool,52,45,900,2.2,VIC,2021
SAL22941,Yuroke,123,56,1875,2.7,VIC,2021
SAL22942,Yuulong,49,60,966,2.1,VIC,2021
SAL22943,Zeerust,147,39,1812,2.9,VIC,2021
SAL22944,Zumsteins,0,0,0,0.0,VIC,2021
SAL29494,No usual address (Vic.),9089,0,0,0.0,VIC,2021
SAL29797,Migratory - Offshore - Shipping (Vic.),38,50,0,0.0,VIC,2021
SAL30001,Abbeywood,38,55,1375,2.1,QLD,2021
SAL30002,Abbotsford (Qld),20,20,225,3.7,QLD,2021
SAL30003,Abercorn,41,50,1125,2.6,QLD,2021
SAL30004,Abergowrie,305,47,1446,2.1,QLD,2021
SAL30005,Abingdon Downs,17,22,2124,2.1,QLD,2021
SAL30006,Abington (Qld),60,43,924,2.6,QLD,2021
SAL30007,Acacia Ridge,7486,34,1313,2.6,QLD,2021
SAL30008,Acland,3,22,575,1.0,QLD,2021
SAL30009,Adare,1027,37,1889,3.0,QLD,2021
SAL30010,Adavale,72,47,1187,2.5,QLD,2021
SAL30011,Adelaide Park,449,42,2091,3.0,QLD,2021
SAL30012,Advancetown,528,46,1971,2.7,QLD,2021
SAL30013,Aeroglen,405,41,1798,2.6,QLD,2021
SAL30014,Agnes Water,2729,49,1112,2.3,QLD,2021
SAL30015,Airdmillan,154,41,2049,2.7,QLD,2021
SAL30016,Airlie Beach,1312,41,1562,1.8,QLD,2021
SAL30017,Airville,308,45,1974,2.6,QLD,2021
SAL30018,Aitkenvale,4797,36,1378,2.4,QLD,2021
SAL30019,Alabama Hill,103,45,1228,2.3,QLD,2021
SAL30020,Albany Creek,16385,40,2267,2.8,QLD,2021
SAL30021,Alberta,36,53,1625,2.7,QLD,2021
SAL30022,Alberton (Qld),547,46,1722,2.9,QLD,2021
SAL30023,Albinia,165,37,2250,3.4,QLD,2021
SAL30024,Albion (Brisbane - Qld),3446,33,1972,1.9,QLD,2021
SAL30025,Albion (Richmond - Qld),34,30,2250,3.5,QLD,2021
SAL30026,Alderley,6748,35,2320,2.4,QLD,2021
SAL30027,Aldershot,1311,37,975,2.3,QLD,2021
SAL30028,Aldoga,0,0,0,0.0,QLD,2021
SAL30029,Alexandra (Qld),189,39,1974,2.6,QLD,2021
SAL30030,Alexandra Headland,4235,47,1682,2.1,QLD,2021
SAL30031,Alexandra Hills,16472,38,1829,2.7,QLD,2021
SAL30032,Algester,9020,36,1716,2.8,QLD,2021
SAL30033,Alice Creek,50,55,1125,2.1,QLD,2021
SAL30034,Alice River,2685,38,2468,3.1,QLD,2021
SAL30035,Allan,91,44,1562,2.7,QLD,2021
SAL30036,Allandale (Qld),69,48,1593,2.2,QLD,2021
SAL30037,Allenstown,2762,37,1147,2.1,QLD,2021
SAL30038,Allenview,209,47,1875,2.8,QLD,2021
SAL30039,Alligator Creek (Mackay - Qld),897,37,2321,2.9,QLD,2021
SAL30040,Alligator Creek (Townsville - Qld),1550,41,2404,2.8,QLD,2021
SAL30041,Allora,1205,52,1042,2.3,QLD,2021
SAL30042,Alloway,488,45,1420,2.6,QLD,2021
SAL30043,Almaden,41,56,1125,2.2,QLD,2021
SAL30044,Aloomba,576,41,1699,2.7,QLD,2021
SAL30045,Alpha,559,44,1547,2.5,QLD,2021
SAL30046,Alsace,11,28,3749,3.0,QLD,2021
SAL30047,Alton Downs,1324,41,2077,2.8,QLD,2021
SAL30048,Alva,214,56,1233,2.2,QLD,2021
SAL30049,Amamoor,720,47,1100,2.4,QLD,2021
SAL30050,Amamoor Creek,56,54,850,1.9,QLD,2021
SAL30051,Amaroo (Qld),17,28,3125,3.0,QLD,2021
SAL30052,Amber,0,0,0,0.0,QLD,2021
SAL30053,Amberley,619,23,1266,1.4,QLD,2021
SAL30054,Ambrose,217,43,977,2.6,QLD,2021
SAL30055,Amby,49,59,725,1.9,QLD,2021
SAL30056,Amiens,343,48,1305,2.7,QLD,2021
SAL30057,Amity,453,58,931,2.0,QLD,2021
SAL30058,Anakie Siding,155,55,825,1.9,QLD,2021
SAL30059,Andergrove,9924,36,1735,2.5,QLD,2021
SAL30060,Anderleigh,128,48,1333,2.4,QLD,2021
SAL30061,Andromache,17,59,1024,2.8,QLD,2021
SAL30062,Anduramba,84,50,1375,2.4,QLD,2021
SAL30063,Annandale (Qld),8376,40,2238,2.8,QLD,2021
SAL30064,Annerley,11891,33,1830,2.2,QLD,2021
SAL30065,Anstead,1522,43,2926,3.1,QLD,2021
SAL30066,Anthony,133,41,1875,3.0,QLD,2021
SAL30067,Antigua,126,57,959,2.3,QLD,2021
SAL30068,Apple Tree Creek,726,49,991,2.4,QLD,2021
SAL30069,Applethorpe,571,44,1408,2.7,QLD,2021
SAL30070,Arafura Sea,0,0,0,0.0,QLD,2021
SAL30071,Araluen (Qld),649,49,1358,2.6,QLD,2021
SAL30072,Aramac,372,41,1320,2.3,QLD,2021
SAL30073,Aramara,71,58,687,2.2,QLD,2021
SAL30074,Arana Hills,6971,37,2227,2.7,QLD,2021
SAL30075,Aranbanga,15,53,1149,2.5,QLD,2021
SAL30076,Aratula (Qld),609,42,1358,2.5,QLD,2021
SAL30077,Arbouin,4,20,1375,4.0,QLD,2021
SAL30078,Arcadia (Qld),246,63,1008,1.7,QLD,2021
SAL30079,Arcadia Valley,141,35,1562,2.9,QLD,2021
SAL30080,Archer River,27,53,1749,3.1,QLD,2021
SAL30081,Archerfield,533,39,1409,2.3,QLD,2021
SAL30082,Arcturus,130,32,2107,2.9,QLD,2021
SAL30083,Argyll,25,50,5250,4.0,QLD,2021
SAL30084,Armstrong Beach,903,41,1912,2.5,QLD,2021
SAL30085,Armstrong Creek (Qld),328,45,2166,2.7,QLD,2021
SAL30086,Aroona,3466,43,1857,2.7,QLD,2021
SAL30087,Arriga,1323,33,2166,2.9,QLD,2021
SAL30088,Arundel,11171,41,1682,2.7,QLD,2021
SAL30089,Ascot (Brisbane - Qld),6531,38,2243,2.3,QLD,2021
SAL30090,Ascot (Toowoomba - Qld),106,49,1812,2.7,QLD,2021
SAL30091,Ashfield (Qld),1152,32,2315,3.1,QLD,2021
SAL30092,Ashgrove,13450,38,2874,2.8,QLD,2021
SAL30093,Ashmore,12415,43,1581,2.5,QLD,2021
SAL30094,Ashwell,97,47,1375,2.8,QLD,2021
SAL30095,Aspley,12871,43,1818,2.4,QLD,2021
SAL30096,Atherton,7724,46,1099,2.2,QLD,2021
SAL30097,Athol,139,43,1343,2.5,QLD,2021
SAL30098,Atkinsons Dam,191,47,1089,2.2,QLD,2021
SAL30099,Aubigny,283,43,1637,2.7,QLD,2021
SAL30100,Auburn (Qld),23,43,1625,2.4,QLD,2021
SAL30101,Auchenflower,6053,32,2208,2.3,QLD,2021
SAL30102,Augathella,393,47,1053,2.2,QLD,2021
SAL30103,Augustine Heights,6088,31,2484,3.2,QLD,2021
SAL30104,Aurukun,1101,29,1069,3.9,QLD,2021
SAL30105,Austinville,403,43,1766,3.2,QLD,2021
SAL30106,Avenell Heights,5028,47,1066,2.3,QLD,2021
SAL30107,Avoca (Qld),4912,48,1169,2.3,QLD,2021
SAL30108,Avoca Vale,20,46,1375,2.8,QLD,2021
SAL30109,Avondale (Qld),701,49,1046,2.5,QLD,2021
SAL30110,Ayr,8603,44,1246,2.2,QLD,2021
SAL30111,Babinda (Qld),1287,48,1048,2.3,QLD,2021
SAL30112,Back Plains,104,42,1812,2.7,QLD,2021
SAL30113,Badu Island,704,27,885,3.3,QLD,2021
SAL30114,Baffle Creek,155,57,1062,1.9,QLD,2021
SAL30115,Baffle West,3,53,0,2.0,QLD,2021
SAL30116,Bahrs Scrub,4508,29,2100,2.9,QLD,2021
SAL30117,Bajool,447,44,1262,2.7,QLD,2021
SAL30118,Bakers Bend,7,58,1375,2.6,QLD,2021
SAL30119,Bakers Creek (Qld),1590,35,2161,2.8,QLD,2021
SAL30120,Baking Board,114,38,1416,3.0,QLD,2021
SAL30121,Balberra,425,47,1862,2.6,QLD,2021
SAL30122,Balcomba,29,31,2124,3.0,QLD,2021
SAL30123,Bald Hills (Qld),7000,36,1931,2.7,QLD,2021
SAL30124,Bald Knob,280,60,1812,2.2,QLD,2021
SAL30125,Balgal Beach,998,58,936,2.0,QLD,2021
SAL30126,Balgowan (Qld),7,44,575,4.0,QLD,2021
SAL30127,Ball Bay,384,56,1346,2.1,QLD,2021
SAL30128,Ballandean,316,51,1408,2.4,QLD,2021
SAL30129,Ballard,167,37,1825,2.8,QLD,2021
SAL30130,Ballaroo,51,36,1875,2.6,QLD,2021
SAL30131,Ballogie,276,54,820,2.2,QLD,2021
SAL30132,Balmoral (Qld),4173,37,2671,2.5,QLD,2021
SAL30133,Balmoral Ridge,302,57,1899,2.3,QLD,2021
SAL30134,Balnagowan,438,40,2750,3.2,QLD,2021
SAL30135,Bamaga,1186,25,1630,3.4,QLD,2021
SAL30136,Bambaroo,146,50,1097,2.3,QLD,2021
SAL30137,Bamboo,139,41,1833,2.8,QLD,2021
SAL30138,Bamboo Creek,88,46,1792,2.8,QLD,2021
SAL30139,Ban Ban,25,36,2249,3.3,QLD,2021
SAL30140,Ban Ban Springs,31,36,2374,3.2,QLD,2021
SAL30141,Banana,348,40,1859,2.6,QLD,2021
SAL30142,Bancroft,98,44,900,2.2,QLD,2021
SAL30143,Bangalee (Qld),225,40,1821,2.8,QLD,2021
SAL30144,Banks Creek,11,64,1375,1.8,QLD,2021
SAL30145,Banks Pocket,187,46,2143,3.1,QLD,2021
SAL30146,Banksia Beach,7180,59,1283,2.3,QLD,2021
SAL30147,Bannockburn (Qld),960,32,1828,3.0,QLD,2021
SAL30148,Banyo,6105,37,2121,2.6,QLD,2021
SAL30149,Bapaume,123,46,1333,2.7,QLD,2021
SAL30150,Barakula,0,55,1375,2.0,QLD,2021
SAL30151,Baralaba,324,52,1428,2.1,QLD,2021
SAL30152,Barambah,39,59,1812,2.5,QLD,2021
SAL30153,Barcaldine,1540,43,1487,2.2,QLD,2021
SAL30154,Bardon,10153,38,3399,2.8,QLD,2021
SAL30155,Baree,201,57,840,2.2,QLD,2021
SAL30156,Barellan Point,1173,43,2212,2.8,QLD,2021
SAL30157,Bargara,8883,54,1261,2.2,QLD,2021
SAL30158,Bargunyah,35,36,1125,3.0,QLD,2021
SAL30159,Baringa,4604,29,2050,3.0,QLD,2021
SAL30160,Barker Creek Flat,61,48,899,2.8,QLD,2021
SAL30161,Barkly (Qld),25,23,2750,2.3,QLD,2021
SAL30162,Barlil,46,49,624,2.4,QLD,2021
SAL30163,Barlows Hill,834,45,2047,2.6,QLD,2021
SAL30164,Barlyne,0,0,0,0.0,QLD,2021
SAL30165,Barmaryee,925,42,2431,3.1,QLD,2021
SAL30166,Barmoya,85,40,2562,3.1,QLD,2021
SAL30167,Barnard,32,37,949,2.1,QLD,2021
SAL30168,Barney Point,1065,46,908,2.0,QLD,2021
SAL30169,Barney View,38,59,1042,1.9,QLD,2021
SAL30170,Baroondah,57,41,5499,3.0,QLD,2021
SAL30171,Barramornie,15,30,1625,2.6,QLD,2021
SAL30172,Barratta (Qld),85,38,1625,3.1,QLD,2021
SAL30173,Barrine,303,55,1468,2.4,QLD,2021
SAL30174,Barringha,61,59,1625,2.4,QLD,2021
SAL30175,Barringun,17,32,1499,3.3,QLD,2021
SAL30176,Barron,68,48,2042,2.9,QLD,2021
SAL30177,Barron Gorge,0,0,0,0.0,QLD,2021
SAL30178,Bartle Frere,169,41,1593,2.7,QLD,2021
SAL30179,Barwidgi,0,0,0,0.0,QLD,2021
SAL30180,Basalt (Qld),215,45,1375,2.5,QLD,2021
SAL30181,Basilisk,0,0,0,0.0,QLD,2021
SAL30182,Basin Pocket,931,37,1286,2.3,QLD,2021
SAL30183,Battery Hill,2596,43,1382,2.4,QLD,2021
SAL30184,Bauhinia,28,53,1124,2.4,QLD,2021
SAL30185,Bauple,745,60,787,2.0,QLD,2021
SAL30186,Bauple Forest,9,34,3250,5.0,QLD,2021
SAL30187,Bayrick,16,22,2999,2.6,QLD,2021
SAL30188,Bayview Heights,4175,43,1906,2.6,QLD,2021
SAL30189,Beach Holm,35,53,899,1.7,QLD,2021
SAL30190,Beachmere,4782,57,1103,2.2,QLD,2021
SAL30191,Beaconsfield (Qld),5899,37,1726,2.6,QLD,2021
SAL30192,Beatrice,126,54,1018,2.3,QLD,2021
SAL30193,Beaudesert,6752,44,1066,2.3,QLD,2021
SAL30194,Beaver Rock,56,55,1833,3.0,QLD,2021
SAL30195,Bedourie,150,38,1792,2.0,QLD,2021
SAL30196,Beebo,50,46,833,2.0,QLD,2021
SAL30197,Beecher,876,44,2383,2.9,QLD,2021
SAL30198,Beechmont,848,51,1604,2.5,QLD,2021
