Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
5410,183,183,56916,47178,0.73,134,55419,52390,0.09,16,58,804,183,59554,48369,183,2597,606,0.1,18,57614,18956,0.09,17,41315,14549,0.7,129,15376,10006,218,138515,53365
5411,193,193,56622,45345,0.66,127,47867,43764,0.13,26,8513,3083,193,60058,46738,193,3357,307,0.1,20,147613,32054,0.09,18,129929,24148,0.7,136,14522,8811,199,140179,58578
5412,670,670,55198,45562,0.68,458,53021,47433,0.13,88,2162,1789,670,58803,46836,670,3300,422,0.1,67,109886,40042,0.1,66,72904,15735,0.7,470,14208,9013,726,165817,74978
5413,482,482,49244,40205,0.64,309,45923,40107,0.12,59,4784,2364,482,52142,42332,482,2584,300,0.14,68,73696,21053,0.13,64,62834,9809,0.68,328,12195,6878,510,130058,62208
5414,91,91,44441,43979,0.63,57,45220,50309,0.2,18,4013,3460,91,47667,45142,91,3111,570,0.11,10,32079,14569,0.12,11,21788,7472,0.64,58,10013,8720,94,91629,47166
5415,165,165,51001,42847,0.7,116,52040,46401,0.16,26,2503,3160,165,55142,44839,165,2511,249,0.14,23,74100,33004,0.13,22,51662,15060,0.65,108,12977,10196,166,201534,105115
5416,152,152,46312,43691,0.73,111,47062,42627,0.13,20,97,-676,152,48481,43723,152,2152,328,0.12,19,73222,27611,0.12,18,66945,23670,0.64,97,11868,8010,159,127373,63563
5417,839,839,51766,42096,0.67,559,49240,44430,0.14,119,4274,1779,839,55172,44614,839,3130,441,0.12,100,84480,34819,0.12,102,57974,9266,0.69,579,13546,7285,914,144873,62585
5419,129,129,57935,32421,0.63,81,43543,32777,0.14,18,247,626,129,67057,39019,129,3819,293,0.09,12,36594,24786,0.09,11,31031,12982,0.65,84,19680,8431,135,135663,51266
5420,52,52,68848,50192,0.71,37,43489,36198,0.04,2,27222,27222,52,80058,52104,52,2747,402,0.06,3,33428,36165,0.08,4,25937,23854,0.85,44,15886,9906,50,155632,54193
5421,51,51,54640,32678,0.73,37,38623,32083,0.06,3,4012,3232,51,56398,33461,51,1758,300,0.2,10,45038,20482,0.18,9,14092,10729,0.63,32,17157,7048,59,61850,31637
5422,670,670,44446,38406,0.74,496,43090,36988,0.09,60,3521,3404,670,46411,39432,670,1658,237,0.12,79,61837,26800,0.12,79,52318,12290,0.65,433,9802,5979,768,84787,35818
5431,505,505,48247,41241,0.63,319,48507,42600,0.11,56,-221,28,505,52760,44407,505,2600,435,0.14,71,90847,40560,0.13,67,75003,30150,0.67,340,11996,7445,513,151305,76243
5432,96,96,78531,48570,0.47,45,42004,33673,0.12,12,4592,3161,96,84113,50492,96,4297,721,0.16,15,200687,38600,0.14,13,179431,25221,0.68,65,26485,11173,98,244718,127590
5433,697,697,57188,46944,0.78,542,59559,53280,0.16,115,2704,2275,697,59885,50232,697,2305,548,0.1,72,102732,18538,0.1,69,101874,11130,0.72,502,15707,10511,806,171449,78757
5434,246,246,55922,47091,0.71,174,49462,45124,0.11,28,4307,3458,246,59356,49445,246,3402,670,0.11,27,80022,28489,0.09,23,65839,40718,0.74,182,13579,9171,263,156514,55259
5440,127,127,53575,40586,0.66,84,53496,44135,0.17,22,1142,770,127,57829,43755,127,3485,350,0.16,20,62778,30188,0.16,20,56566,14534,0.72,91,15311,6107,129,144181,64640
5451,462,462,58323,46403,0.67,308,57128,54260,0.16,72,2476,498,462,62530,48491,462,3487,663,0.12,57,70731,37000,0.12,57,43512,15000,0.69,320,16146,9930,479,216390,94552
5452,317,317,56934,45000,0.74,234,57860,52410,0.15,47,2649,814,317,59645,48841,317,2711,663,0.14,43,52009,16815,0.14,43,35077,9204,0.72,227,15434,9666,350,210936,92001
5453,3178,3178,62846,49504,0.73,2329,58275,51150,0.14,459,3486,1951,3178,66875,52520,3178,3439,671,0.1,331,84463,31307,0.1,316,58960,11674,0.75,2384,17244,9812,3451,182735,85651
5454,219,219,49545,46531,0.68,149,47552,46288,0.08,18,2244,2480,219,59096,51949,219,4441,445,0.11,23,127094,20107,0.11,24,92649,9936,0.72,158,11322,8216,232,152738,66232
5460,422,422,57540,45904,0.72,303,52265,47815,0.14,59,2640,1292,422,61729,48149,422,3508,614,0.09,36,177282,36212,0.08,35,128233,20077,0.72,303,15034,9797,460,139766,56467
5461,1447,1447,52576,44312,0.72,1038,51134,47332,0.13,190,3012,1241,1447,56588,47562,1447,2839,615,0.08,115,108389,30363,0.08,110,88031,17874,0.71,1025,12836,8336,1531,156583,63114
5462,362,362,51447,42648,0.77,279,47974,42208,0.08,30,1235,3192,362,54389,44895,362,2788,463,0.1,36,95660,39281,0.1,35,79605,17600,0.69,251,12963,8481,370,110827,50560
5464,322,322,57711,49032,0.68,219,48104,45772,0.14,44,2652,1156,322,66034,53766,322,5429,823,0.08,25,63140,27613,0.07,23,38545,24649,0.71,229,15623,9171,335,151519,71997
5470,77,77,51195,39614,0.6,46,57403,45119,0.12,9,8609,5188,77,58620,42592,77,4991,334,0.06,5,24947,13428,0.06,5,15687,8159,0.68,52,13155,8849,74,151293,72519
5471,62,62,55734,47446,0.53,33,41025,36905,0.13,8,8349,4072,62,72257,64315,62,6567,285,0.11,7,67677,31026,0.13,8,30652,7720,0.66,41,14797,10785,61,128141,60773
5472,95,95,53790,45643,0.66,63,43660,41808,0.14,13,8764,6612,95,57002,47106,95,3212,300,0.11,10,36623,22485,0.11,10,16466,9368,0.68,65,12706,8488,96,134716,56025
5473,393,393,54866,43952,0.76,297,49367,42698,0.12,48,1255,528,393,58114,46502,393,3172,400,0.1,38,80810,44262,0.1,38,58621,23822,0.68,268,14503,10002,413,148416,43913
5480,473,473,55076,44771,0.71,336,58251,47964,0.12,55,1362,916,473,58287,48007,473,2676,565,0.1,49,95110,27768,0.1,47,80354,25366,0.71,335,14574,9470,513,155023,84300
5481,307,307,50900,38672,0.65,200,53293,44734,0.16,50,4980,2028,307,55516,43493,307,2916,372,0.15,46,95649,21122,0.14,42,75949,20234,0.68,208,12702,5626,338,166434,79636
5482,318,318,51326,38697,0.63,199,51932,45507,0.13,41,3725,1568,318,57942,44689,318,1955,338,0.11,35,76810,22616,0.1,33,46196,10110,0.63,201,15085,8826,322,164129,78026
5483,188,188,51576,41358,0.63,118,56051,51874,0.16,31,2149,938,188,56479,46388,188,2360,315,0.2,38,87566,37242,0.19,35,85955,35930,0.67,126,13813,9770,215,192492,90518
5485,342,342,57092,46128,0.76,259,58060,49361,0.14,47,2432,2292,342,60723,48800,342,3063,560,0.09,31,41698,22652,0.09,30,25410,10588,0.71,244,15094,10160,368,146295,73544
5490,92,92,53853,44498,0.68,63,50188,41751,0.1,9,3008,4921,92,59827,46424,92,2854,402,0.13,12,94886,37668,0.13,12,82900,35960,0.75,69,12937,7628,99,137631,70293
5491,1126,1126,65485,50348,0.72,806,55995,49992,0.12,135,1926,419,1126,70412,54112,1126,4016,644,0.09,104,152643,62120,0.09,103,108952,27369,0.75,848,18654,9835,1185,185093,81927
5495,282,282,55010,45554,0.74,209,56703,51908,0.11,32,3425,3661,282,57624,46906,282,2147,732,0.11,30,61667,28499,0.11,30,49686,16795,0.7,196,14120,10528,313,142190,79500
5501,5204,5204,60698,52483,0.81,4202,60618,56652,0.12,603,1650,984,5204,63329,54973,5204,2457,730,0.09,479,88920,36164,0.09,459,71105,20058,0.79,4127,14949,10046,5510,115999,63286
5502,1002,1002,59702,49048,0.74,742,58681,53132,0.13,135,5148,1606,1002,62968,50910,1002,3026,641,0.1,102,110480,38280,0.1,98,95013,20455,0.77,770,14889,9464,1329,103543,30155
5510,57,57,57800,47398,0.89,51,49232,47148,0.09,5,4718,876,57,64235,49943,57,3287,1169,0.07,4,151388,52986,0.07,4,129367,28798,0.84,48,11175,6139,73,106299,67961
5520,272,272,48770,42642,0.71,193,47425,43375,0.11,31,6839,1718,272,52650,44324,272,3028,406,0.08,23,154420,35298,0.08,23,133643,24779,0.65,177,12305,7345,321,142785,58653
5521,69,69,73032,46425,0.71,49,49189,39898,0.14,10,-972,-2510,69,91634,63412,69,7789,708,0.1,7,636888,63849,0.12,8,419725,34846,0.78,54,20403,10456,77,161360,56815
5522,767,767,60489,45127,0.65,495,54846,44794,0.19,149,6053,3361,767,64829,48550,767,3859,617,0.1,76,72303,32260,0.1,78,57003,14872,0.7,534,17582,8934,828,207310,99670
5523,1048,1048,62385,50062,0.71,739,62843,56496,0.17,173,1679,1298,1048,67405,54602,1048,3742,722,0.07,78,117158,31438,0.07,76,95831,14070,0.73,767,17761,11388,1142,199100,87773
5540,7723,7723,55713,47474,0.82,6368,58404,52418,0.11,883,1844,960,7723,58057,49517,7723,2288,705,0.06,481,79127,29356,0.06,465,56612,14416,0.75,5780,13509,9171,8697,135441,58922
5550,545,545,48602,46217,0.81,442,48010,48330,0.11,58,3869,2812,545,52831,49990,545,2997,555,0.08,43,58937,12082,0.07,36,51801,10358,0.73,400,10237,7383,590,82257,30282
5552,198,198,55823,44512,0.64,126,44146,40338,0.1,20,7052,697,198,67095,47705,198,4611,274,0.06,11,25212,15742,0.06,11,13593,6397,0.67,133,16416,10201,193,131269,40781
5554,3048,3048,54710,46096,0.77,2338,52605,46864,0.13,386,4010,1796,3048,57620,48063,3048,2467,450,0.09,271,98943,24000,0.08,256,80364,11108,0.74,2268,13140,7918,3286,141008,61309
5555,312,312,57087,46000,0.54,170,49192,42306,0.16,50,7845,3608,312,62755,50628,312,5363,429,0.1,30,92069,19548,0.09,27,74434,19567,0.76,238,13370,7765,325,198915,87365
5556,2161,2161,51849,40754,0.69,1497,53501,45473,0.14,292,4931,1855,2161,54646,42473,2161,2525,432,0.09,201,80538,25463,0.09,195,60245,12058,0.68,1470,13759,7934,2481,180270,77076
5558,2558,2558,55360,42016,0.68,1744,54077,44902,0.14,348,2793,1812,2558,58268,44202,2558,2801,456,0.1,251,75001,25214,0.09,240,53035,11856,0.68,1750,15492,8062,2946,175472,84464
5560,230,230,56049,42209,0.58,133,46274,39892,0.11,25,6045,5218,230,66646,45234,230,5738,560,0.08,19,119865,20316,0.08,18,41603,7923,0.69,158,16975,9849,253,317107,79491
5570,249,249,51151,39644,0.62,154,49238,41890,0.07,18,8766,4038,249,56046,41538,249,3384,260,0.12,29,133443,42671,0.12,29,96748,14585,0.64,160,14189,8142,293,115502,68045
5571,984,984,55990,43793,0.62,609,51488,41199,0.16,153,5198,3280,984,60814,46328,984,3787,378,0.11,112,141675,31664,0.11,109,125449,13358,0.7,687,14973,9540,1082,211183,90676
5572,83,83,65449,52881,0.65,54,49799,43152,0.14,12,14732,468,83,78486,57901,83,4478,720,0.16,13,59080,42496,0.14,12,39590,26636,0.87,72,13688,9636,95,111211,51634
5573,1179,1179,62209,47572,0.63,743,49200,43360,0.15,174,7671,1575,1179,67787,49809,1179,4255,436,0.1,123,90504,24761,0.1,116,59725,11617,0.7,831,17867,11072,1249,190299,74209
5575,1309,1309,51611,41619,0.6,789,49332,42033,0.13,173,5760,2923,1309,55536,44373,1309,3365,360,0.13,164,94376,32850,0.11,148,78275,18668,0.68,891,13651,7918,1432,181668,77696
5576,628,628,51831,43324,0.63,397,50416,44154,0.15,94,3107,2119,628,58257,46080,628,3458,402,0.14,85,113560,42295,0.13,83,90027,16329,0.71,447,12896,7304,705,191469,74360
5577,316,316,44362,34226,0.61,193,45147,42103,0.18,56,3926,3381,316,48326,38300,316,3165,352,0.15,47,87426,27712,0.14,45,84215,24895,0.61,192,12952,7089,344,144524,52582
5580,226,226,61182,43646,0.58,131,43719,41752,0.14,31,2350,2617,226,71178,50094,226,4643,300,0.12,26,362573,42153,0.11,24,355835,14914,0.67,151,18996,8602,237,207708,91942
5581,289,289,51848,42403,0.61,175,48786,39999,0.18,52,2634,1496,289,55699,45000,289,3607,437,0.13,38,66704,25466,0.11,33,52644,14125,0.66,191,13441,9151,338,237463,123468
5582,294,294,53493,41238,0.62,182,54958,46044,0.13,37,4005,648,294,56910,44632,294,3018,406,0.12,34,65747,14781,0.12,34,41682,9380,0.67,197,14457,7409,360,189479,104990
5583,372,372,46653,35821,0.59,218,45170,40794,0.13,48,8783,3070,372,48820,38086,372,2155,293,0.13,47,146755,31385,0.12,45,133358,13982,0.63,233,11879,5999,434,163620,76004
5600,3659,3659,74234,61411,0.85,3101,76634,67603,0.17,607,828,61,3659,76608,64218,3659,2349,1060,0.07,238,153668,25940,0.06,233,130748,11502,0.82,2999,20469,14659,4275,196647,100066
5601,61,61,55490,50108,0.79,48,59540,59045,0.08,5,4802,4228,61,58950,52320,61,3421,1154,0.05,3,42282,43681,0.05,3,38604,39986,0.74,45,14623,12885,72,169219,94839
5602,755,755,52508,45334,0.72,540,55337,48258,0.15,117,1943,1692,755,56749,47966,755,3127,487,0.07,52,141137,32823,0.07,50,115203,15584,0.71,535,13755,8518,844,168251,82112
5603,259,259,50196,42138,0.63,162,49428,46172,0.11,28,2208,337,259,59406,48220,259,2795,318,0.14,36,90526,20078,0.13,33,83094,11372,0.67,174,13393,7618,252,133689,73872
5604,133,133,61876,47895,0.57,76,58749,48072,0.18,24,-971,364,133,65592,51736,133,3474,446,0.11,14,55618,30717,0.11,14,26012,9534,0.74,98,16104,9897,153,216264,95327
5605,1121,1121,54179,43536,0.64,722,53513,46468,0.16,174,5242,2473,1121,60262,47323,1121,3809,483,0.09,103,67278,40256,0.08,94,44884,15009,0.7,787,14142,9039,1195,221383,93397
5606,8936,8936,59425,47950,0.77,6906,53902,48002,0.13,1179,3767,1864,8936,62534,50110,8936,2967,576,0.09,837,102720,32398,0.09,806,79317,11406,0.77,6865,15081,8742,9790,155621,63494
5607,2754,2754,57615,48058,0.7,1917,54707,48451,0.14,378,3631,1812,2754,61766,50825,2754,3500,530,0.11,307,69600,34865,0.11,301,51478,15327,0.73,2021,15400,9620,2892,171032,76631
5608,6268,6268,59674,48800,0.86,5405,62991,53911,0.08,517,-9,183,6268,61365,50318,6268,1657,720,0.04,246,68771,21360,0.04,231,55544,10069,0.76,4751,15263,10572,7229,121002,46941
5609,1162,1162,73735,63616,0.91,1061,76979,68908,0.13,149,-1137,1,1162,76053,66074,1162,2318,1068,0.06,67,42552,20669,0.06,66,26460,7314,0.85,983,19269,14995,1232,150592,75384
5630,84,84,60582,53736,0.73,61,51055,41039,0.17,14,2050,3954,84,63868,54285,84,3286,867,0.1,8,56168,12240,0.1,8,31223,7464,0.79,66,14389,11804,91,115239,70687
5631,754,754,70722,54362,0.63,474,53654,47410,0.14,105,519,611,754,77056,58893,754,4880,512,0.08,58,83839,15822,0.07,54,76301,10962,0.77,583,21059,11679,768,242540,80301
5632,146,146,58406,57572,0.57,83,44703,45946,0.1,15,963,170,146,68621,64384,146,5694,296,0.03,4,10075,6286,0.01,2,5752,5752,0.79,115,22554,15132,141,144074,52509
5633,188,188,43105,39849,0.62,117,42265,39030,0.15,28,-693,102,188,53383,45908,188,5503,298,0.1,19,90220,10000,0.1,18,67176,5918,0.65,122,12565,9550,202,158512,49625
5640,655,655,53335,47247,0.63,415,52673,49283,0.16,105,3249,964,655,61879,51693,655,3070,495,0.12,78,91748,35710,0.11,74,70152,13680,0.72,470,13893,8936,654,227728,86080
5641,627,627,49597,42827,0.6,374,49786,46617,0.11,68,1913,41,627,57263,48833,627,3686,298,0.11,72,84513,24061,0.11,66,63831,15916,0.68,424,14004,8615,630,179603,63374
5642,135,135,40921,34950,0.57,77,34479,28385,0.13,17,-1366,1420,135,51422,37941,135,3785,288,0.04,6,34157,18206,0.04,6,88073,56656,0.67,90,9101,4606,129,191136,45950
5650,97,97,57033,40068,0.51,49,33727,26869,0.16,16,2221,1687,97,69211,52141,97,5740,235,0.11,11,99813,43587,0.1,10,99394,28258,0.68,66,16543,13048,97,187613,54214
5651,76,76,58678,39388,0.54,41,41984,31453,0.11,8,5392,1980,76,65862,46489,76,5916,914,0.09,7,113330,57868,0.09,7,99862,51677,0.75,57,15831,6962,83,207980,69140
5652,425,425,59503,50559,0.66,281,51241,48045,0.16,66,1119,-29,425,64288,53297,425,3936,531,0.11,46,145691,35470,0.09,40,135697,23382,0.7,296,16770,11717,433,192170,79719
5654,119,119,47763,39996,0.66,78,47350,42382,0.1,12,6492,6904,119,52755,44489,119,3663,200,0.08,10,94777,49082,0.09,11,80840,41208,0.69,82,11365,6615,118,139288,64692
5655,62,62,40942,38735,0.71,44,39811,33254,0.11,7,28,-551,62,46941,42778,62,4407,399,0.08,5,107114,12563,0.06,4,123102,106168,0.63,39,10545,5064,67,98297,61483
5661,86,86,66909,51291,0.67,58,45982,44086,0.1,9,4656,4526,86,72382,52339,86,4855,336,0.09,8,135103,112844,0.07,6,149325,174109,0.79,68,16787,8140,78,128881,81547
5670,281,281,53696,44391,0.67,187,46650,43385,0.17,47,2487,2988,281,57965,49809,281,3203,538,0.15,43,98143,47518,0.13,37,86841,29718,0.75,212,12135,8001,310,162868,70091
5671,119,119,62881,40425,0.52,62,36871,35670,0.08,10,4954,3595,119,71926,43107,119,5331,200,0.08,9,54473,20899,0.07,8,46375,7990,0.67,80,21062,7366,109,220161,74516
5680,1424,1424,55618,44412,0.69,983,49104,43722,0.15,217,3115,2189,1424,59373,46903,1424,3480,400,0.11,163,76085,28705,0.12,169,50747,11452,0.71,1010,14429,8492,1480,165000,71233
5690,2188,2188,60459,51265,0.8,1754,55533,50384,0.12,268,3315,2025,2188,64167,54356,2188,3090,548,0.08,179,101896,37093,0.08,170,78246,21904,0.77,1685,15034,10316,2571,126786,49582
5700,5806,5806,60461,50288,0.85,4964,60762,53746,0.11,637,1396,251,5806,62882,52218,5806,2378,786,0.06,365,96848,25098,0.06,353,78699,10809,0.77,4474,15181,9994,6861,135934,53878
5701,52,52,53203,56478,0.81,42,52316,54332,0.23,12,3710,2279,52,58745,62232,52,4879,1122,0.1,5,15293,15800,0.08,4,8549,9988,0.71,37,12638,10164,64,132501,51811
5710,1354,1354,67490,58640,0.87,1183,69768,62860,0.14,195,1139,839,1354,70447,60626,1354,2881,1104,0.05,69,45995,23263,0.05,69,30218,9455,0.82,1116,17095,12674,1491,159681,89509
5720,132,132,73423,65808,0.94,124,71944,66773,0.23,31,1260,1015,132,76555,69492,132,3132,1524,0.05,7,51505,25328,0.05,7,35630,9873,0.9,119,16511,12771,151,138691,80289
5722,168,168,65258,48634,0.81,136,71194,56966,0.15,26,2018,1911,168,67062,49934,168,1784,654,0.1,16,40146,7018,0.09,15,39213,6723,0.71,120,18734,10662,202,105218,46972
5723,843,843,53629,45028,0.81,680,51140,48310,0.12,98,5098,2326,843,55754,46439,843,1961,497,0.11,96,62784,27868,0.11,96,48003,10040,0.71,602,12019,7606,947,74887,21630
5724,88,88,55871,46074,0.86,76,49804,40242,0.05,4,5058,3004,88,58268,46916,88,2397,272,0.06,5,215005,137242,0.07,6,145906,31498,0.74,65,13109,7626,125,60301,15769
5725,2396,2396,108719,100806,0.96,2290,105580,102738,0.2,474,-577,-137,2396,112083,104838,2396,3295,1792,0.05,113,73018,15514,0.05,109,56930,11264,0.88,2113,32851,27184,2656,136875,71811
5730,61,61,44344,39328,0.56,34,34787,23834,0.1,6,6387,7094,61,50020,41154,61,5676,247,0.18,11,63379,8033,0.15,9,61411,12931,0.7,43,7936,4482,61,112919,42960
5731,99,99,54921,48663,0.89,88,54533,50256,0.22,22,1363,586,99,56698,49804,99,1734,636,0.1,10,86134,51065,0.09,9,65418,32483,0.78,77,11287,7083,130,115111,59579
5732,69,69,41341,37803,0.81,56,36862,30628,0.12,8,2032,-1141,69,45215,40923,69,2810,294,0.1,7,26186,10689,0.09,6,21010,8626,0.62,43,7381,4487,91,50555,25765
5733,69,69,73786,51260,0.81,56,52091,51750,0.12,8,378,-583,69,75971,55482,69,2186,246,0.13,9,24029,21091,0.09,6,23863,11535,0.78,54,19833,8813,81,130453,46813
5734,64,64,61016,46730,0.94,60,55214,46566,0.11,7,2436,-271,64,66238,52356,64,5222,943,0.03,2,48175,48175,0.03,2,43878,43878,0.8,51,14911,7269,85,101906,20009
6000,11248,11248,81007,54990,0.84,9474,79149,60324,0.1,1150,2047,764,11248,83931,57778,11248,2814,700,0.09,967,73949,20005,0.08,852,48877,8039,0.78,8784,27009,13114,12737,101767,20751
6003,3086,3086,78796,58531,0.88,2706,73296,61942,0.11,342,932,612,3086,81925,61175,3086,3063,895,0.1,305,136652,20745,0.09,278,118618,8060,0.83,2576,23089,12664,3537,111403,29330
6004,8705,8705,86481,63229,0.84,7309,84027,67274,0.14,1196,1386,568,8705,90081,66179,8705,3465,860,0.09,776,84485,22586,0.08,723,51501,8593,0.81,7080,27636,15030,9326,149752,32859
6005,4637,4637,95159,65648,0.85,3933,87076,69260,0.13,604,2692,948,4637,98971,68312,4637,3529,902,0.1,441,79737,22564,0.09,399,52226,8858,0.83,3865,30947,15638,5272,155689,38728
6006,6296,6296,95989,70366,0.82,5159,89090,73297,0.18,1151,2612,1053,6296,99669,73811,6296,3653,950,0.12,726,104770,26102,0.11,671,73393,10277,0.83,5248,30994,17956,7294,186059,75527
6007,5579,5579,111115,75239,0.82,4599,98550,76666,0.18,1002,2388,1518,5579,115594,79117,5579,4392,1130,0.11,589,147844,35678,0.1,547,90879,11687,0.83,4652,38929,19719,6148,221633,79482
6008,10664,10664,114658,71444,0.76,8100,99473,75000,0.18,1946,3280,1800,10664,119490,75404,10664,4677,962,0.11,1134,190870,31456,0.1,1043,132541,12429,0.78,8290,44589,21986,11722,322270,98041
6009,11965,11965,175737,64919,0.68,8167,105357,57010,0.21,2486,5565,3574,11965,183905,69312,11965,7750,742,0.11,1259,347365,60362,0.1,1155,212189,19867,0.74,8880,85962,23492,12739,489536,111551
6010,12378,12378,139640,69182,0.68,8409,106290,69013,0.18,2208,4831,2428,12378,146813,73590,12378,6957,982,0.1,1187,211559,33900,0.09,1106,137181,11192,0.77,9520,60146,22385,13105,415772,124107
6011,6704,6704,295283,84216,0.64,4267,122912,66569,0.18,1215,5763,3631,6704,346919,90088,6704,51235,1146,0.11,751,292485,55000,0.1,696,169662,20514,0.8,5372,146580,27739,7290,604116,141993
6012,5967,5967,146186,64747,0.72,4281,99953,63636,0.16,981,4155,1959,5967,152959,69783,5967,6245,922,0.11,630,205740,37072,0.1,582,134516,12327,0.78,4628,63851,20081,6423,420512,95358
6014,14860,14860,110296,66712,0.77,11380,97634,67338,0.18,2644,2939,1227,14860,114836,70000,14860,4455,960,0.11,1589,128536,27500,0.1,1488,76038,10186,0.78,11564,42205,18982,15872,278061,104172
6015,4934,4934,176423,80918,0.63,3101,123525,65812,0.21,1055,6271,3349,4934,184609,85932,4934,7871,1042,0.09,467,379524,50987,0.09,451,265995,15836,0.78,3851,79188,28898,5043,498462,175431
6016,6924,6924,93057,68171,0.85,5886,88181,69930,0.16,1084,2458,782,6924,96469,70870,6924,3374,1073,0.12,830,129448,22002,0.11,766,108340,9016,0.82,5695,29980,16917,7582,178636,77905
6017,3313,3313,67427,58229,0.87,2887,67118,60921,0.09,290,1268,15,3313,69927,60429,3313,2486,837,0.15,483,108523,17816,0.14,452,97450,8234,0.82,2730,16956,11701,3613,82701,29597
6018,27517,27517,90591,66532,0.8,21910,88218,71695,0.17,4733,2091,1004,27517,94155,69640,27517,3468,971,0.09,2499,108355,26707,0.08,2337,77022,10029,0.79,21835,30192,17896,29899,196722,85152
6019,16830,16830,93878,68934,0.82,13720,89329,72678,0.16,2663,1839,607,16830,97587,72226,16830,3589,1134,0.1,1702,175337,28982,0.09,1580,148052,10144,0.82,13725,30850,18087,18674,183407,74663
6020,14811,14811,99914,63394,0.72,10689,88446,66601,0.2,3027,2769,1287,14811,104046,67345,14811,4037,840,0.09,1273,133267,29875,0.08,1172,100509,11553,0.76,11201,37648,19276,16252,300700,137905
6021,13449,13449,77167,59215,0.79,10569,74774,63121,0.18,2407,3936,1895,13449,80222,61815,13449,2932,759,0.1,1303,94362,30482,0.09,1251,64305,11199,0.79,10610,23477,13985,14397,147948,64760
