Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
3943,1241,1241,126272,52585,0.47,582,76823,51143,0.2,249,14992,6156,1241,138805,56479,1241,11956,536,0.12,148,248598,50222,0.11,138,203743,15995,0.69,860,60133,16880,1383,726919,218107
3944,586,586,221867,77610,0.41,243,98757,53074,0.17,98,9603,8338,586,240097,83625,586,18114,1205,0.08,47,221124,25500,0.06,34,237088,19954,0.76,444,111963,28351,599,1606554,543313
3945,643,643,55394,44065,0.64,414,59103,53752,0.11,70,2725,1319,643,58546,46582,643,2811,390,0.17,112,103738,43955,0.17,109,89533,26964,0.67,430,17490,10933,677,201982,83119
3946,174,174,62174,46288,0.63,110,56708,45850,0.13,23,1330,115,174,65584,51133,174,2929,315,0.18,31,57114,32890,0.17,30,39291,32918,0.72,126,17797,9023,187,193400,87080
3950,2870,2870,56078,45212,0.76,2170,57418,50896,0.1,282,2371,1346,2870,59048,47690,2870,2531,664,0.11,330,79577,27851,0.11,312,59704,14274,0.72,2074,15099,9082,3182,140472,66416
3951,669,669,52218,41130,0.65,436,53964,44102,0.17,113,4625,3279,669,55800,44802,669,2972,424,0.14,94,79673,40225,0.13,90,62561,28620,0.68,452,14989,8645,712,189295,83961
3953,4891,4891,56364,45300,0.7,3442,55530,49276,0.12,568,4084,2540,4891,59766,48082,4891,3078,615,0.12,594,115947,38538,0.12,573,91930,16896,0.71,3491,15502,9494,5251,184373,74775
3954,267,267,58421,45932,0.67,179,56762,48551,0.17,46,1413,856,267,62885,49142,267,4228,798,0.17,45,89298,37915,0.16,43,68096,22126,0.68,181,17399,9642,267,224732,95443
3956,1660,1660,55278,40380,0.61,1017,54067,45938,0.15,242,4492,2298,1660,59474,43544,1660,3527,471,0.17,280,93895,33282,0.16,269,80520,14590,0.65,1086,17280,9458,1850,200928,81148
3957,207,207,50642,43419,0.62,129,51122,45105,0.09,18,2521,4550,207,59539,49432,207,4459,669,0.11,23,206053,56697,0.12,24,150563,16685,0.75,155,10900,6220,206,196983,61385
3958,172,172,58765,44958,0.59,102,44360,45626,0.13,22,5652,-51,172,61264,45964,172,1887,277,0.19,33,102439,34617,0.18,31,88312,24317,0.68,117,18007,8610,161,119208,44807
3959,729,729,54494,41014,0.61,443,55858,45000,0.17,122,7297,4786,729,58366,43579,729,3076,384,0.17,123,105278,33468,0.16,120,84636,15824,0.66,480,18298,9816,825,228265,90137
3960,1556,1556,54610,40256,0.62,962,55290,47286,0.13,208,4427,2911,1556,58298,42919,1556,3234,546,0.15,228,118833,40274,0.14,224,93352,23926,0.64,994,17202,9153,1732,213738,86513
3962,522,522,43806,37531,0.68,355,53211,44590,0.11,57,1751,83,522,47505,38960,522,2684,336,0.15,77,140101,41206,0.14,75,116888,20547,0.65,338,14051,7608,583,143606,64039
3964,108,108,64692,51175,0.74,80,59658,52146,0.14,15,2690,2001,108,70950,55001,108,6076,1154,0.13,14,136818,41606,0.12,13,109274,18329,0.81,88,15692,7472,129,157996,86864
3965,118,118,44007,41532,0.6,71,52796,48560,0.14,16,3522,722,118,46824,41888,118,2651,404,0.09,11,72293,53457,0.09,11,52898,21286,0.6,71,11882,8045,140,218344,95430
3966,316,316,57841,41142,0.67,213,49237,45662,0.13,40,4157,2026,316,62516,47940,316,3081,368,0.12,39,176283,70000,0.12,39,138238,34377,0.69,217,18296,7418,339,125791,60872
3967,72,72,62330,43202,0.5,36,53791,52000,0.14,10,4520,2244,72,65404,47292,72,2521,74,0.21,15,229619,66194,0.21,15,180340,37557,0.67,48,19111,13003,69,132308,51770
3971,2322,2322,47455,39504,0.69,1610,53748,46850,0.12,274,3281,1912,2322,51361,42088,2322,2568,441,0.12,274,124170,33620,0.11,267,113951,19903,0.65,1516,12853,7591,2558,156015,69842
3975,10783,10783,61628,54363,0.85,9208,65338,59766,0.2,2114,-2434,-1788,10783,64036,56484,10783,2392,1044,0.12,1330,55302,27960,0.12,1257,34879,11618,0.78,8450,15697,11462,10887,79927,40370
3976,14153,14153,50695,47649,0.84,11868,53825,52028,0.09,1239,-1159,-871,14153,52716,49569,14153,2007,703,0.13,1894,48094,31543,0.13,1802,27903,12499,0.76,10758,10942,8195,15086,66864,26284
3977,68492,68492,59082,52115,0.86,58568,61388,56616,0.11,7575,-1206,-1177,68492,61522,54255,68492,2413,931,0.12,8249,58923,27005,0.11,7818,39794,11692,0.78,53658,14468,10214,71715,88940,40643
3978,28771,28771,60670,54548,0.88,25341,63163,58900,0.12,3322,-1739,-1623,28771,63189,56780,28771,2489,1158,0.15,4358,58301,21502,0.14,4133,42805,9830,0.81,23212,14552,10704,28159,59774,30481
3979,238,238,54570,45255,0.63,149,60446,51653,0.09,22,6252,3203,238,57900,47246,238,2609,392,0.19,45,78386,50132,0.18,44,63388,29518,0.68,161,16525,10426,236,199630,88412
3980,2129,2129,61768,51599,0.81,1720,62063,55522,0.12,245,3068,401,2129,64428,54356,2129,2610,896,0.11,241,96677,34843,0.11,235,73600,19855,0.79,1673,15847,10827,2407,139245,75227
3981,3219,3219,59650,51222,0.8,2579,59645,54243,0.1,330,2892,906,3219,62781,53407,3219,2711,768,0.1,336,106926,46578,0.1,337,81577,22785,0.78,2502,15080,10356,3941,100647,42042
3984,4375,4375,57682,48647,0.79,3435,59042,54408,0.09,385,4212,1266,4375,60432,51029,4375,2622,800,0.12,521,99808,36305,0.11,495,77189,16137,0.75,3279,15233,9866,4808,123905,57264
3987,944,944,57959,50978,0.78,735,60701,55693,0.1,96,586,-226,944,60649,52624,944,2544,722,0.12,114,97549,37064,0.12,112,76337,21688,0.78,733,14193,10377,1030,127577,73363
3988,712,712,52888,42817,0.68,486,56420,50294,0.1,74,3495,1352,712,56108,45308,712,2607,520,0.16,112,120689,48721,0.15,108,101007,25664,0.69,494,13896,8986,763,161296,69295
3990,95,95,52743,50716,0.63,60,52824,49176,0.18,17,9687,7239,95,56584,50776,95,3265,759,0.22,21,73666,24380,0.21,20,46820,26754,0.73,69,12159,10413,102,231450,106770
3991,264,264,51405,37978,0.7,184,54612,46090,0.14,38,1060,-158,264,53908,39740,264,2153,220,0.16,42,91513,44460,0.14,38,78851,26685,0.65,172,15231,8999,284,114732,49188
3992,771,771,52235,44847,0.77,592,53377,47508,0.09,71,648,892,771,55219,47438,771,2700,740,0.13,101,108635,32866,0.13,100,86969,14492,0.72,558,12367,7626,857,136992,54253
3995,6385,6385,51163,40790,0.73,4665,51582,44788,0.11,709,2820,2043,6385,53932,43326,6385,2611,626,0.13,801,69063,30065,0.12,774,47704,12038,0.69,4409,13394,7328,7130,156846,63023
3996,3792,3792,62970,44598,0.65,2458,62260,51688,0.16,604,3540,2038,3792,66824,47368,3792,3650,715,0.12,443,108307,38102,0.11,432,82223,16444,0.67,2541,20879,11195,4257,280361,112853
4000,15199,15199,83490,49753,0.84,12711,67783,51891,0.12,1794,5006,2034,15199,86730,51890,15199,3154,542,0.11,1596,93476,20054,0.09,1352,57827,8449,0.74,11259,30818,11126,16916,155127,17257
4005,12508,12508,129088,73000,0.79,9907,97213,73631,0.18,2211,4119,1984,12508,134474,76549,12508,5178,1160,0.11,1347,149956,28131,0.1,1241,82377,11575,0.84,10510,48868,18496,14044,319274,82284
4006,19238,19238,81437,60520,0.88,16902,74474,62440,0.1,1945,1568,861,19238,84823,62805,19238,3331,920,0.1,1917,82280,19093,0.09,1729,58097,7892,0.84,16123,24175,12666,20570,146250,30967
4007,11075,11075,131756,68299,0.77,8517,95582,68747,0.16,1741,4336,1797,11075,139082,71724,11075,7105,1102,0.1,1060,384162,30284,0.09,994,321460,11381,0.82,9079,52196,17217,11823,332008,80332
4008,203,203,69078,62921,0.85,173,65342,63305,0.06,13,3359,3135,203,71794,64055,203,2653,813,0.07,15,95634,22219,0.07,14,67119,7296,0.83,168,17607,13648,251,138565,57936
4009,58,58,98795,70582,0.78,45,80538,75194,0.09,5,-1660,-1360,58,101460,72780,58,2664,773,0.09,5,159377,74050,0.09,5,140185,5446,0.88,51,31380,15155,70,144340,41161
4010,2709,2709,76536,62475,0.85,2297,75957,66430,0.13,356,2365,849,2709,79779,65624,2709,3184,1048,0.1,271,97042,24158,0.09,247,70362,9681,0.84,2265,21044,13424,2898,161457,51401
4011,10695,10695,116562,67412,0.8,8596,92647,68228,0.16,1683,1899,1117,10695,121233,70311,10695,4510,1084,0.09,998,194951,30188,0.09,938,115635,11612,0.82,8725,43563,17132,11898,277207,90664
4012,15919,15919,80937,64204,0.86,13711,78768,67422,0.12,1975,2181,862,15919,84151,66853,15919,3111,1005,0.09,1390,98394,26655,0.08,1286,74745,10858,0.83,13213,23644,14485,17564,170821,74045
4013,3423,3423,77776,60099,0.86,2947,75580,63760,0.12,426,791,591,3423,80690,62633,3423,2885,938,0.09,302,69163,23167,0.08,285,42339,8729,0.81,2776,22941,13388,3739,162721,67364
4014,8713,8713,77134,64778,0.87,7540,77293,69154,0.14,1250,1880,303,8713,80167,67319,8713,2992,1122,0.08,654,78862,25280,0.07,601,53742,10135,0.82,7151,21975,15031,9664,163260,85446
4017,23090,23090,69173,57804,0.83,19191,71117,62880,0.13,3117,2183,987,23090,71943,60240,23090,2710,889,0.08,1947,60116,27292,0.08,1841,38066,10799,0.79,18229,19169,13010,26154,179644,89873
4018,8410,8410,60736,53410,0.83,7011,63649,59051,0.11,915,355,-25,8410,62790,55258,8410,2002,700,0.1,862,61875,25409,0.1,809,44839,12006,0.78,6522,15388,10870,8839,120373,53407
4019,12001,12001,62370,51463,0.79,9519,64594,57723,0.13,1539,3194,1617,12001,65094,53663,12001,2661,800,0.09,1050,68312,29054,0.08,996,45504,12476,0.76,9069,16935,10921,13777,164510,77740
4020,15841,15841,70159,52155,0.74,11799,70384,59651,0.16,2496,4110,1878,15841,73496,55033,15841,3150,757,0.08,1317,165712,27814,0.08,1265,142708,11187,0.74,11669,22013,12262,17650,220634,92921
4021,5191,5191,53980,47232,0.83,4286,57115,52216,0.09,459,1948,918,5191,56161,48903,5191,2166,632,0.07,362,63834,27103,0.07,340,41368,10753,0.74,3835,13018,8962,5913,118515,53420
4022,3909,3909,54008,48036,0.82,3203,57547,53032,0.08,325,2221,616,3909,56197,49900,3909,2151,628,0.07,267,54472,28435,0.07,262,31904,10136,0.74,2890,13010,9031,4299,115544,47299
4025,115,115,56506,50278,0.71,82,60045,55600,0.1,11,10486,5964,115,59108,50804,115,2296,300,0.15,17,117348,50566,0.13,15,106970,33637,0.75,86,14605,9326,122,95205,47106
4030,12608,12608,89152,63928,0.86,10889,82074,65207,0.13,1692,2300,794,12608,92582,66548,12608,3386,1010,0.1,1231,108364,22500,0.09,1134,69756,8096,0.84,10560,27768,14393,13931,181761,60263
4031,9425,9425,83886,66811,0.87,8175,81907,69468,0.14,1293,2083,924,9425,87215,69587,9425,3304,1061,0.09,826,85650,29074,0.08,778,53901,10408,0.83,7864,24865,15651,10328,185328,87947
4032,11838,11838,65351,54502,0.82,9670,66641,59688,0.11,1248,3637,1186,11838,67823,56591,11838,2455,780,0.08,976,59919,22969,0.08,901,36470,9121,0.78,9251,17582,11605,12713,150959,52336
4034,29157,29157,66189,55369,0.81,23685,68404,61350,0.13,3845,2690,998,29157,68815,57702,29157,2574,798,0.08,2463,71434,25649,0.08,2324,48628,10490,0.77,22529,18258,12462,31970,172287,72394
4035,18184,18184,82441,62688,0.8,14625,79738,67649,0.16,2954,2916,450,18184,85966,65668,18184,3474,960,0.08,1433,99574,28209,0.07,1353,67593,12650,0.78,14256,26517,15782,19624,240465,108247
4036,4334,4334,61152,54746,0.86,3706,64407,60226,0.09,404,272,8,4334,63585,56866,4334,2403,873,0.08,362,71095,24956,0.08,335,49679,11443,0.8,3462,14837,11072,4850,128000,68164
4037,5190,5190,76153,63335,0.84,4377,76883,66871,0.14,744,496,322,5190,79350,65738,5190,3141,1014,0.08,436,96935,29048,0.08,411,70587,10772,0.8,4162,22020,15290,5640,201832,111698
4051,19330,19330,102980,68434,0.85,16498,88700,70364,0.17,3274,1467,883,19330,112267,71388,19330,9201,1116,0.09,1759,115356,25565,0.08,1608,62748,8530,0.83,16026,35220,16263,21369,222797,90141
4053,30508,30508,75507,62802,0.84,25773,76556,67744,0.14,4196,1811,616,30508,78495,65391,30508,2938,1001,0.08,2495,73845,23685,0.08,2322,49996,10108,0.81,24845,21268,14381,33711,189176,89571
4054,8660,8660,68512,59071,0.83,7187,71851,65884,0.11,943,1035,169,8660,71053,61344,8660,2514,874,0.08,705,67095,24304,0.08,662,41778,8039,0.79,6845,18630,13639,9753,176050,92615
4055,14092,14092,77399,65156,0.83,11751,78821,71059,0.15,2052,751,140,14092,80394,67914,14092,2963,1027,0.07,987,64913,25312,0.07,933,35690,9690,0.8,11213,22917,16194,15644,222039,120625
4059,8827,8827,81901,55017,0.86,7609,73293,56759,0.14,1204,1986,863,8827,84892,57376,8827,2947,710,0.1,910,102815,23574,0.09,833,58670,9862,0.77,6777,27454,13762,9653,177530,40337
4060,8799,8799,109315,71341,0.82,7172,96685,71955,0.17,1539,1931,1291,8799,113716,75039,8799,4339,1104,0.1,847,130604,31200,0.09,779,75268,10194,0.81,7107,39712,19666,9749,278714,127575
4061,11049,11049,89293,64767,0.78,8651,87251,72844,0.16,1729,1853,732,11049,92886,68172,11049,3463,968,0.09,1039,85990,25755,0.09,965,46160,8814,0.77,8510,30886,18312,12477,283219,136918
4064,8887,8887,111466,68317,0.83,7396,90730,67694,0.16,1411,1649,1327,8887,115982,71501,8887,4387,1041,0.09,823,143245,33160,0.08,755,74768,11048,0.82,7265,40691,17547,9792,244510,67254
4065,6511,6511,123728,78513,0.78,5110,106380,77736,0.19,1243,1886,1104,6511,129069,83122,6511,5196,1224,0.1,671,180706,30304,0.09,617,116125,11992,0.81,5292,46898,23696,7257,320270,146407
4066,12925,12925,90918,59268,0.83,10688,79587,61372,0.14,1818,2467,1408,12925,94460,61970,12925,3414,770,0.09,1188,129381,22720,0.08,1066,81302,9474,0.78,10089,31894,14859,14110,234771,53299
4067,6961,6961,77848,39312,0.77,5369,65863,40520,0.14,942,3689,2610,6961,81067,41254,6961,3059,302,0.09,614,115540,20492,0.08,530,55166,9046,0.64,4487,33079,13314,7426,275426,25460
4068,17064,17064,100286,57100,0.78,13237,81241,60315,0.16,2796,4214,1643,17064,104240,60067,17064,3851,711,0.09,1454,125491,22746,0.07,1278,70988,8828,0.76,12968,38653,15444,18096,289173,63303
4069,23000,23000,111380,67072,0.74,17068,96738,73535,0.2,4669,2450,1413,23000,115940,70816,23000,4263,980,0.09,1966,142910,31452,0.08,1845,89661,11319,0.76,17510,44122,21047,25050,341204,137525
4070,7570,7570,78678,62448,0.8,6085,80137,69999,0.13,1012,1527,460,7570,81785,65448,7570,2969,907,0.09,693,73557,27411,0.09,655,47836,10755,0.77,5845,24686,16550,8228,213478,99429
4073,5831,5831,85841,65187,0.79,4622,86017,71935,0.2,1171,1609,938,5831,89279,68149,5831,3367,975,0.08,449,78353,27986,0.07,429,44342,10069,0.77,4519,28469,17918,6290,251664,122981
4074,15484,15484,73947,58884,0.78,12148,75697,66341,0.17,2626,1793,1002,15484,77086,61684,15484,3063,852,0.08,1274,98004,28678,0.08,1209,66247,10892,0.76,11779,22796,15353,17138,227268,99441
4075,16007,16007,88486,64886,0.81,13026,84358,69476,0.16,2501,2121,1065,16007,92037,67999,16007,3473,945,0.08,1346,104803,22968,0.08,1234,67783,9666,0.79,12693,29238,16473,17543,236357,98271
4076,2961,2961,56645,51062,0.84,2482,58278,55044,0.1,304,3607,1582,2961,58818,53186,2961,2148,540,0.1,293,66465,29345,0.09,270,46426,12202,0.77,2266,13649,9630,3252,92202,36351
4077,19084,19084,50136,45228,0.84,15965,51721,49028,0.07,1402,2187,903,19084,52040,46926,19084,1889,482,0.11,2012,61221,27466,0.1,1881,43961,12577,0.73,13932,11290,7878,20044,65532,19190
4078,15815,15815,60124,53209,0.85,13421,63065,57652,0.11,1816,1042,8,15815,62427,55246,15815,2280,734,0.09,1350,68703,26676,0.08,1259,51534,12067,0.78,12327,14966,10729,17041,118869,49439
4101,24091,24091,81559,56494,0.84,20141,73735,59330,0.15,3601,2948,1522,24091,84966,58918,24091,3277,731,0.11,2560,100119,21352,0.09,2256,72174,8566,0.77,18530,27399,13874,25746,177132,37452
4102,7858,7858,65779,51610,0.87,6870,63352,54333,0.1,820,2063,1178,7858,68330,53791,7858,2535,634,0.1,822,62801,16172,0.09,708,41511,7336,0.76,6011,18973,10982,8431,109169,23750
4103,10253,10253,72299,57062,0.86,8808,69881,59904,0.13,1318,3011,1468,10253,75200,59367,10253,2881,755,0.11,1142,56917,21780,0.1,1019,32928,7743,0.8,8226,20662,12610,11321,150947,46909
4104,4847,4847,93467,60662,0.78,3775,79527,63845,0.15,724,4457,1376,4847,97135,63289,4847,3494,838,0.1,471,91913,24287,0.09,429,49709,8473,0.78,3802,33021,15123,5295,257161,83100
4105,9135,9135,80994,61831,0.84,7659,75587,66894,0.13,1212,2514,1095,9135,84596,64623,9135,3523,919,0.1,900,87339,22602,0.09,821,51714,9378,0.81,7442,24573,14283,10278,212601,81158
4106,1044,1044,58203,51228,0.86,894,57578,54164,0.09,93,-433,-724,1044,60579,53772,1044,2049,590,0.13,131,178717,23328,0.11,118,165232,10490,0.78,814,14477,9571,1159,90964,34533
4107,4334,4334,69440,59576,0.86,3724,71210,64272,0.14,624,969,544,4334,72074,61998,4334,2609,900,0.1,412,67270,24988,0.09,403,43850,9173,0.81,3493,18681,13243,4773,145666,74111
4108,4177,4177,55407,46918,0.84,3507,56803,51821,0.12,504,3019,1472,4177,57459,49006,4177,2049,585,0.12,508,57346,20521,0.11,451,44809,8552,0.74,3100,14066,8896,4529,91982,27108
4109,24954,24954,55090,41796,0.74,18416,54956,47634,0.18,4438,4173,2604,24954,57564,44002,24954,2396,388,0.12,2961,95549,23078,0.1,2572,82373,9093,0.68,17076,16281,8449,25748,131986,26371
4110,10721,10721,59043,52632,0.86,9186,61589,57004,0.1,1111,988,183,10721,61391,54836,10721,2276,824,0.11,1189,62359,30158,0.1,1106,45505,13390,0.79,8484,14174,10302,10970,76589,31574
4111,661,661,56882,48230,0.83,547,59783,54637,0.1,67,7849,3423,661,59107,50194,661,2179,424,0.08,50,36817,15250,0.07,46,18044,6747,0.7,462,15992,11140,734,162620,58812
4112,5122,5122,62400,47500,0.76,3876,65999,56492,0.17,879,1953,1083,5122,65058,49851,5122,2607,530,0.12,631,77275,37491,0.12,593,51934,14995,0.73,3719,18452,11037,5120,141470,43459
4113,19045,19045,57398,46105,0.77,14687,59415,52769,0.15,2950,2409,1526,19045,59820,48254,19045,2370,495,0.12,2340,63615,27022,0.11,2149,44400,10610,0.73,13817,15801,9548,19634,129596,34811
4114,14027,14027,43591,40532,0.82,11551,45653,44779,0.03,476,1286,796,14027,45459,42364,14027,1862,400,0.1,1362,49461,31481,0.09,1263,29884,14364,0.69,9672,8897,6454,15740,52968,14153
4115,12670,12670,60081,51934,0.83,10511,63646,57971,0.14,1792,538,17,12670,62469,54011,12670,2358,708,0.1,1263,86784,24455,0.09,1138,73292,10458,0.76,9640,15693,11132,13390,127836,50157
4116,17164,17164,58980,47816,0.78,13381,61450,54504,0.17,2976,1982,869,17164,61395,49894,17164,2367,565,0.11,1878,115637,27289,0.1,1716,100373,11074,0.73,12506,16532,10294,17094,117941,36084
4117,1499,1499,57696,51336,0.85,1273,59878,56181,0.08,123,-506,73,1499,60315,52786,1499,2596,800,0.12,185,66241,41790,0.12,177,42568,18870,0.78,1175,13787,10063,1473,66512,27666
4118,19353,19353,56867,51299,0.85,16423,58901,55838,0.08,1591,872,125,19353,59232,53523,19353,2333,730,0.08,1606,94368,29940,0.08,1502,77624,13102,0.78,15033,13482,9709,20779,101274,42540
4119,4251,4251,61960,50587,0.79,3378,63580,56042,0.15,633,598,428,4251,64442,52460,4251,2462,602,0.12,489,76765,34280,0.11,466,53973,14332,0.76,3228,16874,10678,4356,110812,42920
4120,7314,7314,76837,61066,0.87,6349,73814,63972,0.12,874,2301,1124,7314,79874,63439,7314,2979,928,0.11,829,81786,20105,0.1,739,57448,8176,0.83,6090,21620,13223,7958,151117,52612
4121,16609,16609,89884,67494,0.83,13803,84194,71006,0.17,2816,1863,526,16609,93441,70450,16609,3532,1053,0.09,1518,102929,32064,0.08,1391,62810,11735,0.81,13498,28841,17402,18346,222498,106922
4122,29130,29130,66761,54511,0.82,23825,69011,60340,0.15,4377,2496,919,29130,69417,56718,29130,2604,760,0.1,2776,92939,24773,0.09,2508,74120,9252,0.76,22206,19100,12708,31571,160332,62032
4123,14425,14425,68961,54712,0.81,11692,67522,59927,0.17,2423,1492,576,14425,71734,57168,14425,2737,787,0.1,1417,149249,25980,0.09,1297,104921,11069,0.77,11064,20395,12538,15232,138513,60886
4124,14893,14893,62745,54818,0.85,12686,63606,58954,0.09,1401,758,-28,14893,65356,57210,14893,2589,864,0.09,1369,63260,30616,0.09,1293,43267,14325,0.79,11824,15870,11159,15878,115674,53901
4125,8551,8551,54794,49605,0.83,7139,57096,54120,0.07,631,1235,851,8551,57353,52060,8551,2532,714,0.11,953,61185,30091,0.11,912,42745,12984,0.77,6572,12672,8992,8851,88700,28611
4127,15913,15913,60584,51258,0.82,13026,62192,55742,0.11,1703,1898,811,15913,63178,53196,15913,2556,692,0.09,1421,78919,30000,0.08,1304,57470,13901,0.77,12192,15726,10304,17909,129774,52299
4128,10708,10708,65922,57225,0.84,8965,68246,61866,0.12,1320,972,496,10708,68708,59818,10708,2705,860,0.09,918,73601,31311,0.08,863,51946,13819,0.79,8496,17409,12476,11966,144672,72494
4129,4357,4357,59271,53628,0.86,3730,60788,57399,0.09,384,956,352,4357,61855,56040,4357,2555,826,0.09,394,92367,32589,0.08,368,74239,12972,0.8,3469,14129,10284,4839,101041,51055
4130,5748,5748,78358,59864,0.8,4606,72232,63004,0.16,903,2294,593,5748,81552,62810,5748,3155,864,0.08,479,86710,40020,0.08,477,62199,16047,0.79,4554,24196,14388,6342,183993,84509
4131,6462,6462,50428,46522,0.83,5358,52044,50260,0.06,380,1509,576,6462,52440,48475,6462,1971,500,0.1,673,61526,31864,0.1,626,42012,15066,0.74,4778,11248,7993,6853,68440,23134
4132,14458,14458,48287,46262,0.86,12433,50913,49963,0.03,495,512,166,14458,50418,48436,14458,2125,570,0.08,1149,55170,33448,0.07,1073,35117,15571,0.74,10732,10062,7613,15553,56785,19610
4133,13509,13509,53837,50190,0.84,11343,56231,54110,0.06,829,1399,621,13509,56128,52152,13509,2259,645,0.1,1358,57412,30000,0.09,1274,38300,14336,0.77,10345,12205,9023,14168,77964,29078
4151,12759,12759,90782,65854,0.84,10667,81550,67238,0.14,1781,2896,960,12759,94567,68488,12759,3727,1062,0.1,1232,84041,25236,0.09,1104,43466,9249,0.82,10486,29245,15630,13875,215148,74735
4152,31149,31149,85752,64110,0.81,25260,83182,69038,0.17,5341,2095,921,31149,89462,67363,31149,3622,988,0.08,2631,97999,26623,0.08,2444,64506,9795,0.8,24864,27572,16198,34080,217752,94128
4153,2934,2934,76972,61162,0.8,2349,76147,65951,0.17,489,2816,1527,2934,79970,63820,2934,2981,821,0.09,262,134747,28155,0.08,235,117067,12052,0.79,2309,23693,14820,3204,218373,98231
4154,7093,7093,95414,71231,0.84,5947,88942,74711,0.16,1159,1056,397,7093,99381,74556,7093,3883,1140,0.07,522,91496,25360,0.07,479,65336,9730,0.81,5741,32075,18463,7590,207116,109951
4155,1071,1071,161639,66130,0.7,754,86859,60518,0.24,252,6015,3797,1071,166850,69060,1071,5202,735,0.07,80,91930,24445,0.07,73,55865,10868,0.79,849,71452,18184,1158,383373,118794
4156,2319,2319,100881,62350,0.76,1772,77011,63271,0.25,572,2813,907,2319,104872,65570,2319,3851,921,0.08,191,91619,23550,0.07,168,66546,12110,0.78,1804,37679,16666,2474,288346,97338
4157,12252,12252,64394,55488,0.83,10119,65453,59748,0.11,1365,2271,718,12252,66947,57594,12252,2515,720,0.08,1018,71683,27712,0.08,965,48180,11021,0.79,9664,16819,11539,13793,155268,74041
4158,2316,2316,66152,55492,0.84,1952,68240,60093,0.12,284,2544,1062,2316,68901,58419,2316,2707,934,0.08,178,61519,24638,0.07,171,41344,8529,0.8,1862,17125,11725,2642,169400,83997
4159,9114,9114,71097,57532,0.81,7352,72279,63499,0.13,1141,2672,911,9114,74017,60042,9114,2903,836,0.08,695,90298,29191,0.07,666,67771,11424,0.78,7084,20693,13214,10269,187960,88689
4160,12406,12406,76601,56552,0.79,9859,75811,62192,0.14,1700,1797,543,12406,79922,59092,12406,3238,809,0.08,989,67652,27057,0.08,931,41077,11854,0.77,9545,24078,14144,13692,220717,101420
4161,10063,10063,61221,54773,0.84,8496,63691,58692,0.09,863,1794,565,10063,63744,56751,10063,2483,743,0.08,830,68626,29531,0.08,790,44163,11583,0.79,7958,15099,10976,11318,136971,69381
4163,9926,9926,83585,53426,0.73,7200,71520,58465,0.14,1371,5164,2172,9926,86818,55709,9926,3181,627,0.08,770,2868331,27328,0.07,730,2982135,10367,0.74,7369,29778,12928,11042,259029,94318
4164,11999,11999,71035,57898,0.84,10043,71778,62561,0.1,1213,1518,350,11999,74143,60728,11999,3081,926,0.08,989,241876,32335,0.08,952,222346,12112,0.8,9559,19916,12898,12996,158481,74722
4165,24282,24282,66874,55724,0.81,19573,68777,61229,0.11,2717,2207,630,24282,69820,58143,24282,2900,829,0.08,1911,71412,30763,0.08,1843,46377,12948,0.78,18875,18418,12437,26669,167358,82688
4169,11824,11824,90701,60635,0.82,9707,78602,62896,0.14,1615,3373,1365,11824,94486,63132,11824,3657,938,0.1,1202,97732,22920,0.09,1107,63604,9176,0.81,9545,30350,13998,13084,229975,45971
4170,18586,18586,95810,70130,0.87,16222,87153,72000,0.15,2734,1164,411,18586,99468,72902,18586,3600,1200,0.08,1568,98694,22272,0.08,1442,65962,9117,0.85,15799,30280,16509,20591,177182,75954
4171,11517,11517,132680,76477,0.81,9322,106258,76496,0.19,2227,1543,671,11517,137688,80147,11517,4848,1311,0.08,949,133515,29007,0.08,891,72674,10884,0.83,9510,51352,21366,12719,277263,111820
4172,3407,3407,81239,65569,0.88,3002,79276,68346,0.14,467,721,-239,3407,84460,68085,3407,3184,1080,0.08,281,53666,22014,0.08,261,32184,8695,0.85,2885,22963,14298,3796,140887,67017
4173,5393,5393,68154,59799,0.86,4657,70730,64260,0.11,576,1320,342,5393,70706,62359,5393,2515,900,0.08,418,59454,25256,0.07,394,37640,9368,0.82,4409,17673,12752,6135,143766,76667
4174,1994,1994,69445,61562,0.89,1778,70049,63342,0.1,205,1370,60,1994,72053,63169,1994,2566,932,0.07,149,60709,22154,0.07,139,37275,9453,0.83,1656,17814,12927,2248,113606,61616
4178,16472,16472,72233,58974,0.83,13643,74252,64314,0.13,2064,2082,1108,16472,75052,61235,16472,2755,823,0.08,1282,125099,27267,0.07,1226,104114,10070,0.8,13110,20601,13317,18704,173563,79325
4179,12476,12476,80178,61939,0.81,10108,80008,67013,0.15,1845,2635,928,12476,83395,64378,12476,3164,882,0.08,1049,79318,28030,0.08,994,53538,10115,0.79,9849,24949,15094,14135,210062,103353
